"IdOrdenesDet","IdOrdenes","Color","T1","T2","T3","T4","T5","T6","T7","T8"
1568,895,"Azul Deslavado",650,650,290,0,0,0,0,0
1569,895,"Marron",650,650,290,0,0,0,0,0
1570,895,"Frambuesa",330,330,150,0,0,0,0,0
1571,895,"Negro",330,330,150,0,0,0,0,0
1573,896,"Blanco",520,820,420,0,0,0,0,0
1574,896,"Negro",520,720,420,0,0,0,0,0
1575,896,"Marron",360,620,360,0,0,0,0,0
1576,896,"Morado",360,620,360,0,0,0,0,0
1577,896,"Natural",360,620,360,0,0,0,0,0
1578,896,"Rosa",260,420,310,0,0,0,0,0
1579,897,"Marino",15,15,45,30,0,0,0,0
1580,898,"Marino",15,30,15,15,0,0,0,0
1581,899,"Marino",50,50,25,25,0,0,0,0
1582,900,"Marino",54,36,18,18,18,0,0,0
1583,901,"Verde / Rojo / Blanco",564,564,564,564,0,0,0,0
1584,902,"Azul / Oro",564,564,564,564,0,0,0,0
1585,903,"Amarillo / Azul Brasil",564,564,564,564,0,0,0,0
1586,904,"Blanco / Limon / Oxford",26,52,52,26,0,0,0,0
1587,905,"Blanco / Oxford / Limon",26,52,52,26,0,0,0,0
1588,906,"Gris",262,524,524,262,0,0,0,0
1589,906,"Fiusha",262,524,524,262,0,0,0,0
1590,907,"Rosa",262,524,524,262,0,0,0,0
1591,907,"Blanco",262,524,524,262,0,0,0,0
1592,908,"Rojo",262,524,524,262,0,0,0,0
1593,908,"Blanco",262,524,524,262,0,0,0,0
1594,909,"Rosa",262,524,524,262,0,0,0,0
1595,909,"Beige",262,524,524,262,0,0,0,0
1596,910,"Negro",262,524,524,262,0,0,0,0
1597,910,"Beige Claro",262,524,524,262,0,0,0,0
1598,911,"Azul",262,524,524,262,0,0,0,0
1599,911,"Uva",262,524,524,262,0,0,0,0
1600,912,"Gris",262,524,524,262,0,0,0,0
1601,912,"Rojo",262,524,524,262,0,0,0,0
1602,913,"Blanco / Verde / Rojo",242,726,726,242,0,0,0,0
1603,914,"Azul Italia / Oro",242,726,726,242,0,0,0,0
1604,915,"Blanco / Rojo",242,726,726,242,0,0,0,0
1605,916,"Blanco / Rojo / Verde",302,906,906,302,0,0,0,0
1606,917,"Amarillo / Azul Brasil",302,906,906,302,0,0,0,0
1607,918,"Amarillo / Azul Brasil",562,562,562,562,0,0,0,0
1608,919,"Verde / Rojo",562,562,562,562,0,0,0,0
1609,920,"Azul",262,524,524,262,0,0,0,0
1610,920,"Blanco",262,524,524,262,0,0,0,0
1611,921,"Gris Medio",262,524,524,262,0,0,0,0
1612,921,"Malva Claro",262,524,524,262,0,0,0,0
1613,922,"Negro",262,524,524,262,0,0,0,0
1614,922,"Rojo",262,524,524,262,0,0,0,0
1615,923,"Negro / Azul / Blanco",20,40,40,20,0,0,0,0
1616,924,"Negro / Azul",20,40,40,20,0,0,0,0
1617,925,"Blanco / Azul",20,40,40,20,0,0,0,0
1618,926,"Blanco / Negro / Azul",20,40,40,20,0,0,0,0
1619,927,"Blanco / Negro / Azul",20,40,40,20,0,0,0,0
1620,928,"Blanco / Naranja / Negro",20,40,40,20,0,0,0,0
1621,929,"Negro / Blanco",20,40,40,20,0,0,0,0
1622,930,"Negro / Naranja",20,40,40,20,0,0,0,0
1623,931,"Blanco / Naranja / Negro",20,40,40,20,0,0,0,0
1624,932,"Naranja / Negro / Blanco",20,40,40,20,0,0,0,0
1625,933,"Blanco / Verde",8,14,6,0,0,0,0,0
1626,934,"Blanco / Verde",6,3,0,0,0,0,0,0
1628,935,"Blanco / Rojo / Verde",6,3,0,0,0,0,0,0
1629,936,"Blanco / Verde",5,10,6,2,0,0,0,0
1630,937,"Blanco / Rojo / Verde",5,5,5,0,0,0,0,0
1631,938,"Blanco / Rojo / Verde",4,4,4,0,0,0,0,0
1632,939,"Negro",278,278,278,0,0,0,0,0
1633,939,"Gris",278,278,278,0,0,0,0,0
1634,939,"Rosa",278,278,278,0,0,0,0,0
1635,940,"Amarillo",38,76,76,38,0,0,0,0
1636,940,"Fresa",38,76,76,38,0,0,0,0
1637,940,"Blanco",38,76,76,38,0,0,0,0
1638,941,"Rosa",38,76,76,38,0,0,0,0
1639,941,"Turqueza",38,76,76,38,0,0,0,0
1640,941,"Marino",38,76,76,38,0,0,0,0
1641,942,"Rosa",38,76,76,38,0,0,0,0
1642,942,"Turqueza",38,76,76,38,0,0,0,0
1643,942,"Marino",38,76,76,38,0,0,0,0
1644,943,"Amarillo",38,76,76,38,0,0,0,0
1645,943,"Fresa",38,76,76,38,0,0,0,0
1646,943,"Blanco",38,76,76,38,0,0,0,0
1647,944,"Amarillo Brasil / Azul Brasil",190,570,570,190,0,0,0,0
1648,945,"Verde Mexico / Rojo",190,570,570,190,0,0,0,0
1649,946,"Amarillo Brasil / Azul Brasil",190,570,570,190,0,0,0,0
1650,947,"Azul Italia",190,570,570,190,0,0,0,0
1651,948,"Blanco / Negro",190,570,570,190,0,0,0,0
1652,949,"Rojo",190,570,570,190,0,0,0,0
1653,950,"Verde",648,1944,1944,648,0,0,0,0
1654,951,"Verde",1224,3672,3672,1224,0,0,0,0
1655,952,"Blanco / Franela Lila",460,920,920,460,0,0,0,0
1656,952,"Blanco / Franela Amarillo",460,920,920,460,0,0,0,0
1657,953,"Blanco / Rey / Negro",135,270,270,135,0,0,0,0
1658,954,"Negro / Rey",135,270,270,135,0,0,0,0
1659,955,"Negro / Rey",135,270,270,135,0,0,0,0
1660,956,"Blanco / Rey",135,270,270,135,0,0,0,0
1661,957,"Blanco / Rey",135,270,270,135,0,0,0,0
1662,958,"Blanco / Negro / Naranja",135,270,270,135,0,0,0,0
1663,959,"Blanco / Negro / Naranja",135,270,270,135,0,0,0,0
1664,960,"Cielo / Negro / Blanco",135,270,270,135,0,0,0,0
1665,961,"Cielo / Negro",135,270,270,135,0,0,0,0
1666,962,"Blanco / Cielo / Negro",135,270,270,135,0,0,0,0
1667,963,"Blanco / Cielo / Negro",135,270,270,135,0,0,0,0
1668,964,"Blanco / Marino / Rey",135,270,270,135,0,0,0,0
1669,965,"Negro / Rojo",135,270,270,135,0,0,0,0
1670,966,"Blanco / Rojo / Marino",15,21,26,18,20,0,0,0
1671,967,"Blanco / Marino / Rojo",43,64,73,54,54,33,0,0
1672,969,"Varios",750,2250,2250,750,0,0,0,0
1673,970,"Verde",720,2016,2088,720,0,0,0,0
1674,971,"Marino / Blanco / Naranja",135,270,270,135,0,0,0,0
1675,972,"Marino",135,270,270,135,0,0,0,0
1676,973,"Marino / Naranja / Blanco",135,270,270,135,0,0,0,0
1677,974,"Blanco / Marino / Naranja",135,270,270,135,0,0,0,0
1678,975,"Blanco / Marino Naranja",135,270,270,135,0,0,0,0
1679,976,"Marino / Blanco / Azul",135,270,270,135,0,0,0,0
1680,977,"Negro / Gris",135,270,270,135,0,0,0,0
1681,978,"Blanco / Rosa / Fiusha",135,270,270,135,0,0,0,0
1682,979,"Rosa / Fiusha",135,270,270,135,0,0,0,0
1683,980,"Fuisha / Blanco",135,270,270,135,0,0,0,0
1684,981,"Fiusha / Rosa / Blanco",135,270,270,135,0,0,0,0
1685,982,"Blanco / Gris",135,270,270,135,0,0,0,0
1686,983,"Marino / Lila",135,270,270,135,0,0,0,0
1687,984,"Blanco / Naranja / Negro",135,270,270,135,0,0,0,0
1688,985,"Negro / Blanco",135,270,270,135,0,0,0,0
1689,986,"Negro / Naranja",135,270,270,135,0,0,0,0
1690,987,"Blanco / Naranja",135,270,270,135,0,0,0,0
1691,988,"Naranja / Negro / Blanco",135,270,270,135,0,0,0,0
1692,989,"Blanco / Oxford / Azul / Limon",135,270,270,135,0,0,0,0
1693,990,"Marino / Naranja / Blanco",135,270,270,135,0,0,0,0
1694,991,"Negro / Morado",135,270,270,135,0,0,0,0
1695,992,"Negro / Morado",135,270,270,135,0,0,0,0
1696,993,"Morado / Negro",135,270,270,135,0,0,0,0
1697,994,"Negro / Morado",135,270,270,135,0,0,0,0
1698,995,"Blanco / agua / Gris",135,270,270,135,0,0,0,0
1699,996,"Blanco / Cielo / Limon",135,270,270,135,0,0,0,0
1700,997,"Negro",210,420,420,210,0,0,0,0
1701,997,"Marino",210,420,420,210,0,0,0,0
1702,997,"Jaspe",210,420,420,210,0,0,0,0
1703,997,"Oxford",210,420,420,210,0,0,0,0
1704,998,"Negro",168,336,336,168,0,0,0,0
1705,998,"Marino",168,336,336,168,0,0,0,0
1706,998,"Jaspe",168,336,336,168,0,0,0,0
1707,998,"Oxford",168,336,336,168,0,0,0,0
1708,999,"Negro",25,75,75,25,0,0,0,0
1709,1000,"Rojo",25,75,75,25,0,0,0,0
1710,1001,"Blanco",25,75,75,25,0,0,0,0
1711,1002,"Marino / Jaspe",300,900,900,300,0,0,0,0
1712,1003,"Blanco",300,900,900,300,0,0,0,0
1713,1004,"Negro",300,900,900,300,0,0,0,0
1714,1005,"Blanco",188,564,564,188,0,0,0,0
1715,1006,"Rojo",240,720,720,240,0,0,0,0
1716,1007,"Naranja",275,825,825,275,0,0,0,0
1717,1008,"Rey",275,825,825,275,0,0,0,0
1718,1009,"Jaspe",375,750,750,375,0,0,0,0
1719,1009,"Marino",375,750,750,375,0,0,0,0
1720,1009,"Negro",375,750,750,375,0,0,0,0
1721,1009,"Blanco",375,750,750,375,0,0,0,0
1722,1010,"Verde / Rojo / Blanco",640,1280,1280,640,0,0,0,0
1723,1011,"Blanco / Rojo / Verde",640,1280,1280,640,0,0,0,0
1724,1012,"Verde",640,1280,1280,640,0,0,0,0
1725,1013,"Verde",302,906,906,302,0,0,0,0
1726,1014,"Blanco / Verde / Rojo",75,225,225,75,0,0,0,0
1727,1015,"Azul Italia / Oro",25,75,75,25,0,0,0,0
1728,1016,"Jaspe",300,900,900,300,0,0,0,0
1729,1017,"Verde / Rojo / Blanco",300,900,900,300,0,0,0,0
1730,1018,"Marino",300,900,900,300,0,0,0,0
1731,1019,"Blanco / Verde",300,900,900,300,0,0,0,0
1732,1020,"Rojo / Blanco / Verde",300,900,900,300,0,0,0,0
1733,1021,"Verde",300,900,900,300,0,0,0,0
1734,1022,"Jaspe / Marino",300,900,900,300,0,0,0,0
1735,1023,"Blanco",300,900,900,300,0,0,0,0
1736,1024,"Rojo / Jasep",300,900,900,300,0,0,0,0
1737,1025,"Negro",300,900,900,300,0,0,0,0
1738,1026,"Marino",300,900,900,300,0,0,0,0
1739,1027,"Blanco",300,900,900,300,0,0,0,0
1740,1028,"Verde",300,900,900,300,0,0,0,0
1741,1029,"Verde",962,962,962,962,0,0,0,0
1742,1030,"Jaspe / Marino",962,962,962,962,0,0,0,0
1743,1031,"Negro",135,270,270,135,0,0,0,0
1744,1032,"Blanco",135,270,270,135,0,0,0,0
1745,1033,"Negro / Verde / Rojo",850,1700,1700,850,0,0,0,0
1746,1034,"Amarillo",850,1700,1700,850,0,0,0,0
1747,1035,"Rey",850,1700,1700,850,0,0,0,0
1748,1036,"Negro",850,1700,1700,850,0,0,0,0
1749,1037,"Blanco",600,1200,1200,600,0,0,0,0
1750,1038,"Blanco / Verde / Rojo",850,1700,1700,850,0,0,0,0
1751,1038,"Verde / Rojo / Blanco",850,1700,1700,850,0,0,0,0
1752,1039,"Negro",500,1000,1000,500,0,0,0,0
1753,1040,"Blanco",270,540,540,270,0,0,0,0
1754,1040,"Negro",270,540,540,270,0,0,0,0
1755,1037,"Negro",600,1200,1200,600,0,0,0,0
1756,1041,"Jaspe",250,500,500,250,0,0,0,0
1757,1041,"Marino",250,500,500,250,0,0,0,0
1758,1041,"Negro",250,500,500,250,0,0,0,0
1759,1041,"Blanco",250,500,500,250,0,0,0,0
1760,1042,"Jaspe",334,668,668,334,0,0,0,0
1761,1042,"Marino",334,668,668,334,0,0,0,0
1762,1042,"Negro",334,668,668,334,0,0,0,0
1763,1042,"Blanco",334,668,668,334,0,0,0,0
1764,1043,"Verde / Rojo / Blanco",502,1004,1004,502,0,0,0,0
1765,1044,"Blanco / Verde / Rojo",502,1004,1004,502,0,0,0,0
1766,1045,"Negro / Rojo",502,1004,1004,502,0,0,0,0
1767,1046,"Blanco / Rojo / Verde",502,1004,1004,502,0,0,0,0
1768,1047,"Rojo / Blanco / Verde",502,1004,1004,502,0,0,0,0
1769,1048,"Amarillo / Azul",502,1004,1004,502,0,0,0,0
1770,1049,"Amarillo / Verde / Azul",502,1004,1004,502,0,0,0,0
1771,1050,"Blanco / Rojo",502,1004,1004,502,0,0,0,0
1772,1051,"Azul / Amarillo",502,1004,1004,502,0,0,0,0
1773,1052,"Vino / Amarillo",502,1004,1004,502,0,0,0,0
1774,1053,"Blanco / Negro",502,1004,1004,502,0,0,0,0
1775,1054,"Verde / Rojo / Blanco",762,1524,1524,762,0,0,0,0
1776,1055,"Verde / Amarillo / Blanco",502,1004,1004,502,0,0,0,0
1777,1056,"Verde / Rojo / Blanco",880,1760,1760,880,0,0,0,0
1778,1057,"Amarillo / Verde / Blanco",170,340,340,170,0,0,0,0
1779,1058,"Blanco / Rojo",170,340,340,170,0,0,0,0
1780,1059,"Blanco / Negro",170,340,340,170,0,0,0,0
1781,1060,"Azul / Amarillo",170,340,340,170,0,0,0,0
1782,1061,"Rojo / Amarillo",170,340,340,170,0,0,0,0
1783,1063,"Marino",25,75,75,25,0,0,0,0
1784,1065,"Rey",15,35,35,15,0,0,0,0
1785,1066,"Rey",15,35,35,15,0,0,0,0
1786,1067,"Amarillo / Azul",250,500,500,250,0,0,0,0
1787,1068,"Mostaza / Caf‚",250,500,500,250,0,0,0,0
1788,1069,"Verde / Rojo",250,500,500,250,0,0,0,0
1789,1070,"Blanco / Verde / Rojo",250,500,500,250,0,0,0,0
1790,1071,"Blanco / Verde / Rojo",242,484,484,242,0,0,0,0
1791,1072,"Verde / Rojo",242,484,484,242,0,0,0,0
1792,1073,"Blanco",1360,2720,2720,1360,0,0,0,0
1793,1074,"Blanco",1360,2720,2720,1360,0,0,0,0
1794,1075,"Marino",1360,2720,2720,1360,0,0,0,0
1795,1076,"Negro",1360,2720,2720,1360,0,0,0,0
1796,1077,"Verde / Blanco / Rojo",318,636,636,318,0,0,0,0
1797,1078,"Negro / Rojo / Verde",318,636,636,318,0,0,0,0
1798,1079,"Blanco / Rojo / Verde",81,162,162,81,0,0,0,0
1799,1080,"Verde",200,400,400,200,0,0,0,0
1800,1079,"Verde / Rojo / Blanco",162,324,324,162,0,0,0,0
1801,1079,"Negro / Rojo / Verde",162,324,324,162,0,0,0,0
1802,1080,"Negro",200,400,400,200,0,0,0,0
1803,1080,"Blanco",200,400,400,200,0,0,0,0
1804,1082,"Amarillo / Azul",480,960,960,480,0,0,0,0
1805,1083,"Verde / Rojo",480,960,960,480,0,0,0,0
1806,1085,"Mostaza / Caf‚",480,960,960,480,0,0,0,0
1807,1086,"Blanco / Verde / Rojo",480,960,960,480,0,0,0,0
1808,1087,"Blanco / Verde / Rojo",480,960,960,480,0,0,0,0
1809,1089,"Verde / Rojo",480,960,960,480,0,0,0,0
1810,1090,"51708-Blanco",28,44,44,28,0,0,0,0
1811,1090,"51728-Blanco",54,79,79,54,0,0,0,0
1812,1090,"51728-Negro",55,105,105,55,0,0,0,0
1813,1090,"51731-Azul",53,78,78,53,0,0,0,0
1814,1090,"51732-Blanco",20,26,26,20,0,0,0,0
1815,1090,"51733-Amarillo",80,110,110,80,0,0,0,0
1816,1090,"51755-Verde",130,190,190,130,0,0,0,0
1817,1090,"51818-Rojo",65,100,100,65,0,0,0,0
1818,1090,"51920-Negro",20,80,80,20,0,0,0,0
1819,1091,"51704-Jaspe",28,38,38,28,0,0,0,0
1820,1091,"51712-Jaspe",15,21,21,15,0,0,0,0
1821,1091,"51713-Blanco",33,50,50,33,0,0,0,0
1822,1091,"51734-Amarillo",16,28,28,16,0,0,0,0
1823,1091,"51743-Verde",35,50,50,35,0,0,0,0
1824,1091,"51754-Negro",60,120,120,60,0,0,0,0
1825,1092,"54729-Verde",288,406,406,288,0,0,0,0
1826,1092,"54731-Azul",104,140,140,104,0,0,0,0
1827,1092,"54733-Amarillo",176,270,270,176,0,0,0,0
1829,1092,"54824-Rojo",21,34,34,21,0,0,0,0
1831,1093,"54730-Verde",130,130,130,130,0,0,0,0
1832,1093,"54735-Amarillo",67,77,77,67,0,0,0,0
1833,1094,"52815-Negro",80,125,125,80,0,0,0,0
1834,1094,"52815-Verde",24,24,24,24,0,0,0,0
1835,1094,"52810-Verde",16,32,32,16,0,0,0,0
1836,1094,"52696-Azul",8,16,16,8,0,0,0,0
1837,1095,"Verde / Blanco / Rojo",205,410,410,205,0,0,0,0
1838,1096,"Blanco / Rojo / Verde",205,410,410,205,0,0,0,0
1839,1097,"Verde / Rojo",205,410,410,205,0,0,0,0
1840,1098,"Negro / Blanco / Rojo",205,410,410,205,0,0,0,0
1841,1099,"Rojo / Blanco / Verde",205,410,410,205,0,0,0,0
1842,1100,"Rojo / Amarillo",250,500,500,250,0,0,0,0
1843,1101,"Blanco / Azul",250,500,500,250,0,0,0,0
1844,1102,"Negro / Amarillo / Rojo",250,500,500,250,0,0,0,0
1845,1103,"Rojo / Marino / Blanco",250,500,500,250,0,0,0,0
1846,1104,"Verde / Blanco / Rojo",500,1000,1000,500,0,0,0,0
1847,1105,"Amarillo / Verde / Azul",250,500,500,250,0,0,0,0
1848,1106,"Negro / Verde",625,1875,1875,625,0,0,0,0
1849,1107,"Verde / Blanco / Rojo",625,1875,1875,625,0,0,0,0
1850,1108,"Blanco / Verde",225,675,675,225,0,0,0,0
1851,1109,"Verde / Rojo",20000,0,0,0,0,0,0,0
1852,1110,"Verde / Rojo",20000,0,0,0,0,0,0,0
1853,1111,"Verde / Rojo",20000,0,0,0,0,0,0,0
1854,1112,"Verde / Rojo",20000,0,0,0,0,0,0,0
1855,1113,"Verde / Rojo",20000,0,0,0,0,0,0,0
1856,1114,"Negro / Verde",145,435,435,145,0,0,0,0
1857,1115,"Verde / Rojo",145,435,435,145,0,0,0,0
1858,1116,"Blanco / Rojo",145,435,435,145,0,0,0,0
1859,1117,"Negro / Dorado",145,435,435,145,0,0,0,0
1860,1118,"Blanco / Azul",200,400,400,200,0,0,0,0
1861,1119,"Blanco / Rojo",200,400,400,200,0,0,0,0
1862,1120,"Negro / Rojo",200,400,400,200,0,0,0,0
1863,1121,"Negro / Amarillo / Rojo",200,400,400,200,0,0,0,0
1864,1122,"Rojo / Marino / Blanco",200,400,400,200,0,0,0,0
1865,1123,"Verde / Blanco / Rojo",200,400,400,200,0,0,0,0
1866,1124,"Azul",200,400,400,200,0,0,0,0
1867,1125,"Rojo / Blanco",200,400,400,200,0,0,0,0
1868,1126,"Verde / Rojo / Blanco",200,400,400,200,0,0,0,0
1869,1127,"Amarillo / Verde / Azul",200,400,400,200,0,0,0,0
1870,1128,"Amarillo / Verde / Azul",200,400,400,200,0,0,0,0
1871,1129,"Vino / Amarillo",200,400,400,200,0,0,0,0
1872,1130,"Verde / Blanco / Rojo",500,1000,1000,500,0,0,0,0
1873,1131,"Blanco / Marino / Rojo",248,496,496,248,0,0,0,0
1874,1132,"Blanco / Rojo / Negro",248,496,496,248,0,0,0,0
1875,1133,"Azul / Blanco",248,496,496,248,0,0,0,0
1876,1134,"Amarillo / Vino",248,496,496,248,0,0,0,0
1877,1135,"Azul / Amarillo",248,496,496,248,0,0,0,0
1878,1136,"Negro / Verde / Rojo",840,1680,1680,840,0,0,0,0
1879,1137,"Verde / Rojo / Blanco",840,1680,1680,840,0,0,0,0
1880,1138,"Negro / Azul",500,1000,1000,500,0,0,0,0
1881,1139,"Verde / Rojo / Blanco",95,190,190,95,0,0,0,0
1882,1139,"Negro / Rojo / Blanco",95,190,190,95,0,0,0,0
1883,1140,"Verde / Rojo / Blanco",95,190,190,95,0,0,0,0
1884,1140,"Negro / Rojo / Blanco",95,190,190,95,0,0,0,0
1885,1141,"Azul / Oro",47,94,94,47,0,0,0,0
1886,1142,"Amarillo / Verde",85,170,170,85,0,0,0,0
1887,1144,"Jaspe",420,840,840,420,0,0,0,0
1891,1145,"Verde / Rojo / Bco",0,0,8000,0,0,0,0,0
1892,1146,"Verde / Rojo / Bco",0,0,10000,10000,0,0,0,0
1893,1147,"Verde / Rojo / Bco",0,300,750,450,0,0,0,0
1894,1147,"Negro / Rojo / Bco",0,300,750,450,0,0,0,0
1895,1148,"Verde / Rojo / Bco",0,45,270,135,0,0,0,0
1896,1148,"Negro / Rojo / Bco",0,45,270,135,0,0,0,0
1897,1149,"Verde / Rojo / Bco",0,25,150,75,0,0,0,0
1898,1149,"Negro / Rojo / Bco",0,25,150,75,0,0,0,0
1899,1150,"Verde / Rojo / Bco",150,150,600,100,0,0,0,0
1900,1150,"Negro / Verde / Rojo",150,150,600,100,0,0,0,0
1901,1150,"Blanco / Verde / Rojo",150,150,600,100,0,0,0,0
1902,1151,"Verde / Rojo / Bco",50,200,200,50,0,0,0,0
1903,1151,"Negro / Verde / Rojo",50,200,200,50,0,0,0,0
1904,1151,"Blanco / Verde / Rojo",50,200,200,50,0,0,0,0
1905,1152,"Negro / Verde / Rojo",20,80,80,20,0,0,0,0
1906,1153,"Verde / Rojo",5000,0,0,0,0,0,0,0
1907,1154,"Negro / Verde / Rojo /Bco",15000,0,0,0,0,0,0,0
1908,1156,"Verde / Rojo / Blanco",400,800,800,400,0,0,0,0
1909,1157,"Negro / Blanco / Rojo",400,800,800,400,0,0,0,0
1910,1158,"Negro / Verde / Rojo",0,1150,1150,1150,0,0,0,0
1911,1159,"Negro / Verde",0,1150,1150,1150,0,0,0,0
1912,1137,"Negro / Verde / Rojo",840,1680,1680,840,0,0,0,0
1913,1160,"Verde / Rojo",168,336,336,168,0,0,0,0
1914,1161,"Verde / Rojo",168,336,336,168,0,0,0,0
1915,1162,"Verde / Rojo",3000,0,0,0,0,0,0,0
1916,1163,"Verde / Rojo / Blanco",335,670,670,335,0,0,0,0
1917,1164,"Negro / Verde / Rojo",3200,0,0,0,0,0,0,0
1918,1165,"Negro / Verde / Rojo",434,868,868,434,0,0,0,0
1925,1172,"Hueso / Shedron",575,575,575,575,0,0,0,0
1926,1173,"Marino",440,440,440,440,0,0,0,0
1927,1173,"Cielo (Celeste)",215,215,215,215,0,0,0,0
1928,1173,"Amarillo",350,350,350,350,0,0,0,0
1929,1174,"Militar / Arena",630,630,630,630,0,0,0,0
1930,1174,"Rojo / Indigo",420,420,420,420,0,0,0,0
1931,1174,"Hueso / Plumbago",190,190,190,190,0,0,0,0
1932,1175,"Marino",530,530,530,530,0,0,0,0
1933,1175,"Gris Medio",310,310,310,310,0,0,0,0
1934,1175,"Caf‚",485,485,485,485,0,0,0,0
1935,1176,"Rojo / Marino",510,510,510,510,0,0,0,0
1936,1177,"Morado Claro",320,320,320,320,0,0,0,0
1937,1177,"Uva",320,320,320,320,0,0,0,0
1938,1177,"Plumbago",260,260,260,260,0,0,0,0
1939,1178,"Hueso / Turquesa",640,640,640,640,0,0,0,0
1940,1178,"Blanco / Rojo",470,470,470,470,0,0,0,0
1941,1179,"Fiusha",335,335,335,335,0,0,0,0
1942,1179,"Morado",325,325,325,325,0,0,0,0
1943,1179,"Rosa",310,310,310,310,0,0,0,0
1944,1179,"Marino",280,280,280,280,0,0,0,0
1945,1180,"Marino",1120,1120,1120,1120,0,0,0,0
1946,1181,"Rosa",1330,1330,1330,1330,0,0,0,0
1947,1180,"Cielo",1120,1120,1120,1120,0,0,0,0
1948,1180,"Perla",920,920,920,920,0,0,0,0
1952,1181,"Naranja",1105,1105,1105,1105,0,0,0,0
1953,1181,"Lila",520,520,520,520,0,0,0,0
1954,1181,"Amarillo",350,350,350,350,0,0,0,0
1956,1182,"Hueso / Caf‚",145,145,145,145,0,0,0,0
1958,1184,"Marino",200,200,200,200,0,0,0,0
1959,1185,"Rosa Pastel / Lila",225,225,225,225,0,0,0,0
1960,1185,"Rosa Pastel / Bugambilia",225,225,225,225,0,0,0,0
1962,1186,"Bugambilia",73,73,73,73,0,0,0,0
1963,1187,"Hueso / Rosa Pastel",164,164,164,164,0,0,0,0
1964,1188,"Melon",220,220,220,220,0,0,0,0
1965,1188,"Rosa",100,100,100,100,0,0,0,0
1966,1186,"Fiusha",75,75,75,75,0,0,0,0
1968,1189,"Negro / Rey / Blanco",335,670,670,335,0,0,0,0
1969,1190,"Negro / Blanco / Rey",670,1340,1340,670,0,0,0,0
1970,1191,"Marino / Gris",335,670,670,335,0,0,0,0
1971,1192,"Marino / Gris / Rojo",670,1340,1340,670,0,0,0,0
1972,1193,"Marino / Blanco / Rojo",335,670,670,335,0,0,0,0
1973,1194,"Marino / Blanco / Rojo",670,1340,1340,670,0,0,0,0
1974,1195,"Gris / Marino / Rojo",335,670,670,335,0,0,0,0
1975,1196,"Gris / Marino",670,1340,1340,670,0,0,0,0
1976,1197,"Papaya / Bellota",1210,1210,1210,0,0,0,0,0
1977,1198,"Aquatic / Marino",1210,1210,1210,0,0,0,0,0
1978,1199,"Azalea",1210,1210,1210,0,0,0,0,0
1979,1200,"Paleta / Aquatic",1210,1210,1210,0,0,0,0,0
1980,1180,"Verde Agua",186,186,186,186,0,0,0,0
1982,1184,"Cielo",90,90,90,90,0,0,0,0
1984,1184,"Rey",220,220,220,220,0,0,0,0
1985,1183,"Hueso",300,300,300,300,0,0,0,0
1986,1188,"Verde Agua",25,25,25,25,0,0,0,0
1987,1188,"Plumbago",200,200,200,200,0,0,0,0
1988,1201,"Marino",1210,1210,1210,0,0,0,0,0
1989,1202,"Rosa",1210,1210,1210,0,0,0,0,0
1990,1203,"Baya / Lupino",1210,1210,1210,0,0,0,0,0
1991,1204,"Paleta / Blanco",1210,1210,1210,0,0,0,0,0
1992,1205,"Lupino",1210,1210,1210,0,0,0,0,0
1993,1206,"Blanco / Paleta",1210,1210,1210,0,0,0,0,0
1994,1207,"Paleta / Blanco",1210,1210,1210,0,0,0,0,0
1995,1208,"Sangria / Jaspe",1210,1210,1210,0,0,0,0,0
1996,1209,"Bamboo / Cadete",1210,1210,1210,0,0,0,0,0
1997,1210,"Sangria / Jaspe",1210,1210,1210,0,0,0,0,0
1998,1211,"Blanco / Cadete",1210,1210,1210,0,0,0,0,0
1999,1212,"Sangria / Marino",1210,1210,1210,0,0,0,0,0
2000,1213,"Blanco / Banana",1210,1210,1210,0,0,0,0,0
2001,1214,"Blanco / Banana",1210,1210,1210,0,0,0,0,0
2002,1215,"Banana",1210,1210,1210,0,0,0,0,0
2003,1216,"Aquatic / Blanco",1210,1210,1210,0,0,0,0,0
2004,1217,"Aquatic",1210,1210,1210,0,0,0,0,0
2005,1218,"Aquatic / Cadete / Naranja",1210,1210,1210,0,0,0,0,0
2006,1219,"Aquatic / Jaspe",1210,1210,1210,0,0,0,0,0
2007,1220,"Sangria",1210,1210,1210,0,0,0,0,0
2008,1221,"Sangria / Marino",1210,1210,1210,0,0,0,0,0
2009,1221,,0,0,0,0,0,0,0,0
2010,1222,"Sirena / Blanco",1210,1210,1210,0,0,0,0,0
2011,1223,"Blanco / Sirena",1210,1210,1210,0,0,0,0,0
2012,1224,"Flamingo / Blanco",1210,1210,1210,0,0,0,0,0
2013,1225,"Flamingo / Blanco",1210,1210,1210,0,0,0,0,0
2014,1226,"Bamboo / Cadete",1210,1210,1210,0,0,0,0,0
2015,1227,"Bamboo / Cadete",1210,1210,1210,0,0,0,0,0
2016,1228,"Cosmos",1210,1210,1210,0,0,0,0,0
2017,1229,"Jaspe / Cosmos",1210,1210,1210,0,0,0,0,0
2018,1230,"Marino",170,340,340,170,0,0,0,0
2019,1230,"Negro",170,340,340,170,0,0,0,0
2020,1230,"Oxford",85,170,170,85,0,0,0,0
2021,1230,"Morado",85,170,170,85,0,0,0,0
2022,1231,"Marino",170,340,340,170,0,0,0,0
2023,1231,"Negro",170,340,340,170,0,0,0,0
