"IdOrdenesDet","IdOrdenes","Color","T1","T2","T3","T4","T5","T6","T7","T8"
1,2,"Rojo / Marino / Blanco",200,400,400,200,0,0,0,0
2,4,"Rojo / Marino",284,568,568,284,0,0,0,0
3,3,"Blanco",240,480,480,240,0,0,0,0
4,7,"Marino / Rojo / Blanco",200,400,400,200,0,0,0,0
5,8,"Rojo / Marino / Blanco",320,640,640,320,0,0,0,0
6,9,"Jaspe / Rojo",93,186,186,93,0,0,0,0
7,9,"Marino / Jaspe",93,186,186,93,0,0,0,0
8,10,"Marino",65,130,130,65,0,0,0,0
9,10,"Jaspe",65,130,130,65,0,0,0,0
10,11,"Marino",93,186,186,93,0,0,0,0
11,11,"Jaspe",93,186,186,93,0,0,0,0
12,12,"Marino / Jaspe",93,186,186,93,0,0,0,0
13,12,"Cobalto / Marino",93,186,186,93,0,0,0,0
14,13,"Negro",65,130,130,65,0,0,0,0
15,13,"Rey",65,130,130,65,0,0,0,0
16,14,"Negro",93,186,186,93,0,0,0,0
17,14,"Rey",93,186,186,93,0,0,0,0
18,15,"Negro / Blanco / Rojo",93,186,186,93,0,0,0,0
19,15,"Rey / Blanco / Negro",93,186,186,93,0,0,0,0
20,16,"Rey / Marino",93,186,186,93,0,0,0,0
21,16,"Negro / Blanco",93,186,186,93,0,0,0,0
22,17,"Blanco / Cielo",332,664,664,332,0,0,0,0
23,18,"Marino / Blanco",332,664,664,332,0,0,0,0
24,19,"Marino",332,664,664,332,0,0,0,0
25,20,"Marino / Blanco",332,664,664,332,0,0,0,0
26,21,"Blanco / Cielo",332,664,664,332,0,0,0,0
27,22,"Blanco / Cemento",332,664,664,332,0,0,0,0
28,23,"Cobalto / Blanco",332,664,664,332,0,0,0,0
29,24,"Cobalto / Blanco",332,664,664,332,0,0,0,0
30,25,"Blanco / Cobalto",332,664,664,332,0,0,0,0
31,26,"Cobalto / Blanco",332,664,664,332,0,0,0,0
32,27,"Marino / Blanco / Rojo",63,63,63,63,63,63,63,63
33,27,"Jaspe / Cielo / Rojo",63,63,63,63,63,63,63,63
34,28,"Marino / Blanco / Rojo",38,38,38,38,38,38,38,38
35,28,"Jaspe / Cielo / Rojo",38,38,38,38,38,38,38,38
36,29,"Marino / Naranja",38,38,38,38,38,38,38,38
37,29,"Acero / Marino",38,38,38,38,38,38,38,38
38,30,"Marino / Blanco",63,63,63,63,63,63,63,63
39,30,"Marino / Acero",63,63,63,63,63,63,63,63
40,31,"Blanco / Jaspe / Acero",50,50,50,50,50,50,50,50
41,31,"Jaspe / Naranja / Marino",50,50,50,50,50,50,50,50
42,32,"Marino / Naranja",38,38,38,38,38,38,38,38
43,32,"Marino / Acero",38,38,38,38,38,38,38,38
44,33,"Blanco / Marino",50,50,50,50,50,50,50,50
45,33,"Cielo / Rojo",50,50,50,50,50,50,50,50
46,35,"Oxford / Blanco / Rojo",160,320,320,160,0,0,0,0
47,36,"Marino / Oxford",284,568,568,284,0,0,0,0
48,37,"Oxford",200,400,400,200,0,0,0,0
49,38,"Marino / Oxford",332,664,664,332,0,0,0,0
50,39,"Blanco / Rojo",240,480,480,240,0,0,0,0
51,40,"Jaspe / Arena / Rojo",240,480,480,240,0,0,0,0
52,42,"Arena / Rojo",200,400,400,200,0,0,0,0
53,43,"Jaspe / Rojo",240,480,480,240,0,0,0,0
54,44,"Jaspe / Rojo",160,320,320,160,0,0,0,0
55,45,"Gris / Arena",240,480,480,240,0,0,0,0
56,46,"Jaspe / Rojo / Marino",200,400,400,200,0,0,0,0
57,47,"Verde Bosque / Arena",200,400,400,200,0,0,0,0
58,48,"Jaspe / Marino",200,400,400,200,0,0,0,0
59,49,"Arena / Verde Bosque",200,400,400,200,0,0,0,0
60,50,"Gris",160,320,320,160,0,0,0,0
61,51,"Marino / Rojo / Jaspe",140,280,280,140,0,0,0,0
62,52,"Gris",240,480,480,240,0,0,0,0
63,53,"Marino / Jaspe / Rojo",200,400,400,200,0,0,0,0
64,54,"Jaspe / Marino",360,720,720,360,0,0,0,0
65,55,"Gris / Marino",240,480,480,240,0,0,0,0
66,56,"Marino / Gris",200,400,400,200,0,0,0,0
67,57,"Marino / Gris",160,320,320,160,0,0,0,0
68,58,"Marino / Naranja",62,124,124,62,0,0,0,0
69,58,"Cobalto / Marino",62,124,124,62,0,0,0,0
70,59,"Marino / Naranja",92,190,190,92,0,0,0,0
71,59,"Cobalto / Marino",92,190,190,92,0,0,0,0
72,60,"Negro / Jaspe",62,124,124,62,0,0,0,0
73,60,"Jaspe / Negro",62,124,124,62,0,0,0,0
74,61,"Negro / Jaspe",95,190,190,95,0,0,0,0
75,61,"Jaspe / Negro",95,190,190,95,0,0,0,0
76,62,"Jaspe",71,142,142,71,0,0,0,0
77,62,"Marino",71,142,142,71,0,0,0,0
78,63,"Jaspe",98,196,196,98,0,0,0,0
79,63,"Marino",98,196,196,98,0,0,0,0
80,64,"Oxford / Jaspe",71,142,213,142,71,0,0,0
81,64,"Cobalto / Marino",71,142,142,71,0,0,0,0
82,65,"Marino / Rey / Blanco",79,158,158,79,0,0,0,0
83,65,"Negro / Rojo / Blanco",79,158,158,79,0,0,0,0
84,66,"Marino / Blanco",98,196,196,98,0,0,0,0
85,66,"Negro / Blanco",98,196,196,98,0,0,0,0
86,67,"Negro / Blanco",65,130,130,65,0,0,0,0
87,67,"Blanco / Cielo",65,130,130,65,0,0,0,0
88,68,"Negro / Blanco",65,130,130,65,0,0,0,0
89,68,"Cielo / Blanco",65,130,130,65,0,0,0,0
90,69,"Jaspe / Rosa",65,130,130,65,0,0,0,0
91,69,"Marino / Cielo",65,130,130,65,0,0,0,0
92,70,"Jaspe / Rosa",65,130,130,65,0,0,0,0
93,70,"Marino / Cielo",65,130,130,65,0,0,0,0
94,71,"Rosa / Cielo",65,130,130,65,0,0,0,0
95,71,"Marino / Rosa",65,130,130,65,0,0,0,0
96,72,"Marino / Rosa",65,130,130,65,0,0,0,0
97,72,"Marino / Cielo",65,130,130,65,0,0,0,0
98,73,"Marino / Rojo",60,120,120,120,120,60,0,0
99,73,"Blanco / Rosa",60,120,120,120,120,60,0,0
100,74,"Blanco / Rosa / Cielo",60,120,120,120,120,60,0,0
101,74,"Marino / Rojo / Hueso",60,120,120,120,120,60,0,0
102,75,"Cieo",60,120,120,120,120,60,0,0
103,75,"Rosa",60,120,120,120,120,60,0,0
104,76,"Cielo",60,120,120,120,120,60,0,0
105,76,"Rosa",60,120,120,120,120,60,0,0
106,77,"Marino",60,120,120,120,120,60,0,0
107,77,"Jaspe",60,120,120,120,120,60,0,0
108,78,"Marino / Cielo",60,120,120,120,120,60,0,0
109,78,"Jaspe / Rosa",60,120,120,120,120,60,0,0
110,79,"Jaspe / Marino",60,120,120,120,120,60,0,0
111,79,"Marino / Hueso",60,120,120,120,120,60,0,0
112,80,"Jaspe",60,120,120,120,120,60,0,0
113,80,"Marino",60,120,120,120,120,60,0,0
114,81,"Rey / Marino / Rojo",60,120,120,120,120,60,0,0
115,81,"Marino / Hueso / Rojo",60,120,120,120,120,60,0,0
116,82,"Jaspe / Marino",0,60,120,120,120,120,60,0
117,82,"Marino / Rojo",0,60,120,120,120,120,60,0
118,83,"Jaspe / Marino",0,60,120,120,120,120,60,0
119,83,"Marino / Rojo",0,60,120,120,120,120,60,0
120,84,"Marino / Blanco",0,60,120,120,120,120,60,0
121,84,"Rojo / Blanco",0,60,120,120,120,120,60,0
122,85,"Marino / Verde",0,60,120,120,120,120,60,0
123,85,"Rojo / Hueso",0,60,120,120,120,120,60,0
124,86,"Marino / Verde",0,60,120,120,120,120,60,0
125,86,"Rojo / Hueso",0,60,120,120,120,120,60,0
126,87,"Jaspe / Marino",0,60,120,120,120,120,60,0
127,87,"Acero / Hueso",0,60,120,120,120,120,60,0
128,88,"Jaspe / Marino",0,60,120,120,120,120,60,0
129,88,"Acero / Hueso",0,60,120,120,120,120,60,0
130,89,"Rojo / Marino / Hueso",0,60,120,120,120,120,60,0
131,89,"Marino / Acero / Hueso",0,60,120,120,120,120,60,0
132,90,"Rojo / Negro / Hueso",30,60,60,30,0,0,0,0
133,90,"Marino / Cielo / Hueso",30,60,60,30,0,0,0,0
134,92,"Marino/ Hueso / Verde",30,60,60,30,0,0,0,0
135,92,"Hueso / Rey / Negro",30,60,60,30,0,0,0,0
136,93,"Negro / Hueso",30,60,60,30,0,0,0,0
137,93,"Marino / Hueso",30,60,60,30,0,0,0,0
138,94,"Cielo / Hueso / Naranja",30,60,60,30,0,0,0,0
139,94,"Marino / Hueso / Vino",30,60,60,30,0,0,0,0
140,95,"Hueso / Cielo / Chocolate",30,60,60,30,0,0,0,0
141,95,"Negro / Hueso / Vino",30,60,60,30,0,0,0,0
142,96,"Marino",30,60,60,30,0,0,0,0
143,96,"Negro",30,60,60,30,0,0,0,0
144,97,"Azul Eclipse",292,584,584,292,0,0,0,0
145,97,"Bruma Marina",292,584,584,292,0,0,0,0
146,98,"Azul Eclipse",210,420,420,210,0,0,0,0
147,98,"Azul Balada",210,420,420,210,0,0,0,0
148,99,"Blanco",250,500,500,250,0,0,0,0
149,99,"Azul Holandes",250,500,500,250,0,0,0,0
150,100,"Gris Excalibur / Blanco",168,336,336,168,0,0,0,0
151,100,"Azul Eclipse / Azul Balada",168,336,336,168,0,0,0,0
152,101,"Rojo / Marino",34,68,68,34,0,0,0,0
153,101,"Acero / Jaspe",34,68,68,34,0,0,0,0
154,101,"Marino / Rojo",34,68,68,34,0,0,0,0
155,102,"Jaspe / Marino",34,68,68,34,0,0,0,0
156,102,"Naranja / Negro",34,68,68,34,0,0,0,0
157,102,"Negro / Naranja",34,68,68,34,0,0,0,0
158,103,"Rojo / Blanco",34,68,68,34,0,0,0,0
159,103,"Acero / Marino",34,68,68,34,0,0,0,0
160,103,"Marino / Acero",34,68,68,34,0,0,0,0
161,104,"Negro / Militar / Blanco",34,68,68,34,0,0,0,0
162,104,"Militar / Arena / Negro",34,68,68,34,0,0,0,0
163,104,"Jaspe / Marino / Rojo",34,68,68,34,0,0,0,0
164,105,"Marino / Arena / Naranja",34,68,68,34,0,0,0,0
165,105,"Arena / Militar / Naranja",34,68,68,34,0,0,0,0
166,105,"Naranja / Marino / Arena",34,68,68,34,0,0,0,0
167,106,"Marino / Arena / Naranja",34,68,68,34,0,0,0,0
168,106,"Negro / Jaspe / Rojo",34,68,68,34,0,0,0,0
169,106,"Jaspe / Acero / Marino",34,68,68,34,0,0,0,0
170,107,"Negro / Naranja",40,80,80,40,0,0,0,0
171,107,"Jaspe / Marino",40,80,80,40,0,0,0,0
172,107,"Acero / Negro",40,80,80,40,0,0,0,0
173,108,"Marino / Rojo",40,80,80,40,0,0,0,0
174,108,"Jaspe / Acero",40,80,80,40,0,0,0,0
175,108,"Rojo / Marino",40,80,80,40,0,0,0,0
176,109,"Acero / Rojo",40,80,80,40,0,0,0,0
177,109,"Marino / Rojo",40,80,80,40,0,0,0,0
178,109,"Jaspe / Marino",40,80,80,40,0,0,0,0
179,111,"Blanco / Marino",210,420,420,210,0,0,0,0
180,111,"Blanco / Jaspe",210,420,420,210,0,0,0,0
181,112,"Marino / Naranja",120,240,240,120,0,0,0,0
182,112,"Jaspe / Naranja",120,240,240,120,0,0,0,0
183,113,"Marino / Naranja",120,240,240,120,0,0,0,0
184,113,"Jaspe / Naranja",120,240,240,120,0,0,0,0
185,114,"Marino / Naranja",25,50,50,25,0,0,0,0
186,114,"Jaspe / Naranja",25,50,50,25,0,0,0,0
187,115,"Negro / Blanco / Amarillo",120,240,240,120,0,0,0,0
188,115,"Jaspe / Marino / Rojo",120,240,240,120,0,0,0,0
189,116,"Blanco / Amarillo",132,264,264,132,0,0,0,0
190,116,"Rojo / Marino",132,264,264,132,0,0,0,0
191,117,"Negro / Amarillo / Blanco",120,240,240,120,0,0,0,0
192,117,"Jaspe / Marino / Rojo",120,240,240,120,0,0,0,0
193,118,"Negro / Blanco",12,24,24,12,0,0,0,0
194,118,"Rojo / Blanco",12,24,24,12,0,0,0,0
195,119,"Gris Castor / Marino",280,560,560,280,0,0,0,0
196,119,"Marino / Acero",280,560,560,280,0,0,0,0
197,120,"Gris Castor / Marino",320,640,640,320,0,0,0,0
198,120,"Acero / Marino",320,640,640,320,0,0,0,0
199,121,"Marino / Gris Castor",280,560,560,280,0,0,0,0
200,121,"Acero / Marino",280,560,560,280,0,0,0,0
201,122,"Gris Castor / Marino",40,80,80,40,0,0,0,0
202,122,"Acero / Marino",40,80,80,40,0,0,0,0
203,123,"Marino",100,200,200,100,0,0,0,0
204,123,"Rojo",100,200,200,100,0,0,0,0
205,123,"Oxford",100,200,200,100,0,0,0,0
206,124,"Azul",59,59,59,59,0,0,0,0
207,124,"Jaspe",70,70,70,70,0,0,0,0
208,124,"Oxford",75,75,75,75,0,0,0,0
209,124,"Marino",75,75,75,75,0,0,0,0
210,124,"Negro",75,75,75,75,0,0,0,0
211,125,"Azul",53,53,53,53,0,0,0,0
212,125,"Jaspe",65,65,65,65,0,0,0,0
213,125,"Oxford",68,68,68,68,0,0,0,0
214,125,"Marino",70,70,70,70,0,0,0,0
215,126,"Azul",140,140,140,140,0,0,0,0
216,126,"Jaspe",162,162,162,162,0,0,0,0
217,126,"Oxford",170,170,170,170,0,0,0,0
218,126,"Marino",165,165,165,165,0,0,0,0
219,127,"Azul",40,40,40,40,0,0,0,0
220,127,"Jaspe",45,45,45,45,0,0,0,0
221,127,"Oxford",45,45,45,45,0,0,0,0
222,127,"Marino",45,45,45,45,0,0,0,0
223,128,"Azul",155,155,155,120,0,0,0,0
224,128,"Jaspe",180,180,180,130,0,0,0,0
225,128,"Oxford",180,180,180,130,0,0,0,0
226,128,"Marino",180,180,180,130,0,0,0,0
227,128,"Negro",180,180,180,130,0,0,0,0
228,129,"Marino",20,20,20,20,30,30,30,0
229,129,"Jaspe",20,20,20,20,30,30,30,0
230,129,"Oxford",20,20,20,20,30,30,30,0
231,129,"Azul",20,20,20,20,30,30,30,0
232,130,"Marino",20,20,20,20,35,35,35,0
233,130,"Jaspe",20,20,20,20,35,35,35,0
234,130,"Oxford",20,20,20,20,35,35,35,0
235,130,"Azul",20,20,20,20,35,35,35,0
236,131,"Marino",30,30,30,30,55,55,55,0
237,131,"Jaspe",30,30,30,30,55,55,55,0
238,131,"Oxford",30,30,30,30,55,55,55,0
239,131,"Azul",25,25,25,25,50,50,50,0
240,132,"Marino",15,15,15,15,25,25,25,0
241,132,"Jaspe",15,15,15,15,25,25,25,0
242,132,"Oxford",15,15,15,15,25,25,25,0
243,132,"Azul",15,15,15,15,25,25,25,0
244,132,"Blanco",15,15,15,15,25,25,25,0
245,133,"Marino",25,25,25,25,50,50,50,0
246,133,"Jaspe",25,25,25,25,50,50,50,0
247,133,"Oxford",25,25,25,25,50,50,50,0
248,133,"Azul",25,25,25,25,50,50,50,0
249,133,"Blanco",25,25,25,25,50,50,50,0
250,134,"Azul de china",120,240,240,120,0,0,0,0
251,134,"Gris de piedra",120,240,240,120,0,0,0,0
252,135,"Arabe",160,320,320,160,0,0,0,0
253,135,"Blanco Ostra",160,320,320,160,0,0,0,0
254,136,"Marino / Jaspe / Rosa",300,600,600,300,0,0,0,0
255,136,"Jaspe / Marino / Rosa",300,600,600,300,0,0,0,0
256,137,"Rosa / Marino",309,618,618,309,0,0,0,0
257,137,"Marino / Rosa",309,618,618,309,0,0,0,0
258,138,"Marino",309,618,618,309,0,0,0,0
259,138,"Jaspe",309,618,618,309,0,0,0,0
260,139,"Marino / Jaspe / Rosa",350,700,700,350,0,0,0,0
261,139,"Jaspe / Marino / Rosa",350,700,700,350,0,0,0,0
262,140,"Marino / Jaspe / Rosa",279,558,558,279,0,0,0,0
263,140,"Jaspe / Marino / Rosa",279,558,558,279,0,0,0,0
264,141,"Cielo / Cobalto",112,224,224,112,0,0,0,0
265,142,"Cobalto / Cielo",112,224,224,112,0,0,0,0
266,143,"Cobalto / Cielo / Naranja O",112,224,224,112,0,0,0,0
267,144,"Cobalto / Cielo / Naranja O",112,224,224,112,0,0,0,0
268,145,"Naranja Obs / Marino",112,224,224,112,0,0,0,0
269,146,"Marino / Naranja Obs.",112,224,224,112,0,0,0,0
270,147,"Marino / Naranja Obs.",112,224,224,112,0,0,0,0
271,148,"Naranja Obs/ Marino",112,224,224,112,0,0,0,0
272,149,"Turqueza / Naranja / Blanco",67,134,134,67,0,0,0,0
273,149,"Marino / Acero / Blanco",67,134,134,67,0,0,0,0
274,150,"Naranja / Blanco",67,134,134,67,0,0,0,0
275,150,"Acero / Blanco",67,134,134,67,0,0,0,0
276,151,"Blanco / Naranja",67,134,134,67,0,0,0,0
277,151,"Blanco / Acero",67,134,134,67,0,0,0,0
278,152,"Hueso / Naranja / Turqueza",67,134,134,67,0,0,0,0
279,152,"Naranja / Hueso / Turqueza",67,134,134,67,0,0,0,0
280,153,"Naranja / Turqueza",67,134,134,67,0,0,0,0
281,153,"Turqueza / Hueso",67,134,134,67,0,0,0,0
282,154,"Naranja / Turqueza",67,134,134,67,0,0,0,0
283,154,"Turqueza / Hueso",67,134,134,67,0,0,0,0
284,155,"Hueso / Naranja / Turqueza",67,134,134,67,0,0,0,0
285,155,"Naranja / Turqueza / Hueso",67,134,134,67,0,0,0,0
286,156,"Acero / Marino / Blanco",112,224,224,112,0,0,0,0
287,157,"Blanco / Acero",112,224,224,112,0,0,0,0
288,158,"Acero / Marino / Blanco",112,224,224,112,0,0,0,0
289,159,"Acero / Blanco / Marino",112,224,224,112,0,0,0,0
290,160,"Blanco / Negro",112,224,224,112,0,0,0,0
291,161,"Oro / Negro",112,224,224,112,0,0,0,0
292,162,"Negro / Oro",112,224,224,112,0,0,0,0
293,163,"Negro / Oro",112,224,224,112,0,0,0,0
294,164,"Blanco / Marino",67,134,134,67,0,0,0,0
295,164,"Rosa / Fiusha",67,134,134,67,0,0,0,0
296,165,"Marino / Blanco",67,134,134,67,0,0,0,0
297,165,"Fiusha / Rosa",67,134,134,67,0,0,0,0
298,166,"Marino / Blanco",67,134,134,67,0,0,0,0
299,166,"Fiusha / Rosa",67,134,134,67,0,0,0,0
300,167,"Turqueza / Marino",67,134,134,67,0,0,0,0
301,167,"Blanco / Fiusha",67,134,134,67,0,0,0,0
302,168,"Naranja / Jaspe",67,134,134,67,0,0,0,0
303,168,"Marino / Verde",67,134,134,67,0,0,0,0
304,169,"Naranja / Jaspe",67,134,134,67,0,0,0,0
305,169,"Marino / Verde",67,134,134,67,0,0,0,0
306,170,"Jaspe / Naranja",67,134,134,67,0,0,0,0
307,170,"Verde / Marino",67,134,134,67,0,0,0,0
308,171,"Naranja / Jaspe",67,134,134,67,0,0,0,0
309,171,"Marino / Verde",67,134,134,67,0,0,0,0
310,172,"Turqueza",67,134,134,67,0,0,0,0
311,172,"Mario",67,134,134,67,0,0,0,0
312,173,"Turqueza",67,134,134,67,0,0,0,0
313,173,"Rojo",67,134,134,67,0,0,0,0
314,174,"Hueso / Marino",67,134,134,67,0,0,0,0
315,174,"Rojo / Marino",67,134,134,67,0,0,0,0
316,175,"Acero / Cielo",67,134,134,67,0,0,0,0
317,175,"Marino / Rojo",67,134,134,67,0,0,0,0
318,176,"Cielo",67,134,134,67,0,0,0,0
319,176,"Rey",67,134,134,67,0,0,0,0
320,177,"Cielo / Marino",67,134,134,67,0,0,0,0
321,177,"Rey / Rojo",67,134,134,67,0,0,0,0
322,178,"Cielo / Negro / Blanco",112,224,224,112,0,0,0,0
323,179,"Cielo / Negro / Blanco",112,224,224,112,0,0,0,0
324,180,"Negro / Cielo",112,224,224,112,0,0,0,0
325,181,"Cielo / Negro",112,224,224,112,0,0,0,0
326,182,"Blanco / Negro / Cielo",112,224,224,112,0,0,0,0
327,183,"Rojo / Marino / Blanco",112,224,224,112,0,0,0,0
328,184,"Rojo / Marino / Blanco",112,224,224,112,0,0,0,0
329,185,"Marino / Blanco",112,224,224,112,0,0,0,0
330,186,"Marino / Rojo / Blanco",112,224,224,112,0,0,0,0
331,187,"Blanco / Cobato / Naranja",151,302,302,151,0,0,0,0
332,188,"Cobalto / Blanco / Naranja",272,544,544,272,0,0,0,0
333,189,"Cobalto / Blanco / Naranja",325,650,650,325,0,0,0,0
334,190,"Marino / Verde",148,296,296,148,0,0,0,0
335,191,"Marino / Verde",272,544,544,272,0,0,0,0
336,192,"Marino / Verde",325,650,650,325,0,0,0,0
337,193,"Rojo / Marino / Blanco",268,536,536,268,0,0,0,0
338,194,"Marino / Rojo / Blanco",160,320,320,160,0,0,0,0
339,195,"Marino / Blanco / Rojo",325,650,650,325,0,0,0,0
340,196,"Marino / Verde",271,542,542,271,0,0,0,0
341,196,"Jaspe / Rojo",271,542,542,271,0,0,0,0
342,197,"Marino / Verde / Blanco",310,620,620,310,0,0,0,0
343,197,"Jaspe / Rojo / Blanco",310,620,620,310,0,0,0,0
344,198,"Marino / Verde",310,620,620,310,0,0,0,0
345,198,"Jaspe / Rojo",310,620,620,310,0,0,0,0
346,199,"Marino / Verde",310,620,620,310,0,0,0,0
347,199,"Jaspe / Rojo",310,620,620,310,0,0,0,0
348,200,"Blanco / Verde",350,700,700,350,0,0,0,0
349,200,"Jaspe / Rojo",350,700,700,350,0,0,0,0
350,201,"Jaspe / Marino",350,700,700,350,0,0,0,0
351,201,"Rojo / Jaspe",350,700,700,350,0,0,0,0
352,202,"Marino",350,700,700,350,0,0,0,0
353,202,"Mostaza",350,700,700,350,0,0,0,0
354,203,"Mostaza / Militar",350,700,700,350,0,0,0,0
355,203,"Marino / Turquesa",350,700,700,350,0,0,0,0
356,204,"Rojo / Negro",75,150,150,75,0,0,0,0
357,204,"Acero / Marino",75,150,150,75,0,0,0,0
358,205,"Jaspe / Rojo",98,196,196,98,0,0,0,0
359,205,"Marino / Acero",98,196,196,98,0,0,0,0
360,206,"Rojo / Jaspe",23,46,46,23,0,0,0,0
361,206,"Acero / Marino",23,46,46,23,0,0,0,0
362,207,"Naranja / Marino",75,150,150,75,0,0,0,0
363,207,"Marino / Jaspe",75,150,150,75,0,0,0,0
364,208,"Marino / Naraja",23,46,46,23,0,0,0,0
365,208,"Jaspe / Marino",23,46,46,23,0,0,0,0
366,209,"Marino / Verde",54,108,108,54,0,0,0,0
367,209,"Rojo / Marino",54,108,108,54,0,0,0,0
368,210,"Marino / Verde",96,192,192,96,0,0,0,0
369,210,"Rojo / Marino",96,192,192,96,0,0,0,0
370,211,"Marino / Verde",98,196,196,98,0,0,0,0
371,211,"Rojo / Marino",98,196,196,98,0,0,0,0
372,212,"Marino / Acero / Amarillo",73,146,146,73,0,0,0,0
373,212,"Jaspe / Marino / Naranja",73,146,146,73,0,0,0,0
374,213,"Acero / Marino / Amarillo",44,88,88,44,0,0,0,0
375,213,"Marino / Jaspe / Naranja",44,88,88,44,0,0,0,0
377,214,"Rojo",396,792,792,396,0,0,0,0
378,214,"Jaspe",396,792,792,396,0,0,0,0
379,215,"Amarillo",198,594,594,198,0,0,0,0
380,215,"Naranja",198,594,594,198,0,0,0,0
381,215,"Militar",198,594,594,198,0,0,0,0
382,216,"Gris Perla / Marino",198,594,594,198,0,0,0,0
383,216,"Blanco / Turquesa",198,594,594,198,0,0,0,0
384,216,"Rey / Naranja",198,594,594,198,0,0,0,0
385,217,"Oxford / Jaspe / Rojo",46,92,92,46,0,0,0,0
386,217,"Plumbago / Rojo / Marino",46,92,92,46,0,0,0,0
387,217,"Marino / Blanco / Verde",46,92,92,46,0,0,0,0
388,218,"Marino / Plumbago / Rojo",46,92,92,46,0,0,0,0
389,218,"Peltre / Amarillo / Blanco",46,92,92,46,0,0,0,0
390,218,"Jaspe / Peltre / Marino",46,92,92,46,0,0,0,0
391,219,"Marino / Cielo",46,92,92,46,0,0,0,0
392,219,"Rojo / Marino",46,92,92,46,0,0,0,0
393,219,"Plumbago / Arena",46,92,92,46,0,0,0,0
394,220,"Marino / Verde / Blanco",46,92,92,46,0,0,0,0
395,220,"Rojo / Plumbago / Marino",46,92,92,46,0,0,0,0
396,220,"Oxford / Arena / Jaspe",46,92,92,46,0,0,0,0
397,221,"Blanco / Cielo / Rojo",51,102,102,51,0,0,0,0
398,221,"Plumbago / Marino / Cielo",51,102,102,51,0,0,0,0
399,221,"Arena / Plumbago / Marino",51,102,102,51,0,0,0,0
400,222,"Plumbago / Marino",53,106,106,53,0,0,0,0
401,222,"Peltre / Amarillo",53,106,106,53,0,0,0,0
402,222,"Jaspe / Peltre",53,106,106,53,0,0,0,0
403,223,"Jaspe / Rojo",51,102,102,51,0,0,0,0
404,223,"Plumbago / Blanco",51,102,102,51,0,0,0,0
405,223,"Marino / Verde",51,102,102,51,0,0,0,0
406,224,"Blanco / Verde",54,108,108,54,0,0,0,0
407,224,"Plumbago / Rojo",54,108,108,54,0,0,0,0
408,224,"Arena / Oxford",54,108,108,54,0,0,0,0
409,225,"Marino / Blanco",160,480,480,160,0,0,0,0
410,225,"Acero / Blanco",160,480,480,160,0,0,0,0
411,226,"Marino / Blanco",160,480,480,160,0,0,0,0
412,226,"Acero  / Blanco",160,480,480,160,0,0,0,0
413,227,"Marino / Blanco",218,654,654,218,0,0,0,0
414,227,"Acero / Blanco",218,654,654,218,0,0,0,0
415,228,"Marino / Blanco",218,654,654,218,0,0,0,0
416,228,"Acero / Blanco",218,654,654,218,0,0,0,0
417,229,"Marino / Blanco",169,507,507,169,0,0,0,0
418,229,"Acero / Blanco",169,507,507,169,0,0,0,0
419,230,"Marino / Blanco",218,654,654,218,0,0,0,0
420,230,"Acero / Blanco",218,654,654,218,0,0,0,0
421,231,"Jaspe",152,456,456,152,0,0,0,0
422,231,"Marino",152,456,456,152,0,0,0,0
423,232,"Naranja",279,837,837,279,0,0,0,0
424,232,"Jaspe",279,837,837,279,0,0,0,0
425,233,"Jaspe / Naranja",279,837,837,279,0,0,0,0
426,233,"Marino / Jaspe",279,837,837,279,0,0,0,0
427,234,"Jaspe / Naranja",279,837,837,279,0,0,0,0
428,234,"Marino / Jaspe",279,837,837,279,0,0,0,0
429,235,"Jaspe / Naranja",152,456,456,152,0,0,0,0
430,235,"Marino / Jaspe",152,456,456,152,0,0,0,0
431,236,"Jaspe / Verde",279,837,837,279,0,0,0,0
432,236,"Vino / Marino",279,837,837,279,0,0,0,0
433,237,"Jaspe / Verde",152,456,456,152,0,0,0,0
434,237,"Vino / Marino",152,456,456,152,0,0,0,0
435,238,"Blanco / Verde",279,837,837,279,0,0,0,0
436,238,"Marino / Vino",279,837,837,279,0,0,0,0
437,239,"Blanco / Verde",152,456,456,152,0,0,0,0
438,239,"Vino / Marino",152,456,456,152,0,0,0,0
439,240,"Blanco / Verde",279,837,837,279,0,0,0,0
440,240,"Marino / Vino",279,837,837,279,0,0,0,0
441,241,"Naranja / Jaspe",254,762,762,254,0,0,0,0
442,241,"Jaspe / Marino",254,762,762,254,0,0,0,0
443,242,"Marino / Rojo",53,159,159,53,0,0,0,0
444,242,"Acero / Marino",53,159,159,53,0,0,0,0
445,243,"Marino / Rojo",53,159,159,53,0,0,0,0
446,243,"Acero / Marino",53,159,159,53,0,0,0,0
447,244,"Marino / Rojo",53,159,159,53,0,0,0,0
448,244,"Acero / Marino",53,159,159,53,0,0,0,0
449,245,"Negro / Naranja",53,159,159,53,0,0,0,0
450,245,"Jaspe / Rojo",53,159,159,53,0,0,0,0
451,246,"Naranja / Negro",53,159,159,53,0,0,0,0
452,246,"Rojo / Jaspe",53,159,159,53,0,0,0,0
453,247,"Negro / Blanco",53,159,159,53,0,0,0,0
454,247,"Jaspe / Rojo",53,159,159,53,0,0,0,0
455,248,"Blanco / Olivo",181,362,362,181,0,0,0,0
456,248,"Jaspe / Naranja",181,362,362,181,0,0,0,0
457,249,"Blanco / Olivo",181,362,362,181,0,0,0,0
