"IdUsuAccesos","IdUsuarios","IdAccesos","Activado"
3051,88,13,0
3052,88,14,0
3053,88,15,0
3054,88,16,0
3055,88,17,0
3056,88,18,0
3057,88,19,0
3058,88,20,0
3059,88,21,0
3060,88,22,0
3061,88,23,0
3062,88,24,0
3063,88,25,0
3064,88,26,0
3065,88,27,0
3066,88,28,0
3067,88,29,0
3068,88,30,0
3069,88,31,0
3070,88,32,0
3071,88,33,0
3072,88,34,0
3073,88,35,0
3074,88,36,0
3075,88,37,0
3076,89,1,0
3077,89,2,0
3078,89,3,0
3079,89,4,0
3080,89,5,0
3081,89,6,0
3082,89,7,0
3083,89,8,0
3084,89,9,0
3085,89,10,0
3086,89,11,0
3087,89,12,0
3088,89,13,0
3089,89,14,0
3090,89,15,0
3091,89,16,0
3092,89,17,0
3093,89,18,0
3094,89,19,0
3095,89,20,0
3096,89,21,0
3097,89,22,0
3098,89,23,0
3099,89,24,0
3100,89,25,0
3101,89,26,0
3102,89,27,0
3103,89,28,0
3104,89,29,0
3105,89,30,0
3106,89,31,0
3107,89,32,0
3108,89,33,0
3109,89,34,0
3110,89,35,0
3111,89,36,0
3112,89,37,0
3113,90,1,0
3114,90,2,1
3115,90,3,0
3116,90,4,0
3117,90,5,0
3118,90,6,0
3119,90,7,0
3120,90,8,1
3121,90,9,0
3122,90,10,0
3123,90,11,0
3124,90,12,0
3125,90,13,0
3126,90,14,0
3127,90,15,0
3128,90,16,0
3129,90,17,0
3130,90,18,0
3131,90,19,0
3132,90,20,0
3133,90,21,0
3134,90,22,0
3135,90,23,0
3136,90,24,0
3137,90,25,0
3138,90,26,0
3139,90,27,0
3140,90,28,0
3141,90,29,0
3142,90,30,0
3143,90,31,0
3144,90,32,0
3145,90,33,0
3146,90,34,0
3147,90,35,0
3148,90,36,0
3149,90,37,0
3150,91,1,0
3151,91,2,0
3152,91,3,0
3153,91,4,0
3154,91,5,0
3155,91,6,0
3156,91,7,0
3157,91,8,0
3158,91,9,0
3159,91,10,0
3160,91,11,0
3161,91,12,0
3162,91,13,0
3163,91,14,0
3164,91,15,0
3165,91,16,0
3166,91,17,0
3167,91,18,0
3168,91,19,0
3169,91,20,0
3170,91,21,0
3171,91,22,0
3172,91,23,0
3173,91,24,0
3174,91,25,0
3175,91,26,0
3176,91,27,0
3177,91,28,0
3178,91,29,0
3179,91,30,0
3180,91,31,0
3181,91,32,0
