"IdSalidas","IdOrdenes","IdTela","Fecha","Referencia"
305,132,33,10/11/2005 00:00:00,
306,128,33,16/11/2005 00:00:00,
307,119,29,16/11/2005 00:00:00,
308,0,6,21/11/2005 00:00:00,"CSJ07"
309,0,23,21/11/2005 00:00:00,"CSJ07"
310,0,1,21/11/2005 00:00:00,"CSJ07"
311,0,22,21/11/2005 00:00:00,"CSJ07"
312,0,3,21/11/2005 00:00:00,"CSJ07"
313,0,3,21/11/2005 00:00:00,"CSJ07"
314,0,2,21/11/2005 00:00:00,"CSJ07"
315,0,4,21/11/2005 00:00:00,"CSJ07"
316,0,18,21/11/2005 00:00:00,"CSJ07"
317,0,13,21/11/2005 00:00:00,"CSJ07"
318,124,33,08/11/2005 00:00:00,
319,125,33,23/11/2005 00:00:00,
320,127,33,23/11/2005 00:00:00,
321,129,33,23/11/2005 00:00:00,
322,130,33,23/11/2005 00:00:00,
323,0,10,28/11/2005 00:00:00,"CSJ08"
324,0,12,28/11/2005 00:00:00,"CSJ08"
325,0,13,28/11/2005 00:00:00,"CSJ08"
326,0,14,28/11/2005 00:00:00,"CSJ08"
327,0,3,28/11/2005 00:00:00,"CSJ08"
328,0,2,28/11/2005 00:00:00,"CSJ08"
329,0,2,01/12/2005 00:00:00,"CSJ09"
330,0,16,01/12/2005 00:00:00,"CSJ09"
331,0,6,21/11/2005 00:00:00,"CSJ07"
332,0,23,21/11/2005 00:00:00,"CSJ07"
333,0,1,21/11/2005 00:00:00,"CSJ07"
334,0,22,21/11/2005 00:00:00,"CSJ07"
335,0,3,21/11/2005 00:00:00,"CSJ07"
336,0,2,21/11/2005 00:00:00,"CSJ07"
337,0,4,21/11/2005 00:00:00,"CSJ07"
338,0,18,21/11/2005 00:00:00,"CSJ07"
339,0,13,21/11/2005 00:00:00,"CSJ07"
340,0,13,28/11/2005 00:00:00,"CSJ08"
341,0,3,28/11/2005 00:00:00,"CSJ08"
342,0,2,28/11/2005 00:00:00,"CSJ08"
343,126,33,21/11/2005 00:00:00,
344,131,33,21/11/2005 00:00:00,
345,133,33,21/11/2005 00:00:00,
346,137,10,30/11/2005 00:00:00,
347,138,10,29/11/2005 00:00:00,
348,0,3,02/12/2005 00:00:00,"ALAM03"
