"IdSalidasDet","IdSalidas","IdTelasColAlm","TelaSal1","TelaSal2"
2202,1204,1345,1230.63,61.68
2203,1205,1323,0.00,54.92
2204,1206,4202,594.11,0.00
2205,1206,4868,86.13,0.00
2206,1206,4118,11.90,0.00
2207,1206,5108,590.70,0.00
2208,1206,4090,88.93,0.00
2209,1206,4884,12.50,0.00
2210,1207,4900,534.72,0.00
2211,1207,4964,29.81,0.00
2212,1207,4948,555.72,0.00
2213,1207,4932,42.74,0.00
2214,1207,4916,28.40,0.00
2215,1208,4202,918.17,0.00
2216,1208,4868,22.58,0.00
2217,1208,4118,8.82,0.00
2218,1208,4090,28.35,0.00
2219,1208,4884,9.35,0.00
2220,1209,4202,249.90,0.00
2221,1209,4118,15.70,0.00
2222,1209,4868,16.00,0.00
2223,1210,1857,13.35,0.00
2224,1211,1868,0.00,0.00
2225,1212,2382,13.60,0.00
2226,1213,2382,10.87,0.00
2227,1214,4035,11.20,0.00
2228,1215,1334,102.13,0.00
2229,1216,1355,0.00,28.00
2230,1217,1371,45.82,0.00
2231,1218,1363,38.00,0.00
2232,1219,1386,0.00,21.70
2233,1220,2674,33.00,13.60
2234,1221,2073,33.00,13.43
2235,1221,1906,0.00,7.40
2236,1222,1860,0.00,12.32
2237,1222,1860,0.00,5.60
2238,1223,2674,7.10,0.00
2239,1224,5703,175.49,0.00
2240,1225,1850,12.00,0.00
2241,1225,5703,11.94,0.00
2242,1226,4190,85.51,0.00
2243,1227,5095,37.10,0.00
2244,1228,5095,90.00,0.00
2245,1229,5002,0.00,18.20
2246,1230,4322,138.67,0.00
2247,1230,4325,48.09,0.00
2248,1231,1352,218.14,0.00
2249,1232,3587,0.00,22.32
2250,1233,1426,0.00,0.00
2251,1234,2083,114.25,0.00
2252,1234,3503,120.51,0.00
2253,1235,1353,128.69,0.00
2254,1236,236,0.00,43.00
2255,1237,1435,0.00,43.00
2256,1238,5509,0.00,20.00
2257,1239,4162,80.58,0.00
2258,1240,5188,202.33,0.00
2259,1240,5269,199.55,0.00
2260,1241,1342,0.00,60.85
2261,1242,1511,0.00,31.70
2262,1243,4964,0.00,21.55
2263,1244,5669,257.17,0.00
2264,1244,5188,4.84,0.00
2265,1244,5269,231.75,0.00
2266,1244,5477,4.30,0.00
2267,1245,5669,185.50,0.00
2268,1245,5477,182.30,0.00
2269,1246,5413,167.47,0.00
2270,1246,5140,167.68,0.00
2271,1247,1369,0.00,6.11
2272,1248,1318,0.00,6.50
2273,1249,5461,181.13,0.00
2274,1249,5669,10.90,37.48
2275,1249,5269,203.52,0.00
2276,1249,5397,6.97,47.38
2277,1250,2062,5.07,0.00
2278,1251,5140,5.04,0.00
2279,1252,5140,173.95,0.00
2280,1252,4996,119.37,0.00
2281,1253,2062,53.56,0.00
2282,1254,5669,0.00,6.90
2283,1254,5269,0.00,5.93
2284,1256,5669,160.88,27.31
2285,1256,5461,42.92,0.00
2286,1256,5269,231.02,25.52
2287,1256,5397,9.06,0.00
2288,1257,2062,7.62,0.00
2289,1258,5445,242.87,49.64
2290,1258,5637,31.82,0.00
2291,1258,5365,241.22,50.16
2292,1258,5285,30.20,0.00
2293,1259,5637,252.47,0.00
2294,1259,5285,290.45,0.00
2295,1260,5637,150.14,0.00
2296,1260,5285,49.80,0.00
2297,1261,2639,92.25,0.00
2298,1262,5269,248.60,0.00
2299,1262,5445,6.48,0.00
2300,1262,5365,5.97,0.00
2301,1262,5477,6.69,0.00
2302,1263,2639,291.40,0.00
2303,1264,5653,286.70,0.00
2304,1264,5685,284.40,0.00
2305,1265,5653,185.30,0.00
2306,1265,5685,180.40,0.00
2307,1266,5445,228.25,0.00
2308,1266,5269,6.76,45.72
2309,1266,5477,6.54,46.19
2310,1267,2639,215.32,0.00
2311,1268,5365,138.60,0.00
2312,1268,5445,4.15,0.00
2313,1268,5269,145.19,0.00
2314,1268,5477,4.80,0.00
2315,1269,2639,4.10,0.00
2316,1270,5605,100.94,0.00
2317,1270,5589,0.00,13.10
2318,1271,4996,122.16,0.00
2319,1272,1328,0.00,15.53
2320,1273,5445,233.60,0.00
2321,1273,5397,216.19,0.00
2322,1274,5605,0.00,45.02
2323,1275,1328,0.00,47.00
2324,1276,5669,137.75,12.61
2325,1276,5269,138.43,25.83
2326,1277,2062,1.13,0.00
2327,1278,5140,1.56,0.00
2328,1279,5381,117.78,0.00
2329,1279,5285,114.35,0.00
2330,1280,1318,0.00,51.15
2331,1281,5188,330.50,0.00
2332,1282,2100,61.60,0.00
2333,1283,4725,0.00,8.70
2334,1283,4736,0.00,14.45
2335,1284,4788,0.00,41.61
2336,1285,194,12.95,0.00
2337,1286,4774,26.85,0.00
2338,1287,4591,50.37,0.00
2339,1288,2716,0.00,41.61
2340,1289,1512,0.00,7.49
2341,1290,4542,0.00,40.73
2342,1291,98,40.73,0.00
2343,1292,4765,20.99,0.00
2344,1293,4631,42.50,0.00
2345,1294,5216,0.00,23.50
2346,1295,4576,0.00,37.70
2347,1296,4551,0.00,6.00
2348,1297,5068,1118.00,0.00
2349,1298,4975,26.20,0.00
2350,1299,54,41.00,0.00
2351,1299,60,23.42,0.00
2352,1299,78,119.80,0.00
2353,1299,76,25.00,0.00
2354,1300,3674,3.00,0.00
2355,1300,4014,69.15,0.00
2356,1301,4568,19.80,0.00
2357,1301,4578,19.20,0.00
2358,1301,4577,3.26,0.00
2359,1302,4559,8.60,0.00
2360,1303,4731,3.00,0.00
2361,1303,4726,118.71,0.00
2362,1303,4732,55.75,0.00
2363,1304,4752,10.40,0.00
2364,1305,4671,67.07,0.00
2365,1306,2100,19.85,0.00
2366,1307,5068,1003.59,0.00
2367,1308,5062,877.85,0.00
2368,1309,5062,240.10,0.00
2369,1310,5351,569.35,27.75
2370,1311,5559,259.80,0.00
2371,1312,3694,0.00,21.97
2372,1313,5287,579.95,0.00
2373,1314,2382,32.70,0.00
2374,1314,2372,5.47,0.00
2375,1315,1998,11.43,0.00
2376,1316,5190,0.00,0.00
2377,1317,5196,1462.80,0.00
2378,1318,1926,0.00,19.00
2379,1319,1407,51.92,0.00
2380,1320,1352,0.00,24.20
2381,1321,5221,0.00,20.91
2382,1322,1847,141.73,14.18
2383,1322,1847,0.00,14.18
2384,1323,3763,165.66,0.00
2385,1324,4011,142.60,12.00
2386,1325,3742,0.00,21.22
2387,1326,3753,168.48,0.00
2388,1326,3756,170.10,0.00
2389,1327,3908,263.70,0.00
2390,1328,3809,10.07,0.00
2391,1329,3764,149.40,0.00
2392,1330,4026,174.45,0.00
2393,1330,4008,15.00,0.00
2394,1330,4007,17.55,0.00
2395,1331,3755,146.71,0.00
2396,1331,3764,147.33,0.00
2397,1331,3753,0.00,19.50
2398,1332,4006,24.76,0.00
2399,1333,4859,0.00,20.00
2400,1334,3752,210.50,0.00
2401,1334,3764,213.76,0.00
2402,1335,3809,10.15,0.00
2403,1336,3970,9.87,0.00
2404,1337,5788,1136.30,0.00
2405,1337,3963,1293.78,0.00
2406,1338,3809,33.94,0.00
2407,1338,3956,39.63,0.00
2408,1339,3931,72.10,0.00
2409,1339,3913,67.30,0.00
2410,1340,3908,582.86,0.00
2411,1341,5788,176.04,0.00
2412,1341,3963,188.80,0.00
2413,1342,5708,0.00,21.17
2414,1342,3756,0.00,20.96
2415,1343,3809,0.00,12.50
2416,1344,4211,246.80,52.30
2417,1344,5071,116.20,19.50
2418,1344,5119,167.10,20.85
2419,1344,3687,0.00,0.00
2420,1345,1345,375.59,0.00
2421,1345,4188,326.77,0.00
2422,1346,2639,0.00,40.10
2423,1348,3640,0.00,8.30
2424,1349,5108,12.24,0.00
2425,1350,5108,815.14,0.00
2426,1351,5429,240.14,0.00
2427,1352,2380,0.00,11.12
2428,1353,5092,85.30,0.00
2429,1354,5092,45.60,0.00
2430,1355,5092,58.10,0.00
2431,1356,5429,128.70,0.00
2432,1356,5621,47.04,0.00
2433,1356,5413,76.73,0.00
2434,1357,1429,42.50,0.00
2435,1358,2089,0.00,6.45
2436,1359,1327,0.00,4.10
2437,1360,5429,134.26,0.00
2438,1361,2672,123.48,0.00
2439,1362,5365,0.00,2.16
2440,1363,1318,0.00,8.73
2441,1364,2380,93.70,15.86
2442,1364,2639,99.19,15.86
2443,1364,2727,96.54,14.83
2444,1365,2380,96.90,7.20
2445,1365,2639,94.88,7.20
2446,1365,2727,91.33,6.76
2447,1366,2380,104.48,0.00
2448,1366,2639,103.41,0.00
2449,1366,2727,104.91,0.00
2450,1367,2380,109.51,17.71
2451,1367,2639,110.47,17.71
2452,1367,2727,122.00,16.69
2453,1368,3535,78.41,10.37
2454,1368,2639,75.06,9.80
2455,1368,5749,73.87,9.37
2456,1368,2380,81.70,10.66
2457,1369,3535,104.62,0.00
2458,1369,2639,107.92,0.00
2459,1369,5749,105.97,0.00
2460,1369,2380,109.58,0.00
2461,1370,2098,105.17,0.00
2462,1370,5765,10.34,0.00
2463,1370,2672,9.72,0.00
2464,1370,5733,9.72,0.00
2465,1370,2116,10.63,0.00
2466,1371,3535,0.00,3.45
2467,1371,2639,0.00,3.60
2468,1371,5749,0.00,3.45
2469,1371,2380,0.00,4.35
2470,1372,5035,25.60,0.00
2471,1373,4542,0.00,16.62
2472,1374,4542,0.00,41.70
2473,1375,4575,0.00,6.21
2474,1376,158,24.24,0.00
2475,1377,92,34.20,0.00
2476,1377,98,54.61,0.00
2477,1378,2656,22.92,0.00
2478,1378,2733,10.00,0.00
2479,1379,4587,44.52,0.00
2480,1380,4794,33.02,0.00
2481,1381,4651,19.63,0.00
2482,1382,4768,42.32,0.00
2483,1383,4630,30.36,0.00
2484,1384,5541,51.89,0.00
2485,1385,5461,425.15,0.00
2486,1386,3755,19.70,0.00
2487,1387,3761,0.00,11.10
2488,1388,4741,0.00,100.80
2489,1389,4651,43.67,0.00
2490,1390,4587,22.56,0.00
2491,1391,4629,25.55,0.00
2492,1392,4641,0.00,0.00
2493,1393,200,17.50,0.00
2494,1394,2365,5.00,0.00
2495,1395,234,21.89,0.00
2496,1396,3187,8.85,0.00
2497,1396,186,1.10,0.00
2498,1397,5055,2.50,0.00
2499,1398,98,6.00,0.00
2500,1399,2656,22.94,0.00
2501,1399,2645,25.74,0.00
2502,1400,98,28.43,0.00
2503,1401,4794,23.40,0.00
2504,1401,4788,23.60,0.00
2505,1402,4593,23.45,0.00
2506,1403,4695,0.00,21.09
2507,1404,4630,19.16,0.00
2508,1405,5831,291.60,0.00
2509,1406,5078,0.00,38.75
2510,1407,5142,621.52,0.00
2511,1408,1850,0.00,15.00
2512,1409,2118,0.00,4.85
2513,1410,1926,0.00,21.00
2514,1411,5287,921.75,0.00
2515,1412,2382,57.85,0.00
2516,1413,1998,29.25,0.00
2517,1414,4725,0.00,20.50
2518,1415,5799,292.70,0.00
2519,1415,5543,131.19,0.00
2520,1416,1820,0.00,29.85
2521,1417,1872,12.18,0.00
2522,1418,2392,165.41,0.00
2523,1418,2382,65.72,0.00
2524,1419,2380,101.00,0.00
2525,1420,6005,10.39,0.00
2526,1421,6005,10.25,0.00
2527,1422,2116,15.30,0.00
2528,1422,2672,14.22,0.00
2529,1422,5717,15.42,0.00
2530,1422,2098,104.76,0.00
2531,1423,1517,0.00,5.20
2532,1424,1323,0.00,5.08
2533,1425,2727,0.00,4.55
2534,1426,6005,0.00,0.00
2535,1426,4132,4.90,0.00
2536,1426,3096,4.65,0.00
2537,1426,5813,61.40,0.00
2538,1427,5845,40.22,0.00
2539,1427,5877,1.74,0.00
2540,1428,1328,0.00,7.20
2541,1429,5845,33.82,0.00
2542,1429,5877,1.21,0.00
2543,1430,5973,2.74,0.00
2544,1431,1328,0.00,9.80
2545,1432,5813,85.99,0.00
2546,1432,4132,3.50,0.00
2547,1432,3072,5.61,0.00
2548,1433,5813,93.51,0.00
2549,1433,4132,4.79,0.00
2550,1433,3096,5.45,0.00
2551,1434,4132,63.60,0.00
2552,1435,2098,3.65,0.00
2553,1436,1406,4.91,0.00
2554,1437,1409,39.82,1.75
2555,1438,1818,9.47,0.00
2556,1439,5140,6.59,0.00
2557,1440,1818,32.85,0.00
2558,1441,5140,2.65,0.00
2559,1442,1406,3.47,0.00
2560,1443,1355,0.00,3.40
2561,1444,4132,90.02,0.00
2562,1445,5140,1.85,0.00
2563,1446,1406,1.97,0.00
2564,1447,4132,92.68,0.00
2565,1448,5140,2.85,0.00
2566,1449,1406,2.97,0.00
2567,1450,5957,602.94,0.00
2568,1451,1318,0.00,21.21
2569,1452,2380,0.00,3.23
2570,1453,6005,431.92,0.00
2571,1453,3084,39.00,0.00
2572,1454,3072,185.46,0.00
2573,1454,3096,232.50,0.00
2574,1455,3072,477.50,0.00
2575,1455,3096,596.88,0.00
2576,1456,6005,326.01,0.00
2577,1457,1517,0.00,79.85
2578,1458,5685,332.22,0.00
2579,1458,5269,359.66,0.00
2580,1458,5365,14.77,0.00
2581,1459,1353,13.80,0.00
2582,1460,5140,6.50,0.00
2583,1461,5142,56.80,0.00
2584,1461,6039,73.10,0.00
2585,1462,5991,612.85,0.00
2586,1463,6087,0.00,52.00
2587,1464,6055,72.00,0.00
2588,1465,3086,1391.20,0.00
2589,1465,6007,96.90,0.00
2590,1466,6023,306.10,9.60
2591,1467,6023,572.70,45.40
2592,1468,6071,975.18,0.00
2593,1468,5463,82.30,0.00
2594,1469,4998,42.70,0.00
2595,1470,1872,11.91,0.00
2596,1471,6071,178.12,0.00
2597,1471,5463,39.10,0.00
2598,1472,4998,22.60,0.00
2599,1473,1870,6.70,0.00
2600,1473,1869,8.79,0.00
2601,1474,2382,257.30,0.00
2602,1474,2663,1.88,0.00
2603,1475,5287,85.44,0.00
2604,1476,6119,404.26,0.00
2605,1476,6039,62.30,0.00
2606,1477,3279,0.00,20.07
2607,1478,3320,34.92,0.00
2608,1479,2808,20.90,0.00
2609,1480,6101,411.05,0.00
2610,1481,5269,0.00,16.63
2611,1482,5269,1111.37,0.00
2612,1482,5637,118.86,0.00
2613,1483,6101,279.54,0.00
2614,1484,5269,0.00,41.32
2615,1485,5269,460.84,0.00
2616,1485,5637,0.00,121.23
2617,1486,5973,308.76,0.00
2618,1487,6101,451.12,11.70
2619,1488,5589,52.90,0.00
2620,1489,5285,307.55,0.00
2621,1489,5685,9.68,0.00
2622,1490,5637,392.12,0.00
2623,1490,5269,26.37,0.00
2624,1491,5269,831.20,92.59
2625,1492,6133,78.62,0.00
2626,1493,5269,751.99,0.00
2627,1494,6133,83.38,0.00
2628,1495,5269,550.12,0.00
2629,1496,6133,38.00,0.00
2630,1497,5188,100.00,0.00
2631,1498,1328,0.00,100.79
2632,1499,6101,221.79,0.00
2633,1500,5589,33.42,10.69
2634,1501,5285,447.73,0.00
2635,1501,5685,27.23,0.00
2636,1502,1378,0.00,75.54
2637,1503,3072,20.08,0.00
2638,1504,4916,172.27,0.00
2639,1505,1378,0.00,7.10
2640,1506,2806,37.08,0.00
2641,1507,2098,118.80,0.00
2642,1508,1575,433.11,48.45
2643,1509,662,0.00,4.50
2644,1510,662,0.00,4.50
2645,1511,2144,1.00,0.00
2646,1511,2153,0.00,9.00
2647,1511,2157,0.00,18.93
2648,1512,2141,0.00,22.00
2649,1513,3075,13.00,0.00
2650,1514,5095,0.00,3.00
2651,1514,4219,0.00,108.75
2652,1514,5079,0.00,7.20
2653,1514,5127,223.85,26.50
2654,1515,4079,14.80,0.00
2655,1516,2753,0.00,12.00
2656,1517,4627,59.26,0.00
2657,1518,5142,602.50,0.00
2658,1518,4998,263.90,111.20
2659,1518,6039,363.10,0.00
2660,1519,5030,596.10,0.00
2661,1520,1847,547.24,0.00
2662,1521,4476,165.41,0.00
2663,1521,4475,65.72,2.00
2664,1522,4238,0.00,34.73
2665,1523,4286,40.73,0.00
2666,1524,5773,454.11,0.00
2667,1525,6045,436.34,0.00
2668,1525,5148,56.80,0.00
2669,1526,5148,243.35,0.00
2670,1526,5004,263.90,41.22
2671,1527,4470,118.80,0.00
2672,1528,5148,359.15,0.00
2673,1528,5004,0.00,69.98
2674,1529,5036,621.70,0.00
2675,1530,4265,547.24,0.00
2676,1531,4324,10.60,4.00
2677,1532,4238,0.00,6.00
2678,1533,5309,75.13,30.85
2679,1534,5180,247.20,0.00
2680,1535,4512,0.00,24.21
2681,1536,5068,53.11,0.00
2682,1537,5196,71.20,0.00
2683,1538,6209,207.45,0.00
2684,1538,6225,191.35,0.00
2685,1538,6241,192.45,0.00
2686,1538,6273,205.95,0.00
2687,1539,6151,301.80,0.00
2688,1540,1830,0.00,104.03
2689,1541,6168,734.00,0.00
2690,1542,1830,0.00,32.27
2691,1543,5520,152.90,0.00
2692,1544,5046,0.00,19.90
2693,1545,5520,108.35,0.00
2694,1546,6321,506.90,0.00
2695,1546,6225,324.40,0.00
2696,1546,6209,375.80,0.00
2697,1546,6257,325.10,0.00
2698,1547,5973,7.00,0.00
2699,1548,4197,823.80,0.00
2700,1548,6337,568.55,0.00
2701,1548,4057,46.90,0.00
2702,1548,4113,461.40,0.00
2703,1548,4879,554.50,0.00
2704,1549,4057,512.40,0.00
2705,1549,4113,135.60,0.00
2706,1549,4197,385.00,0.00
2707,1550,4197,450.20,0.00
2708,1551,5749,71.59,28.65
2709,1551,2639,45.37,14.55
2710,1551,2380,90.99,0.00
2711,1551,2727,23.20,0.00
2712,1551,3535,72.59,21.02
2713,1552,5204,30.30,0.00
2714,1552,1351,636.63,0.00
2715,1552,1352,0.00,13.50
2716,1552,1353,67.95,7.20
2717,1553,1369,0.00,5.09
2718,1554,1328,0.00,4.00
2719,1554,1333,0.00,9.00
2720,1555,2098,7.79,0.00
2721,1555,2672,69.78,0.00
2722,1555,5717,10.58,0.00
2723,1556,2062,23.64,0.00
2724,1556,1401,0.00,16.40
2725,1556,1409,0.00,2.25
2726,1557,1515,12.80,0.00
2727,1558,4916,41.43,0.00
2728,1558,5605,13.20,4.63
2729,1558,5589,2.80,18.70
2730,1558,4932,72.31,0.00
2731,1558,4964,27.39,0.00
2732,1559,6101,0.00,23.00
2733,1559,5140,9.13,0.00
2734,1559,5621,32.56,0.00
2735,1560,1427,19.79,0.00
2736,1560,1429,21.50,0.00
2737,1560,5893,12.80,0.00
2738,1561,3600,27.75,0.00
2739,1561,3627,0.00,4.10
2740,1561,3561,179.70,0.00
2741,1562,5525,114.00,0.00
2742,1562,5957,32.41,0.00
2743,1562,5973,0.00,0.00
2744,1562,5973,0.25,0.00
2745,1563,5861,19.20,0.00
2746,1563,5845,37.41,0.00
2747,1563,5877,15.39,0.00
2748,1564,1512,0.00,6.96
2749,1565,4090,65.12,0.00
2750,1565,5108,6.62,0.00
2751,1566,5028,43.80,0.00
2753,1567,5669,428.30,0.00
2754,1567,5445,149.15,0.00
2755,1567,5285,69.28,0.00
2756,1567,5269,215.43,141.16
2757,1567,5637,52.99,74.57
2758,1567,5365,76.24,0.00
2759,1567,5685,56.60,0.00
2760,1567,5381,82.62,0.00
2761,1567,5188,78.80,0.00
2762,1567,5477,303.57,0.00
2763,1568,5941,0.00,5.24
2764,1568,5925,0.00,2.00
2765,1568,5509,0.00,30.00
2766,1569,68,284.82,0.00
2767,1570,4197,729.65,0.00
2768,1570,4057,742.80,0.00
2769,1570,4879,25.70,0.00
2770,1570,6337,398.40,0.00
2771,1570,4113,50.80,0.00
2772,1571,5071,0.00,7.20
2773,1572,70,0.00,9.90
2774,1573,4057,1164.30,0.00
2775,1573,4113,277.50,0.00
2776,1573,4863,126.50,0.00
2777,1573,6337,337.80,0.00
2778,1573,4879,50.00,0.00
2779,1574,4702,0.00,86.30
2780,1575,4113,1104.80,0.00
2781,1576,4863,50.00,0.00
2782,1577,6296,70.66,0.00
2783,1577,6216,219.60,0.00
2784,1577,6280,205.95,0.00
2785,1577,6232,191.35,0.00
2786,1577,6248,192.45,0.00
2787,1578,5527,152.90,0.00
2788,1579,2046,48.00,0.00
2789,1580,4564,0.00,11.00
2790,1581,4630,8.50,0.00
2791,1582,3595,27.75,0.00
2792,1583,52,0.00,3.00
2793,1584,82,0.00,3.66
2794,1585,2093,0.00,6.00
2795,1586,6482,3.50,0.00
2796,1586,6498,3.20,0.00
2797,1587,4197,3.10,0.00
2798,1587,4879,3.00,0.00
2799,1587,6337,3.40,0.00
2800,1587,5103,3.20,0.00
2801,1590,6514,3.20,0.00
2802,1590,6466,3.30,0.00
2803,1591,5046,10286.28,169.70
2804,1592,5030,1419.10,26.70
2805,1593,6184,1789.10,25.90
2806,1594,5030,219.90,9.36
2807,1595,5030,4872.90,101.10
2808,1596,6184,7543.80,116.90
2809,1597,6184,1489.50,0.00
2810,1598,4115,1105.70,0.00
2811,1599,6388,163.76,0.00
2812,1600,6436,1228.75,0.00
2813,1601,4913,30.00,0.00
2814,1601,6404,30.00,0.00
2815,1602,4913,843.75,0.00
2816,1603,735,0.00,62.20
2817,1604,5664,453.30,0.00
2818,1604,5472,312.30,0.00
2819,1605,6450,2481.90,0.00
2820,1605,6482,711.50,0.00
2821,1606,6482,59.70,0.00
2822,1607,4197,360.55,0.00
2823,1608,4630,12.00,0.00
2824,1609,4863,762.30,0.00
2825,1610,6452,1106.80,0.00
2826,1610,6484,25.88,0.00
2827,1611,6452,923.20,0.00
2828,1611,6484,37.12,0.00
2829,1612,5188,181.38,48.76
2830,1612,5269,180.32,54.63
2831,1613,3705,17.66,0.00
2832,1613,5092,17.68,0.00
2833,1614,4948,135.31,0.00
2834,1614,5589,13.81,0.00
2835,1615,6198,126.90,0.00
2836,1616,1406,13.70,0.00
2837,1617,1340,0.00,7.93
2838,1618,5188,0.00,4.53
2839,1619,5269,225.16,38.54
2840,1619,5188,219.67,36.56
2841,1620,5092,43.78,0.00
2842,1620,3705,43.62,0.00
2843,1621,5269,233.68,0.00
2844,1621,5188,234.63,0.00
2845,1622,5092,11.43,0.00
2846,1622,3705,10.73,0.00
2847,1623,5269,140.91,0.00
2848,1623,5188,152.85,0.00
2849,1624,5092,4.96,0.00
2850,1624,3705,5.91,0.00
2851,1625,3072,190.44,0.00
2852,1625,3084,29.80,0.00
2853,1626,4118,45.56,0.00
2854,1626,4868,12.89,0.00
2855,1626,4202,561.93,0.00
2856,1627,3096,12.42,0.00
2857,1627,4132,61.21,0.00
2858,1628,4884,84.36,0.00
2859,1628,4118,189.40,0.00
2860,1628,4062,190.00,0.00
2861,1629,4062,443.57,0.00
2862,1629,4884,68.29,0.00
2863,1629,4118,10.87,0.00
2864,1630,4884,262.63,0.00
2865,1631,6005,246.92,0.00
2866,1632,6423,133.07,4.10
2867,1632,5156,139.95,3.90
2868,1633,6342,197.13,0.00
2869,1633,4062,56.67,0.00
2870,1633,4884,212.53,0.00
2871,1633,4202,55.00,0.00
2872,1634,6005,12.41,0.00
2873,1635,6423,164.19,0.00
2874,1635,5156,167.10,0.00
2875,1636,1352,0.00,5.04
2876,1637,5269,0.00,5.08
2877,1638,1351,245.40,0.00
2878,1639,1378,0.00,32.35
2879,1640,5172,337.60,0.00
2880,1641,4202,212.91,0.00
2881,1641,4118,9.35,0.00
2882,1642,4118,373.07,0.00
2883,1642,4202,13.91,0.00
2884,1643,5140,296.44,0.00
2885,1644,4948,91.93,0.00
2886,1645,5044,0.00,21.01
2887,1646,4202,795.89,0.00
2888,1646,4118,10.91,0.00
2889,1647,5685,1006.00,0.00
2890,1648,2672,38.87,0.00
2891,1649,2639,4.76,0.00
2892,1650,1363,2.55,0.00
2893,1651,5285,6.54,0.00
2894,1652,6436,123.25,0.00
2895,1653,4913,1151.45,0.00
2896,1653,6388,100.30,31.65
2897,1653,6404,116.10,0.00
2898,1654,6452,451.90,0.00
2899,1655,735,0.00,24.10
2900,1656,6562,257.50,0.00
2901,1657,6498,227.80,0.00
2902,1657,6514,545.80,0.00
2903,1658,3582,90.95,0.00
2904,1659,4863,2.20,0.00
2905,1660,5103,3.20,0.00
2906,1661,6484,708.20,0.00
2907,1662,6388,17.84,0.00
2908,1662,6404,16.55,0.00
2909,1663,4900,266.10,0.00
2910,1664,4160,0.00,9.40
2911,1665,5119,0.00,31.65
2912,1666,6578,1563.97,0.00
2913,1667,6578,515.85,156.70
2914,1668,6386,100.30,0.00
2915,1669,46,0.00,20.45
2916,1670,4057,1.50,0.00
2917,1671,5057,545.20,0.00
2918,1671,6179,695.50,0.00
2919,1671,5025,637.00,0.00
2920,1672,5057,116.10,32.00
2921,1672,6179,977.90,45.70
2922,1672,5025,704.10,29.80
2923,1673,608,581.09,0.00
2924,1674,3067,100.40,0.00
2925,1675,6691,471.80,0.00
2926,1676,4879,16.90,0.00
2927,1677,6578,2238.28,343.27
2928,1678,6580,996.87,212.05
2929,1679,6580,123.40,35.66
2930,1680,2747,222.23,0.00
2931,1681,6612,0.00,1404.02
2932,1682,2747,533.67,0.00
2933,1683,6580,1147.40,0.00
2934,1684,6388,36.00,0.00
2935,1685,6388,0.00,5.00
2936,1686,6466,890.10,0.00
2937,1687,6337,277.15,0.00
2938,1688,4197,781.90,0.00
2939,1688,4879,26.40,0.00
2940,1688,4113,116.90,0.00
2941,1689,4120,28.60,0.00
2942,1690,6184,1050.20,0.00
2943,1691,5030,2394.20,0.00
2944,1692,6578,1100.80,0.00
2945,1693,4879,185.10,0.00
2946,1693,4197,1658.97,0.00
2947,1694,3091,15.10,0.00
2948,1695,4579,0.00,10.00
2949,1696,6578,61.46,0.00
2950,1697,4113,44.90,0.00
2951,1698,4881,110.40,0.00
2952,1698,4199,792.60,0.00
2953,1699,4911,66.75,0.00
2954,1700,5025,759.50,24.80
2955,1701,6580,738.85,38.18
2956,1702,5025,740.80,0.00
2957,1703,6580,995.70,0.00
2958,1704,4199,724.95,0.00
2959,1704,4881,54.60,0.00
2960,1704,4115,22.10,0.00
2961,1705,3622,10.00,0.00
2962,1705,3582,8.90,0.00
2963,1705,3556,7.00,0.00
2964,1706,5023,6.00,0.00
2965,1706,5055,18.00,0.00
2966,1707,6578,19.70,0.00
2967,1708,4911,11.50,0.00
2968,1709,6580,315.61,214.08
2969,1710,6707,1388.00,0.00
2970,1711,4085,42.50,0.00
2971,1712,6578,516.40,214.80
2972,1713,6707,1331.20,0.00
2973,1714,4113,198.70,0.00
2974,1715,4113,120.00,0.00
2975,1716,4197,340.36,0.00
2976,1716,4085,22.62,0.00
2977,1717,5057,334.80,0.00
2978,1717,6179,405.30,0.00
2979,1717,5025,419.90,0.00
2980,1718,6567,232.50,0.00
2981,1718,6342,305.11,0.00
2982,1718,5108,448.00,0.00
2983,1718,4202,139.70,0.00
2984,1718,4868,264.80,0.00
2985,1719,6535,455.30,0.00
2986,1719,6663,19.30,0.00
2987,1719,6647,262.10,0.00
2988,1720,6679,106.20,53.50
2989,1720,5621,0.00,77.20
2990,1721,4113,0.00,0.00
2991,1722,5025,688.60,62.30
2992,1722,6179,780.50,58.80
2993,1722,5057,0.00,29.60
2994,1723,6759,131.55,0.00
2995,1723,6752,22.90,0.00
2996,1723,6759,0.00,7.00
2997,1725,68,57.17,0.00
2998,1726,6209,0.42,0.00
2999,1726,6241,0.10,0.00
3000,1727,76,0.96,0.34
3001,1727,62,0.64,0.00
3002,1728,6707,1.24,0.00
3003,1729,4113,0.93,0.00
3004,1729,4197,0.31,0.00
3005,1730,5025,475.00,23.00
3006,1730,5057,413.80,18.90
3007,1731,76,131.55,0.00
3008,1732,68,20.94,0.00
3009,1733,609,1295.17,96.57
3010,1733,608,72.90,0.00
3011,1734,4197,407.70,0.00
3012,1734,4113,24.50,0.00
3013,1735,68,5.00,0.00
3014,1736,4057,702.49,0.00
3015,1736,4113,49.50,0.00
3016,1737,6179,85.30,0.00
3017,1738,605,1270.62,95.99
3018,1738,612,86.07,0.00
3019,1739,5041,72.00,0.00
3020,1740,6759,256.77,70.00
3021,1740,6752,246.23,0.00
3022,1740,6749,253.92,0.00
3023,1740,6755,244.86,69.94
