"IdIPT_Movs","Fecha","Referencia","IdIPT_TipoMov","EnSa","IdMaquileros","ObsMovs","IdIPT_Almacenes","IdUsuarios","TieneModelos","IdRecibos"
1279,16/02/2021 00:00:00,,15,2,0,,2,71,1,0
1280,16/02/2021 00:00:00,,15,2,0,,1,71,1,0
1281,16/02/2021 00:00:00,,15,2,0,,2,71,1,0
1282,16/02/2021 00:00:00,,14,1,0,,1,71,1,0
1283,16/02/2021 00:00:00,,15,2,0,,1,71,1,0
1284,24/01/2021 00:00:00,,2,1,158,,1,71,1,8868
1285,15/02/2021 00:00:00,,5,2,0,,1,71,1,0
1287,17/09/2020 00:00:00,,2,1,404,,1,71,1,8352
1288,15/02/2021 00:00:00,,5,2,0,,1,71,1,0
1289,15/02/2021 00:00:00,,5,2,0,,1,71,1,0
1290,16/02/2021 00:00:00,,2,1,404,,1,71,1,8969
1291,16/02/2021 00:00:00,,2,1,404,,2,71,1,8970
1292,16/02/2021 00:00:00,,2,1,404,,1,71,1,8971
1293,16/02/2021 00:00:00,,2,1,404,,2,71,1,8972
1294,16/02/2021 00:00:00,,15,2,0,,1,71,1,0
1295,16/02/2021 00:00:00,,15,2,0,,1,71,1,0
1296,16/02/2021 00:00:00,,15,2,0,,1,71,1,0
1297,16/02/2021 00:00:00,,15,2,0,,2,71,1,0
1298,16/02/2021 00:00:00,,15,2,0,,2,71,1,0
1299,16/02/2021 00:00:00,,15,2,0,,1,71,1,0
1300,16/02/2021 00:00:00,,15,2,0,,1,71,1,0
1301,16/02/2021 00:00:00,,15,2,0,,2,71,1,0
1302,16/02/2021 00:00:00,,14,1,0,,1,71,1,0
1303,16/02/2021 00:00:00,,14,1,0,,2,71,1,0
1304,16/02/2021 00:00:00,"Primeras (1305)",9,2,0,,2,71,1,0
1305,16/02/2021 00:00:00,"Segundas (1304)",9,1,0,,1,71,1,0
1306,16/02/2021 00:00:00,,14,1,0,,1,71,1,0
1307,16/02/2021 00:00:00,,14,1,0,,1,71,1,0
1309,16/02/2021 00:00:00,"Segundas (1310)",9,2,0,,1,71,1,0
1310,16/02/2021 00:00:00,"Primeras (1309)",9,1,0,,2,71,1,0
1311,16/02/2021 00:00:00,,11,2,0,,1,71,1,0
1312,16/02/2021 00:00:00,,11,2,0,,1,71,1,0
1313,16/02/2021 00:00:00,,11,2,0,,1,71,1,0
1314,16/02/2021 00:00:00,,15,2,0,,1,71,1,0
1315,16/02/2021 00:00:00,"Segundas (1316)",9,2,0,,1,71,1,0
1316,16/02/2021 00:00:00,"Primeras (1315)",9,1,0,,2,71,1,0
1317,16/02/2021 00:00:00,,14,1,0,,2,71,1,0
1318,16/02/2021 00:00:00,,15,2,0,,1,71,1,0
1319,16/02/2021 00:00:00,,14,1,0,,1,71,1,0
1320,16/02/2021 00:00:00,"Segundas (1321)",9,2,0,,1,71,1,0
1321,16/02/2021 00:00:00,"Primeras (1320)",9,1,0,,2,71,1,0
1322,16/02/2021 00:00:00,,14,1,0,,2,71,1,0
1323,16/02/2021 00:00:00,,14,1,0,,1,71,1,0
1324,16/02/2021 00:00:00,,14,1,0,,2,71,1,0
1325,16/02/2021 00:00:00,,15,2,0,,1,71,1,0
1326,16/02/2021 00:00:00,,15,2,0,,1,71,1,0
1327,16/02/2021 00:00:00,,15,2,0,,2,71,1,0
1328,16/02/2021 00:00:00,"Primeras (1329)",9,2,0,,2,71,1,0
1329,16/02/2021 00:00:00,"Segundas (1328)",9,1,0,,1,71,1,0
1330,16/02/2021 00:00:00,,15,2,0,,2,71,1,0
1331,16/02/2021 00:00:00,,15,2,0,,1,71,1,0
1332,16/02/2021 00:00:00,,14,1,0,,1,71,1,0
1333,16/02/2021 00:00:00,,14,1,0,,2,71,1,0
1334,16/02/2021 00:00:00,,14,1,0,,1,71,1,0
1335,16/02/2021 00:00:00,,4,1,0,,1,71,1,0
1336,16/02/2021 00:00:00,,2,1,334,,1,71,1,8975
1337,16/02/2021 00:00:00,,2,1,251,,1,71,1,8973
1338,16/02/2021 00:00:00,,2,1,251,,2,71,1,8974
1339,16/02/2021 00:00:00,,2,1,334,,1,71,1,8976
1340,16/02/2021 00:00:00,,2,1,62,,1,71,1,8977
1341,16/02/2021 00:00:00,,2,1,251,,2,71,1,8978
1342,17/02/2021 00:00:00,,2,1,396,,1,71,1,8980
1343,17/02/2021 00:00:00,,7,2,0,"Rafael Salda¤a",1,71,1,0
1344,17/02/2021 00:00:00,,7,2,0,,1,71,1,0
1345,17/02/2021 00:00:00,,7,2,0,,2,71,1,0
1346,17/02/2021 00:00:00,,2,1,187,,1,71,1,8981
1347,17/02/2021 00:00:00,,2,1,187,,2,71,1,8982
1348,17/02/2021 00:00:00,,2,1,187,,1,71,1,8983
1349,17/02/2021 00:00:00,,2,1,187,,2,71,1,8984
1350,17/02/2021 00:00:00,,2,1,404,,1,71,1,8985
1351,17/02/2021 00:00:00,,2,1,404,,2,71,1,8986
1352,18/02/2021 00:00:00,,2,1,396,,2,71,1,8988
1353,17/02/2021 00:00:00,,2,1,369,,1,71,1,8979
1354,17/02/2021 00:00:00,,2,1,369,,2,71,1,8990
1355,18/02/2021 00:00:00,,16,2,0,,1,71,1,0
1356,18/02/2021 00:00:00,"Segundas (1357)",9,2,0,,1,71,1,0
1357,18/02/2021 00:00:00,"Primeras (1356)",9,1,0,,2,71,1,0
1358,18/02/2021 00:00:00,,12,1,0,,2,71,1,0
1361,18/02/2021 00:00:00,"Primeras (1362)",9,2,0,,2,71,1,0
1362,18/02/2021 00:00:00,"Segundas (1361)",9,1,0,,1,71,1,0
1363,18/02/2021 00:00:00,,11,2,0,,2,71,1,0
1364,18/02/2021 00:00:00,,15,2,0,,2,71,1,0
1365,18/02/2021 00:00:00,,15,2,0,,1,71,1,0
1366,18/02/2021 00:00:00,,2,1,404,,1,71,1,8991
1367,18/02/2021 00:00:00,,2,1,404,,2,71,1,8992
1368,18/02/2021 00:00:00,,5,2,0,"C&A",1,71,1,0
1370,18/02/2021 00:00:00,,14,1,0,,2,71,1,0
1371,18/02/2021 00:00:00,,13,2,0,"Ramon Kassin",2,71,1,0
1372,18/02/2021 00:00:00,,14,1,0,,2,71,1,0
1373,18/02/2021 00:00:00,,13,2,0,"Ramon Kassin",2,71,1,0
1374,18/02/2021 00:00:00,,2,1,226,,1,71,1,8994
1375,18/02/2021 00:00:00,,2,1,226,,1,71,1,0
1376,18/02/2021 00:00:00,,1,1,0,,1,71,1,0
1377,18/02/2021 00:00:00,,1,1,0,,1,71,1,0
1378,18/02/2021 00:00:00,,2,1,158,,1,71,1,0
1379,19/02/2021 00:00:00,,15,2,0,,1,71,1,0
1380,19/02/2021 00:00:00,,0,2,0,,2,71,1,0
1381,19/02/2021 00:00:00,,5,2,0,"Cklass",1,71,1,0
1382,19/02/2021 00:00:00,,14,1,0,,1,71,1,0
1383,20/02/2021 00:00:00,,2,1,396,,1,71,1,8997
1384,19/02/2021 00:00:00,,2,1,404,,1,71,1,0
1385,22/02/2021 00:00:00,,7,2,0,,1,71,1,0
1386,22/02/2021 00:00:00,"Segundas (1387)",9,2,0,,1,71,1,0
1387,22/02/2021 00:00:00,"Primeras (1386)",9,1,0,,2,71,1,0
1388,22/02/2021 00:00:00,,15,2,0,,1,71,1,0
1389,22/02/2021 00:00:00,"Segundas (1390)",9,2,0,,1,71,1,0
1390,22/02/2021 00:00:00,"Primeras (1389)",9,1,0,,2,71,1,0
1391,22/02/2021 00:00:00,,15,2,0,,1,71,1,0
1392,22/02/2021 00:00:00,"Segundas (1393)",9,2,0,,1,71,1,0
1393,22/02/2021 00:00:00,"Primeras (1392)",9,1,0,,2,71,1,0
1394,22/02/2021 00:00:00,,15,2,0,,1,71,1,0
1395,22/02/2021 00:00:00,"Segundas (1396)",9,2,0,,1,71,1,0
1396,22/02/2021 00:00:00,"Primeras (1395)",9,1,0,,2,71,1,0
1397,22/02/2021 00:00:00,,14,1,0,,2,71,1,0
1398,22/02/2021 00:00:00,"Segundas (1399)",9,2,0,,1,71,1,0
1399,22/02/2021 00:00:00,"Primeras (1398)",9,1,0,,2,71,1,0
1400,22/02/2021 00:00:00,,15,2,0,,1,71,1,0
1401,22/02/2021 00:00:00,,10,1,0,,1,71,1,0
1402,22/02/2021 00:00:00,,11,2,0,,1,71,1,0
1403,22/02/2021 00:00:00,,5,2,0,"Aeropostale",1,71,1,0
1404,22/02/2021 00:00:00,,10,1,0,,1,71,1,0
1405,23/02/2021 00:00:00,,2,1,251,,1,71,1,9003
1406,23/02/2021 00:00:00,,2,1,251,,1,71,1,9004
1407,23/02/2021 00:00:00,"Primeras (1408)",9,2,0,,2,71,1,0
1408,23/02/2021 00:00:00,"Segundas (1407)",9,1,0,,1,71,1,0
1409,02/02/2021 00:00:00,,2,1,16,,1,71,1,8909
1410,02/02/2021 00:00:00,,2,1,16,,2,71,1,8910
1411,23/02/2021 00:00:00,"Primeras (1412)",9,2,0,,2,71,1,0
1412,23/02/2021 00:00:00,"Segundas (1411)",9,1,0,,1,71,1,0
1413,23/02/2021 00:00:00,,5,2,0,"Aeropostale",1,71,1,0
1414,23/02/2021 00:00:00,"Primeras (1415)",9,2,0,,2,71,1,0
1415,23/02/2021 00:00:00,"Segundas (1414)",9,1,0,,1,71,1,0
1416,23/02/2021 00:00:00,,15,2,0,,2,71,1,0
1417,23/02/2021 00:00:00,"Primeras (1418)",9,2,0,,2,71,1,0
1418,23/02/2021 00:00:00,"Segundas (1417)",9,1,0,,1,71,1,0
1419,23/02/2021 00:00:00,,15,2,0,,2,71,1,0
1420,23/02/2021 00:00:00,"Primeras (1421)",9,2,0,,2,71,1,0
1421,23/02/2021 00:00:00,"Segundas (1420)",9,1,0,,1,71,1,0
1422,23/02/2021 00:00:00,,15,2,0,,2,71,1,0
1423,23/02/2021 00:00:00,,15,2,0,,1,71,1,0
1424,23/02/2021 00:00:00,,15,2,0,,2,71,1,0
1425,23/02/2021 00:00:00,"Segundas (1426)",9,2,0,,1,71,1,0
1426,23/02/2021 00:00:00,"Primeras (1425)",9,1,0,,2,71,1,0
1427,23/02/2021 00:00:00,,15,2,0,,1,71,1,0
1428,23/02/2021 00:00:00,,1,1,0,,1,71,1,0
1429,23/02/2021 00:00:00,,14,1,0,,2,71,1,0
1430,24/02/2021 00:00:00,,2,1,404,,1,71,1,9007
1431,24/02/2021 00:00:00,,2,1,404,,2,71,1,9008
1432,24/02/2021 00:00:00,,2,1,369,,1,71,1,9011
1433,24/02/2021 00:00:00,,2,1,251,,1,71,1,9012
1434,24/02/2021 00:00:00,,2,1,251,,1,71,1,9013
1435,25/02/2021 00:00:00,,15,2,0,,1,71,1,0
1436,24/02/2021 00:00:00,,2,1,369,,1,71,1,9009
1437,24/02/2021 00:00:00,,2,1,369,,1,71,1,9010
1438,25/02/2021 00:00:00,,12,1,0,,1,71,1,0
1439,25/02/2021 00:00:00,,12,1,0,,1,71,1,0
1440,25/02/2021 00:00:00,,12,1,0,,2,71,1,0
1441,25/02/2021 00:00:00,"Segundas (1442)",9,2,0,,1,71,1,0
1442,25/02/2021 00:00:00,"Primeras (1441)",9,1,0,,2,71,1,0
1443,25/02/2021 00:00:00,,2,1,158,,1,71,1,9015
1444,25/02/2021 00:00:00,,2,1,158,,1,71,1,0
1445,24/02/2021 00:00:00,,2,1,404,,1,71,1,9005
1446,24/02/2021 00:00:00,,2,1,404,,1,71,1,0
1447,24/02/2021 00:00:00,,2,1,404,,2,71,1,0
1448,25/02/2021 00:00:00,,15,2,0,,1,71,1,0
1449,25/02/2021 00:00:00,"Segundas (1450)",9,2,0,,1,71,1,0
1450,25/02/2021 00:00:00,"Primeras (1449)",9,1,0,,2,71,1,0
1451,25/02/2021 00:00:00,,2,1,236,,1,71,1,0
1452,25/02/2021 00:00:00,,2,1,236,,2,71,1,0
1453,25/02/2021 00:00:00,,2,1,236,,1,71,1,0
1454,25/02/2021 00:00:00,,5,2,0,"C&A",1,71,1,0
1455,24/02/2021 00:00:00,,2,1,404,,1,71,1,0
1456,26/02/2021 00:00:00,,7,2,0,"Rafael Salda¤a",1,71,1,0
1457,26/02/2021 00:00:00,,2,1,158,,1,71,1,9018
1458,01/03/2021 00:00:00,,5,2,0,"Aeropostale",1,71,1,0
1459,01/03/2021 00:00:00,,5,2,0,"Cklass",1,71,1,0
1460,01/03/2021 00:00:00,"Segundas (1461)",9,2,0,,1,71,1,0
1461,01/03/2021 00:00:00,"Primeras (1460)",9,1,0,,2,71,1,0
1462,01/03/2021 00:00:00,,15,2,0,,1,71,1,0
1463,01/03/2021 00:00:00,"Segundas (1464)",9,2,0,,1,71,1,0
1464,01/03/2021 00:00:00,"Primeras (1463)",9,1,0,,2,71,1,0
1465,01/03/2021 00:00:00,,15,2,0,,1,71,1,0
1466,01/03/2021 00:00:00,"Segundas (1467)",9,2,0,,1,71,1,0
1467,01/03/2021 00:00:00,"Primeras (1466)",9,1,0,,2,71,1,0
1468,01/03/2021 00:00:00,,12,1,0,,1,71,1,0
1469,01/03/2021 00:00:00,"Segundas (1470)",9,2,0,,1,71,1,0
1470,01/03/2021 00:00:00,"Primeras (1469)",9,1,0,,2,71,1,0
1471,01/03/2021 00:00:00,,14,1,0,,2,71,1,0
1472,01/03/2021 00:00:00,,15,2,0,,1,71,1,0
1473,01/03/2021 00:00:00,,15,2,0,,2,71,1,0
1474,01/03/2021 00:00:00,"Segundas (1475)",9,2,0,,1,71,1,0
1475,01/03/2021 00:00:00,"Primeras (1474)",9,1,0,,2,71,1,0
1476,01/03/2021 00:00:00,,5,2,0,"Aeropostale",1,71,1,0
1477,01/03/2021 00:00:00,,15,2,0,,1,71,1,0
1478,01/03/2021 00:00:00,,14,1,0,,2,71,1,0
1479,01/03/2021 00:00:00,"Segundas (1480)",9,2,0,,1,71,1,0
1480,01/03/2021 00:00:00,"Primeras (1479)",9,1,0,,2,71,1,0
1481,01/03/2021 00:00:00,,15,2,0,,1,71,1,0
1482,01/03/2021 00:00:00,,12,1,0,,2,71,1,0
1483,01/03/2021 00:00:00,"Segundas (1484)",9,2,0,,1,71,1,0
1484,01/03/2021 00:00:00,"Primeras (1483)",9,1,0,,2,71,1,0
1485,01/03/2021 00:00:00,"Segundas (1486)",9,2,0,,1,71,1,0
1486,01/03/2021 00:00:00,"Primeras (1485)",9,1,0,,2,71,1,0
1487,01/03/2021 00:00:00,,15,2,0,,1,71,1,0
1488,01/03/2021 00:00:00,,15,2,0,,1,71,1,0
1489,01/03/2021 00:00:00,,4,1,0,,2,71,1,0
1490,03/01/2021 00:00:00,,2,1,226,,1,71,1,9019
1491,02/03/2021 00:00:00,,13,2,0,"Ricardo Gazca",1,71,1,0
1492,02/03/2021 00:00:00,"Primeras (1493)",9,2,0,,2,71,1,0
1493,02/03/2021 00:00:00,"Segundas (1492)",9,1,0,,1,71,1,0
1494,02/03/2021 00:00:00,,13,2,0,"Ricardo Gazca",1,71,1,0
1495,02/03/2021 00:00:00,,15,2,0,,1,71,1,0
1496,02/03/2021 00:00:00,,15,2,0,,2,71,1,0
1497,02/03/2021 00:00:00,"Segundas (1498)",9,2,0,,1,71,1,0
1498,02/03/2021 00:00:00,"Primeras (1497)",9,1,0,,2,71,1,0
1499,02/03/2021 00:00:00,,15,2,0,,1,71,1,0
1500,02/03/2021 00:00:00,"Segundas (1501)",9,2,0,,1,71,1,0
1501,02/03/2021 00:00:00,"Primeras (1500)",9,1,0,,2,71,1,0
1502,02/03/2021 00:00:00,,14,1,0,,2,71,1,0
1503,02/03/2021 00:00:00,"Segundas (1504)",9,2,0,,1,71,1,0
1504,02/03/2021 00:00:00,"Primeras (1503)",9,1,0,,2,71,1,0
1505,02/03/2021 00:00:00,,15,2,0,,1,71,1,0
1506,02/03/2021 00:00:00,,15,2,0,,1,71,1,0
1507,02/03/2021 00:00:00,,15,2,0,,2,71,1,0
1508,02/03/2021 00:00:00,"Segundas (1509)",9,2,0,,1,71,1,0
1509,02/03/2021 00:00:00,"Primeras (1508)",9,1,0,,2,71,1,0
1510,02/03/2021 00:00:00,,15,2,0,,1,71,1,0
1511,02/03/2021 00:00:00,,15,2,0,,2,71,1,0
1512,02/03/2021 00:00:00,"Segundas (1513)",9,2,0,,1,71,1,0
1513,02/03/2021 00:00:00,"Primeras (1512)",9,1,0,,2,71,1,0
1514,02/03/2021 00:00:00,,15,2,0,,1,71,1,0
1515,02/03/2021 00:00:00,,14,1,0,,2,71,1,0
1516,02/03/2021 00:00:00,,14,1,0,,2,71,1,0
1517,02/03/2021 00:00:00,,14,1,0,,2,71,1,0
1518,02/03/2021 00:00:00,,14,1,0,,2,71,1,0
1519,02/03/2021 00:00:00,,1,1,0,,1,71,1,0
1520,02/03/2021 00:00:00,,11,2,0,,1,71,1,0
1521,02/03/2021 00:00:00,"Segundas (1522)",9,2,0,,1,71,1,0
1522,02/03/2021 00:00:00,"Primeras (1521)",9,1,0,,2,71,1,0
1523,02/03/2021 00:00:00,,15,2,0,,1,71,1,0
1524,02/03/2021 00:00:00,"Segundas (1525)",9,2,0,,1,71,1,0
1525,02/03/2021 00:00:00,"Primeras (1524)",9,1,0,,2,71,1,0
1526,02/03/2021 00:00:00,,15,2,0,,1,71,1,0
1527,02/03/2021 00:00:00,"Segundas (1528)",9,2,0,,1,71,1,0
1528,02/03/2021 00:00:00,"Primeras (1527)",9,1,0,,2,71,1,0
1529,02/03/2021 00:00:00,,15,2,0,,1,71,1,0
1530,02/03/2021 00:00:00,"Segundas (1531)",9,2,0,,1,71,1,0
1531,02/03/2021 00:00:00,"Primeras (1530)",9,1,0,,2,71,1,0
1532,02/03/2021 00:00:00,,15,2,0,,1,71,1,0
1533,03/02/2021 00:00:00,,2,1,396,,1,71,1,9020
1534,03/03/2021 00:00:00,,2,1,251,,1,71,1,9021
1535,03/03/2021 00:00:00,,2,1,251,,1,71,1,9022
1536,04/03/2021 00:00:00,,13,2,0,"Ramon Kassin",1,71,1,0
1537,03/04/2021 00:00:00,,2,1,236,,1,71,1,9023
1538,03/04/2021 00:00:00,,2,1,236,,2,71,1,9024
1539,05/03/2021 00:00:00,,5,2,0,"Aeropostale",1,71,1,0
1540,05/03/2021 00:00:00,,10,1,0,,1,71,1,0
1541,05/03/2021 00:00:00,,7,2,0,"Rafael Salda¤a",1,71,1,0
1542,05/03/2021 00:00:00,,15,2,0,,1,71,1,0
1543,05/03/2021 00:00:00,,15,2,0,,2,71,1,0
1544,06/03/2021 00:00:00,,2,1,158,,1,71,1,0
1545,03/06/2021 00:00:00,,2,1,158,,1,71,1,9028
1546,06/03/2021 00:00:00,,2,1,158,,1,71,1,0
1547,08/03/2021 00:00:00,,5,2,0,"Aeropostale",1,71,1,0
1548,08/03/2021 00:00:00,,7,2,0,"Rafael Salda¤a",1,71,1,0
1549,08/03/2021 00:00:00,"Segundas (1550)",9,2,0,,1,71,1,0
1550,08/03/2021 00:00:00,"Primeras (1549)",9,1,0,,2,71,1,0
1551,08/03/2021 00:00:00,,15,2,0,,1,71,1,0
1553,08/03/2021 00:00:00,,14,1,0,,2,71,1,0
1554,08/03/2021 00:00:00,"Segundas (1555)",9,2,0,,1,71,1,0
1555,08/03/2021 00:00:00,"Primeras (1554)",9,1,0,,2,71,1,0
1556,08/03/2021 00:00:00,,15,2,0,,1,71,1,0
1557,08/03/2021 00:00:00,"Segundas (1558)",9,2,0,,1,71,1,0
1558,08/03/2021 00:00:00,"Primeras (1557)",9,1,0,,2,71,1,0
1559,08/03/2021 00:00:00,,15,2,0,,1,71,1,0
1560,08/03/2021 00:00:00,"Segundas (1561)",9,2,0,,1,71,1,0
1561,08/03/2021 00:00:00,"Primeras (1560)",9,1,0,,2,71,1,0
1562,08/03/2021 00:00:00,,15,2,0,,1,71,1,0
1563,08/03/2021 00:00:00,"Segundas (1564)",9,2,0,,1,71,1,0
1564,08/03/2021 00:00:00,"Primeras (1563)",9,1,0,,2,71,1,0
1565,06/03/2021 00:00:00,,2,1,404,,1,71,1,0
1566,08/03/2021 00:00:00,,5,2,0,"Cklass",1,71,1,0
1567,08/03/2021 00:00:00,,15,2,0,,1,71,1,0
1568,08/03/2021 00:00:00,,15,2,0,,1,71,1,0
1569,08/03/2021 00:00:00,,15,2,0,,2,71,1,0
1570,08/03/2021 00:00:00,,15,2,0,,1,71,1,0
1571,08/03/2021 00:00:00,,12,1,0,,1,71,1,0
1572,08/03/2021 00:00:00,,15,2,0,,1,71,1,0
1573,08/03/2021 00:00:00,,15,2,0,,2,71,1,0
1574,08/03/2021 00:00:00,"Segundas (1575)",9,2,0,,1,71,1,0
1575,08/03/2021 00:00:00,"Primeras (1574)",9,1,0,,2,71,1,0
1576,08/03/2021 00:00:00,,0,2,0,,1,71,1,0
1577,19/02/2021 00:00:00,,2,1,404,,1,71,1,8998
1578,19/02/2021 00:00:00,,2,1,404,,2,71,1,8999
1579,03/08/2021 00:00:00,,2,1,404,,1,71,1,9031
1580,03/05/2021 00:00:00,,2,1,396,,1,71,1,9032
1581,03/05/2021 00:00:00,,2,1,396,,2,71,1,9033
1582,03/09/2021 00:00:00,,2,1,158,,1,71,1,9034
1583,03/09/2021 00:00:00,,2,1,158,,1,71,1,9036
1584,03/09/2021 00:00:00,,2,1,158,,2,71,1,9037
1585,03/09/2021 00:00:00,,2,1,251,,1,71,1,9039
1586,03/09/2021 00:00:00,,2,1,251,,1,71,1,9041
1587,10/03/2021 00:00:00,,5,2,0,"C&A",1,71,1,0
1588,10/03/2021 00:00:00,,12,1,0,,1,71,1,0
1589,10/03/2021 00:00:00,"Segundas (1590)",9,2,0,,1,71,1,0
1590,10/03/2021 00:00:00,"Primeras (1589)",9,1,0,,2,71,1,0
1591,10/03/2021 00:00:00,,15,2,0,,1,71,1,0
1592,10/03/2021 00:00:00,"Segundas (1593)",9,2,0,,1,71,1,0
1593,10/03/2021 00:00:00,"Primeras (1592)",9,1,0,,2,71,1,0
1594,10/03/2021 00:00:00,,15,2,0,,1,71,1,0
1595,11/03/2021 00:00:00,"Segundas (1596)",9,2,0,,1,71,1,0
1596,11/03/2021 00:00:00,"Primeras (1595)",9,1,0,,2,71,1,0
1597,11/03/2021 00:00:00,,15,2,0,,1,71,1,0
1598,11/03/2021 00:00:00,"Segundas (1599)",9,2,0,,1,71,1,0
1599,11/03/2021 00:00:00,"Primeras (1598)",9,1,0,,2,71,1,0
1600,11/03/2021 00:00:00,,15,2,0,,1,71,1,0
1601,11/03/2021 00:00:00,"Primeras (1602)",9,2,0,,2,71,1,0
1602,11/03/2021 00:00:00,"Segundas (1601)",9,1,0,,1,71,1,0
1603,11/03/2021 00:00:00,,15,2,0,,2,71,1,0
1604,11/03/2021 00:00:00,"Segundas (1605)",9,2,0,,1,71,1,0
1605,11/03/2021 00:00:00,"Primeras (1604)",9,1,0,,2,71,1,0
1606,11/03/2021 00:00:00,,15,2,0,,1,71,1,0
1607,11/03/2021 00:00:00,,15,2,0,,1,71,1,0
1608,11/03/2021 00:00:00,"Primeras (1609)",9,2,0,,2,71,1,0
1609,11/03/2021 00:00:00,"Segundas (1608)",9,1,0,,1,71,1,0
1610,11/03/2021 00:00:00,,15,2,0,,2,71,1,0
1611,11/03/2021 00:00:00,"Primeras (1612)",9,2,0,,2,71,1,0
1612,11/03/2021 00:00:00,"Segundas (1611)",9,1,0,,1,71,1,0
1613,11/03/2021 00:00:00,,15,2,0,,2,71,1,0
1614,03/11/2021 00:00:00,,2,1,226,,1,71,1,9042
1615,03/11/2021 00:00:00,,2,1,404,,1,71,1,9043
1616,11/03/2021 00:00:00,,14,1,0,,1,71,1,0
1617,03/11/2021 00:00:00,,2,1,396,,1,71,1,9045
1618,03/11/2021 00:00:00,,2,1,396,,2,71,1,9046
1619,03/11/2021 00:00:00,,2,1,404,,1,71,1,9048
1620,03/11/2021 00:00:00,,2,1,62,,1,71,1,9049
1621,03/11/2021 00:00:00,,2,1,62,,2,71,1,9050
1622,12/03/2021 00:00:00,"Primeras (1623)",9,2,0,,2,71,1,0
1623,12/03/2021 00:00:00,"Segundas (1622)",9,1,0,,1,71,1,0
1624,12/03/2021 00:00:00,,15,2,0,,2,71,1,0
1625,12/03/2021 00:00:00,,15,2,0,,1,71,1,0
1626,12/03/2021 00:00:00,,15,2,0,,2,71,1,0
1629,12/03/2021 00:00:00,"Segundas (1630)",9,2,0,,1,71,1,0
1630,12/03/2021 00:00:00,"Primeras (1629)",9,1,0,,2,71,1,0
1631,12/03/2021 00:00:00,,15,2,0,,1,71,1,0
1634,12/03/2021 00:00:00,"Primeras (1635)",9,2,0,,2,71,1,0
1635,12/03/2021 00:00:00,"Segundas (1634)",9,1,0,,1,71,1,0
1636,12/03/2021 00:00:00,,15,2,0,,2,71,1,0
1637,03/12/2021 00:00:00,,2,1,236,,1,71,1,9052
1638,03/12/2021 00:00:00,,2,1,236,,2,71,1,9053
1639,15/03/2021 00:00:00,,2,1,158,,1,71,1,9054
1640,15/03/2021 00:00:00,,2,1,158,,1,71,1,0
1641,15/03/2021 00:00:00,,2,1,62,,1,71,1,0
1642,13/03/2021 00:00:00,,2,1,251,,1,71,1,9057
1643,13/03/2021 00:00:00,,2,1,251,,1,71,1,9058
1644,15/03/2021 00:00:00,,5,2,0,"Soriana",1,71,1,0
1645,16/03/2021 00:00:00,,5,2,0,"Cklass",1,71,1,0
1646,16/03/2021 00:00:00,,5,2,0,"C&A",1,71,1,0
1647,16/03/2021 00:00:00,,14,1,0,,1,71,1,0
1648,16/03/2021 00:00:00,"Segundas (1649)",9,2,0,,1,71,1,0
1649,16/03/2021 00:00:00,"Primeras (1648)",9,1,0,,2,71,1,0
1650,16/03/2021 00:00:00,"Primeras (1651)",9,2,0,,2,71,1,0
1651,16/03/2021 00:00:00,"Segundas (1650)",9,1,0,,1,71,1,0
1652,16/03/2021 00:00:00,,14,1,0,,1,71,1,0
1653,17/03/2021 00:00:00,,2,1,187,,1,71,1,9059
1654,17/03/2021 00:00:00,,2,1,187,,1,71,1,9060
1655,17/03/2021 00:00:00,,2,1,187,,2,71,1,9061
1656,17/03/2021 00:00:00,,2,1,404,,1,71,1,9062
1657,17/03/2021 00:00:00,,2,1,404,,2,71,1,9063
1658,17/03/2021 00:00:00,,2,1,396,,1,71,1,9064
1659,18/03/2021 00:00:00,,2,1,396,,1,71,1,9065
1660,18/03/2021 00:00:00,,2,1,251,,1,71,1,9067
1661,18/03/2021 00:00:00,,2,1,251,,1,71,1,9069
1662,19/03/2021 00:00:00,,2,1,16,,1,71,1,9070
1663,19/03/2021 00:00:00,,2,1,16,,2,71,1,9071
1664,19/03/2021 00:00:00,,2,1,16,,1,71,1,9073
1665,19/03/2021 00:00:00,,2,1,16,,2,71,1,9074
1666,22/03/2021 00:00:00,,2,1,62,,1,71,1,0
1667,22/03/2021 00:00:00,,2,1,251,,1,71,1,9078
1668,22/03/2021 00:00:00,,2,1,251,,1,71,1,9080
1669,22/03/2021 00:00:00,,2,1,404,,1,71,1,9082
1670,22/03/2021 00:00:00,,2,1,404,,2,71,1,9084
1671,22/03/2021 00:00:00,,2,1,404,,1,71,1,0
1672,22/03/2021 00:00:00,,2,1,404,,2,71,1,0
1673,22/03/2021 00:00:00,,2,1,236,,1,71,1,0
1674,22/03/2021 00:00:00,,2,1,236,,2,71,1,0
1675,22/03/2021 00:00:00,,2,1,158,,1,71,1,0
1676,23/03/2021 00:00:00,,5,2,0,,1,71,1,0
1677,23/03/2021 00:00:00,"Primeras (1678)",9,2,0,,2,71,1,0
1678,23/03/2021 00:00:00,"Segundas (1677)",9,1,0,,1,71,1,0
1679,23/03/2021 00:00:00,,15,2,0,,2,71,1,0
1680,23/03/2021 00:00:00,,15,2,0,,1,71,1,0
1681,23/03/2021 00:00:00,"Segundas (1682)",9,2,0,,1,71,1,0
