"IdIPT_Movs","Fecha","Referencia","IdIPT_TipoMov","EnSa","IdMaquileros","ObsMovs","IdIPT_Almacenes","IdUsuarios","TieneModelos","IdRecibos"
93,09/04/2020 00:00:00,,2,1,404,,2,71,1,8305
95,07/09/2020 00:00:00,,11,2,0,,1,71,1,0
96,09/06/2020 00:00:00,,2,1,251,,1,71,1,8306
97,09/06/2020 00:00:00,,2,1,251,,2,71,1,8308
98,09/06/2020 00:00:00,,2,1,251,,1,71,1,8309
99,09/03/2020 00:00:00,,2,1,251,,1,71,1,8300
100,09/03/2020 00:00:00,,2,1,251,,2,71,1,8301
101,09/03/2020 00:00:00,,2,1,251,,2,71,1,8301
102,07/09/2020 00:00:00,,5,2,0,,1,71,1,0
103,09/03/2020 00:00:00,,2,1,226,,1,71,1,8302
104,09/03/2020 00:00:00,,2,1,226,,2,71,1,8303
105,07/09/2020 00:00:00,,5,2,0,,1,71,1,0
106,07/09/2020 00:00:00,,15,2,0,,1,71,1,0
107,07/09/2020 00:00:00,,15,2,0,,2,71,1,0
108,07/09/2020 00:00:00,,2,1,0,,1,71,1,0
109,07/09/2020 00:00:00,,2,1,0,,2,71,1,0
110,07/09/2020 00:00:00,,5,2,0,,1,71,1,0
111,07/09/2020 00:00:00,"Primeras (112)",9,2,0,,2,71,1,0
