"IdCC_AuditoriasDet","IdCC_Auditorias","IdCC_Catalogo","NumFallas"
1632,54,24,0
1633,54,25,0
1634,54,26,0
1635,54,27,0
1636,54,29,0
1637,54,30,0
1638,54,31,0
1639,54,32,0
1640,54,33,0
1641,54,34,5
1642,54,35,0
1643,54,36,0
1644,54,37,0
1645,55,1,0
1646,55,2,0
1647,55,3,0
1648,55,4,0
1649,55,5,0
1650,55,6,0
1652,55,11,0
1653,55,12,0
1654,55,14,0
1655,55,15,0
1656,55,16,0
1658,55,18,0
1659,55,19,0
1660,55,20,0
1661,55,21,0
1662,55,22,0
1663,55,24,0
1664,55,25,0
1665,55,26,0
1666,55,27,0
1667,55,29,0
1668,55,30,0
1669,55,31,0
1670,55,32,0
1671,55,33,0
1672,55,34,5
1673,55,35,0
1674,55,36,0
1675,55,37,0
1676,56,1,0
1677,56,2,0
1678,56,3,0
1679,56,4,0
1680,56,5,0
1681,56,6,0
1683,56,11,0
1684,56,12,0
1685,56,14,0
1686,56,15,0
1687,56,16,0
1689,56,18,0
1690,56,19,0
1691,56,20,0
1692,56,21,0
1693,56,22,32
1694,56,24,0
1695,56,25,0
1696,56,26,0
1697,56,27,0
1698,56,29,0
1699,56,30,0
1700,56,31,0
1701,56,32,0
1702,56,33,0
1703,56,34,0
1704,56,35,0
1705,56,36,0
1706,56,37,0
1707,57,1,0
1708,57,2,0
1709,57,3,0
1710,57,4,0
1711,57,5,0
1712,57,6,0
