"IdCC_AuditoriasDet","IdCC_Auditorias","IdCC_Catalogo","NumFallas"
3718,117,40,0
3719,118,1,0
3720,118,2,0
3721,118,3,0
3722,118,4,0
3723,118,5,0
3724,118,6,0
3726,118,11,0
3727,118,12,0
3728,118,14,0
3729,118,15,0
3730,118,16,0
3732,118,18,0
3733,118,19,0
3734,118,20,0
3735,118,21,0
3736,118,22,0
3737,118,24,0
3738,118,25,0
3739,118,26,1
3740,118,27,0
3741,118,29,0
3742,118,30,0
3743,118,31,0
3744,118,32,0
3745,118,33,0
3746,118,34,4
3747,118,35,0
3748,118,36,0
3749,118,37,0
3750,118,39,0
3751,118,40,0
3752,119,1,0
3753,119,2,0
3754,119,3,0
3755,119,4,0
3756,119,5,0
3757,119,6,0
3759,119,11,0
3760,119,12,0
3761,119,14,0
3762,119,15,0
3763,119,16,0
3765,119,18,0
3766,119,19,0
3767,119,20,0
3768,119,21,0
3769,119,22,0
3770,119,24,0
3771,119,25,0
3772,119,26,0
3773,119,27,0
3774,119,29,0
3775,119,30,0
3776,119,31,0
3777,119,32,0
3778,119,33,0
3779,119,34,0
3780,119,35,0
3781,119,36,0
3782,119,37,0
3783,119,39,0
3784,119,40,0
3785,120,1,0
3786,120,2,0
3787,120,3,0
3788,120,4,0
3789,120,5,0
3790,120,6,0
3792,120,11,0
3793,120,12,0
3794,120,14,0
3795,120,15,0
3796,120,16,0
3798,120,18,0
3799,120,19,0
3800,120,20,0
3801,120,21,0
3802,120,22,0
3803,120,24,0
3804,120,25,0
3805,120,26,0
3806,120,27,0
3807,120,29,0
3808,120,30,0
3809,120,31,0
3810,120,32,0
3811,120,33,0
3812,120,34,1
3813,120,35,0
3814,120,36,0
3815,120,37,0
3816,120,39,0
3817,120,40,0
3818,121,1,0
3819,121,2,0
3820,121,3,0
3821,121,4,0
3822,121,5,0
3823,121,6,0
3825,121,11,0
3826,121,12,0
3827,121,14,0
3828,121,15,0
3829,121,16,0
3831,121,18,0
3832,121,19,0
3833,121,20,0
3834,121,21,0
3835,121,22,0
3836,121,24,0
3837,121,25,0
3838,121,26,0
3839,121,27,0
3840,121,29,0
3841,121,30,0
3842,121,31,0
3843,121,32,0
3844,121,33,0
3845,121,34,2
3846,121,35,0
3847,121,36,0
3848,121,37,0
3849,121,39,0
3850,121,40,0
3851,122,1,0
3852,122,2,0
3853,122,3,0
3854,122,4,0
3855,122,5,0
3856,122,6,0
3858,122,11,0
3859,122,12,0
3860,122,14,0
3861,122,15,0
3862,122,16,0
3864,122,18,0
3865,122,19,0
3866,122,20,0
3867,122,21,0
3868,122,22,0
3869,122,24,0
3870,122,25,0
3871,122,26,0
3872,122,27,0
3873,122,29,0
3874,122,30,0
3875,122,31,0
3876,122,32,0
3877,122,33,0
3878,122,34,2
3879,122,35,4
3880,122,36,0
3881,122,37,2
3882,122,39,0
3883,122,40,0
3884,123,1,0
3885,123,2,0
3886,123,3,0
3887,123,4,0
3888,123,5,0
3889,123,6,0
3890,123,8,0
3891,123,11,0
3892,123,12,0
3894,123,15,0
3895,123,16,0
3897,123,18,0
3898,123,19,0
3899,123,20,0
3900,123,21,0
3901,123,22,0
3902,123,24,2
3903,123,25,0
3904,123,26,0
3905,123,27,0
3906,123,29,0
3907,123,30,0
3908,123,31,0
3909,123,32,1
3910,123,33,0
3911,123,34,12
3912,123,35,2
3913,123,36,0
3914,123,37,0
3915,123,39,0
3916,123,40,0
3917,124,1,0
3918,124,2,0
3919,124,3,0
3920,124,4,0
3921,124,5,0
3922,124,6,0
3923,124,8,0
3924,124,11,0
3925,124,12,0
3927,124,15,0
3928,124,16,0
3930,124,18,0
3931,124,19,0
3932,124,20,0
3933,124,21,0
3934,124,22,0
3935,124,24,0
3936,124,25,0
3937,124,26,0
3938,124,27,0
3939,124,29,0
3940,124,30,0
3941,124,31,0
3942,124,32,0
3943,124,33,0
3944,124,34,7
3945,124,35,0
3946,124,36,0
3947,124,37,0
3948,124,39,0
3949,124,40,0
3950,125,1,0
3951,125,2,0
3952,125,3,0
3953,125,4,0
3954,125,5,0
3955,125,6,0
3957,125,11,0
3958,125,12,0
3959,125,14,0
3960,125,15,0
3961,125,16,0
3963,125,18,0
3964,125,19,0
3965,125,20,0
3966,125,21,0
3967,125,22,0
3968,125,24,0
3969,125,25,0
3970,125,26,0
3971,125,27,0
3972,125,29,0
3973,125,30,0
3974,125,31,0
3975,125,32,0
3976,125,33,0
3977,125,34,14
3978,125,35,0
3979,125,36,6
3980,125,37,6
3981,125,39,0
3982,125,40,0
3983,126,1,0
3984,126,2,0
3985,126,3,0
3986,126,4,0
3987,126,5,0
3988,126,6,0
3990,126,11,0
3991,126,12,0
3992,126,14,0
3993,126,15,0
3994,126,16,0
3996,126,18,0
3997,126,19,0
3998,126,20,0
3999,126,21,0
4000,126,22,0
4001,126,24,0
4002,126,25,0
4003,126,26,0
4004,126,27,0
4005,126,29,0
4006,126,30,0
4007,126,31,0
4008,126,32,0
4009,126,33,0
4010,126,34,16
4011,126,35,0
4012,126,36,0
4013,126,37,0
4014,126,39,0
4015,126,40,0
4016,127,1,0
4017,127,2,0
4018,127,3,0
4019,127,4,0
4020,127,5,0
4021,127,6,0
4023,127,11,0
4024,127,12,0
4025,127,14,0
4026,127,15,0
4027,127,16,0
4029,127,18,0
4030,127,19,0
4031,127,20,0
4032,127,21,0
4033,127,22,0
4034,127,24,0
4035,127,25,0
4036,127,26,0
4037,127,27,0
4038,127,29,0
4039,127,30,0
4040,127,31,0
4041,127,32,0
4042,127,33,0
4043,127,34,15
4044,127,35,0
4045,127,36,0
4046,127,37,0
4047,127,39,0
4048,127,40,0
4049,128,1,0
4050,128,2,0
4051,128,3,0
4052,128,4,0
4053,128,5,0
4054,128,6,0
4056,128,11,0
4057,128,12,0
4058,128,14,0
4059,128,15,0
4060,128,16,0
4062,128,18,0
4063,128,19,0
4064,128,20,0
4065,128,21,0
4066,128,22,0
4067,128,24,0
4068,128,25,0
4069,128,26,0
4070,128,27,0
4071,128,29,0
4072,128,30,0
4073,128,31,0
4074,128,32,0
4075,128,33,0
4076,128,34,13
4077,128,35,0
4078,128,36,0
4079,128,37,0
4080,128,39,0
4081,128,40,0
4082,129,1,0
4083,129,2,0
4084,129,3,0
4085,129,4,0
4086,129,5,0
4087,129,6,0
4089,129,11,0
4090,129,12,0
4091,129,14,0
4092,129,15,0
4093,129,16,0
4095,129,18,0
4096,129,19,0
4097,129,20,0
4098,129,21,0
4099,129,22,0
4100,129,24,0
4101,129,25,0
4102,129,26,0
4103,129,27,0
4104,129,29,0
4105,129,30,0
4106,129,31,0
4107,129,32,0
4108,129,33,0
4109,129,34,8
4110,129,35,0
4111,129,36,0
4112,129,37,0
4113,129,39,0
4114,129,40,0
4115,130,1,0
4116,130,2,0
4117,130,3,0
4118,130,4,0
4119,130,5,0
4120,130,6,0
4122,130,11,0
4123,130,12,0
4124,130,14,0
4125,130,15,0
4126,130,16,0
4128,130,18,0
4129,130,19,0
4130,130,20,0
4131,130,21,0
4132,130,22,0
4133,130,24,0
4134,130,25,0
4135,130,26,0
4136,130,27,0
4137,130,29,0
4138,130,30,0
4139,130,31,0
4140,130,32,0
4141,130,33,0
4142,130,34,9
4143,130,35,0
4144,130,36,0
4145,130,37,0
4146,130,39,0
4147,130,40,0
4148,131,1,0
4149,131,2,0
4150,131,3,0
4151,131,4,0
4152,131,5,0
4153,131,6,0
4155,131,11,0
4156,131,12,3
4157,131,14,0
4158,131,15,0
4159,131,16,0
4160,131,17,0
4161,131,18,0
4162,131,19,0
4163,131,20,0
4164,131,21,0
4165,131,22,0
4166,131,24,0
4167,131,25,0
4168,131,26,0
4169,131,27,0
4170,131,29,0
4171,131,30,0
4172,131,31,0
4173,131,32,0
4174,131,33,0
4175,131,34,5
4176,131,35,1
4177,131,36,0
4178,131,37,0
4179,131,39,0
4180,131,40,0
4181,132,1,0
4182,132,2,0
4183,132,3,0
4184,132,4,0
4185,132,5,0
4186,132,6,0
4187,132,8,0
4188,132,11,0
4189,132,12,0
4191,132,15,0
4192,132,16,0
4194,132,18,0
4195,132,19,0
4196,132,20,0
4197,132,21,0
4198,132,22,0
4199,132,24,0
4200,132,25,0
4201,132,26,0
4202,132,27,0
4203,132,29,0
4204,132,30,0
4205,132,31,0
4206,132,32,0
4207,132,33,2
4208,132,34,6
4209,132,35,1
4210,132,36,1
4211,132,37,0
4212,132,39,0
4213,132,40,0
4214,133,1,0
4215,133,2,0
4216,133,3,0
4217,133,4,0
4218,133,5,0
4219,133,6,0
4220,133,8,0
4221,133,11,0
4222,133,12,0
4224,133,15,0
4225,133,16,1
4227,133,18,0
4228,133,19,0
4229,133,20,0
4230,133,21,0
4231,133,22,0
4232,133,24,0
4233,133,25,0
4234,133,26,0
4235,133,27,0
4236,133,29,0
4237,133,30,0
4238,133,31,0
4239,133,32,0
4240,133,33,0
4241,133,34,0
4242,133,35,0
4243,133,36,0
4244,133,37,0
4245,133,39,0
4246,133,40,0
4247,134,1,0
4248,134,2,0
4249,134,3,0
4250,134,4,0
4251,134,5,0
4252,134,6,0
4254,134,11,0
4255,134,12,0
4256,134,14,0
4257,134,15,0
4258,134,16,0
4260,134,18,0
4261,134,19,0
4262,134,20,0
4263,134,21,0
4264,134,22,0
4265,134,24,0
4266,134,25,0
4267,134,26,0
4268,134,27,0
4269,134,29,0
4270,134,30,0
4271,134,31,0
4272,134,32,0
4273,134,33,0
4274,134,34,0
4275,134,35,3
4276,134,36,0
4277,134,37,0
4278,134,39,0
4279,134,40,0
4280,135,1,0
4281,135,2,0
4282,135,3,0
4283,135,4,0
4284,135,5,0
4285,135,6,0
4287,135,11,0
4288,135,12,0
4289,135,14,0
4290,135,15,0
4291,135,16,0
4293,135,18,0
4294,135,19,0
4295,135,20,0
4296,135,21,0
4297,135,22,0
4298,135,24,0
4299,135,25,0
4300,135,26,0
4301,135,27,0
4302,135,29,0
4303,135,30,0
4304,135,31,0
4305,135,32,0
4306,135,33,0
4307,135,34,0
4308,135,35,0
4309,135,36,0
4310,135,37,0
4311,135,39,0
4312,135,40,0
4313,136,1,0
4314,136,2,0
4315,136,3,0
4316,136,4,0
4317,136,5,0
4318,136,6,0
4319,136,8,0
4320,136,11,0
4321,136,12,0
4323,136,15,0
4324,136,16,0
4325,136,17,0
4326,136,18,0
4327,136,19,0
4328,136,20,0
4329,136,21,0
4330,136,22,0
4331,136,24,0
4332,136,25,0
4333,136,26,0
4334,136,27,0
4335,136,29,0
4336,136,30,0
4337,136,31,0
4338,136,32,0
4339,136,33,0
4340,136,34,0
4341,136,35,0
4342,136,36,0
4343,136,37,0
4344,136,39,0
4345,136,40,0
4346,137,1,0
4347,137,2,0
4348,137,3,0
4349,137,4,0
4350,137,5,0
4351,137,6,0
4353,137,11,9
4354,137,12,0
4355,137,14,0
4356,137,15,0
4357,137,16,3
4359,137,18,0
4360,137,19,0
4361,137,20,0
4362,137,21,0
4363,137,22,0
4364,137,24,0
4365,137,25,0
4366,137,26,0
4367,137,27,0
4368,137,29,0
4369,137,30,0
4370,137,31,0
4371,137,32,0
4372,137,33,0
4373,137,34,4
4374,137,35,0
4375,137,36,0
4376,137,37,0
4377,137,39,0
4378,137,40,0
4379,138,1,0
4380,138,2,0
4381,138,3,0
4382,138,4,0
4383,138,5,0
4384,138,6,0
4385,138,8,0
4386,138,11,3
4387,138,12,0
4389,138,15,0
4390,138,16,0
4392,138,18,0
4393,138,19,0
4394,138,20,0
4395,138,21,0
4396,138,22,0
4397,138,24,0
4398,138,25,0
4399,138,26,0
4400,138,27,0
4401,138,29,0
4402,138,30,0
4403,138,31,0
4404,138,32,0
4405,138,33,0
4406,138,34,0
4407,138,35,0
4408,138,36,0
4409,138,37,0
4410,138,39,0
4411,138,40,0
4412,139,1,0
4413,139,2,0
4414,139,3,0
4415,139,4,0
4416,139,5,0
4417,139,6,0
4418,139,8,0
4419,139,11,0
4420,139,12,0
4421,139,14,0
4422,139,15,0
4423,139,16,0
4424,139,17,0
4425,139,18,1
4426,139,19,0
4427,139,20,0
4428,139,21,0
4429,139,22,0
4430,139,24,0
4431,139,25,0
4432,139,26,0
4433,139,27,0
4434,139,29,0
4435,139,30,0
4436,139,31,0
4437,139,32,0
4438,139,33,0
4439,139,34,0
4440,139,35,0
4441,139,36,0
4442,139,37,0
4443,139,39,0
4444,139,40,0
4445,140,1,0
4446,140,2,0
4447,140,3,0
4448,140,4,0
4449,140,5,0
4450,140,6,0
4451,140,8,0
4452,140,11,0
4453,140,12,0
4454,140,14,0
4455,140,15,0
4456,140,16,0
4458,140,18,0
4459,140,19,0
4460,140,20,0
4461,140,21,0
4462,140,22,0
4463,140,24,0
4464,140,25,0
4465,140,26,0
4466,140,27,0
4467,140,29,0
4468,140,30,0
4469,140,31,0
4470,140,32,0
4471,140,33,0
4472,140,34,0
4473,140,35,0
4474,140,36,0
4475,140,37,2
4476,140,39,0
4477,140,40,0
4478,141,1,0
4479,141,2,0
4480,141,3,0
4481,141,4,0
4482,141,5,0
4483,141,6,0
4485,141,11,0
4486,141,12,0
4487,141,14,0
4488,141,15,0
4489,141,16,0
4491,141,18,0
4492,141,19,0
4493,141,20,0
4494,141,21,0
4495,141,22,0
4496,141,24,0
4497,141,25,0
4498,141,26,0
4499,141,27,0
4500,141,29,0
4501,141,30,0
4502,141,31,0
4503,141,32,0
4504,141,33,0
4505,141,34,5
4506,141,35,0
4507,141,36,0
4508,141,37,0
4509,141,39,0
4510,141,40,0
4511,142,1,0
4512,142,2,0
4513,142,3,0
4514,142,4,0
4515,142,5,0
4516,142,6,0
4518,142,11,0
4519,142,12,0
4520,142,14,0
4521,142,15,0
4522,142,16,0
4524,142,18,0
4525,142,19,0
4526,142,20,0
4527,142,21,0
4528,142,22,0
4529,142,24,0
4530,142,25,0
4531,142,26,2
4532,142,27,0
4533,142,29,0
4534,142,30,0
4535,142,31,0
4536,142,32,0
4537,142,33,0
4538,142,34,5
4539,142,35,0
4540,142,36,0
4541,142,37,0
4542,142,39,0
4543,142,40,0
4544,143,1,0
4545,143,2,0
4546,143,3,0
4547,143,4,0
4548,143,5,0
4549,143,6,0
4551,143,11,0
4552,143,12,0
4553,143,14,0
4554,143,15,0
4555,143,16,0
4557,143,18,0
4558,143,19,0
4559,143,20,0
4560,143,21,0
4561,143,22,0
4562,143,24,0
4563,143,25,0
4564,143,26,0
4565,143,27,0
4566,143,29,0
4567,143,30,0
4568,143,31,0
4569,143,32,0
4570,143,33,0
4571,143,34,0
4572,143,35,0
4573,143,36,1
4574,143,37,0
4575,143,39,0
4576,143,40,0
4577,144,1,0
4578,144,2,0
4579,144,3,0
4580,144,4,0
4581,144,5,0
4582,144,6,0
4584,144,11,0
4585,144,12,0
4586,144,14,0
4587,144,15,0
4588,144,16,0
4590,144,18,0
4591,144,19,0
4592,144,20,0
4593,144,21,0
4594,144,22,0
4595,144,24,0
4596,144,25,0
4597,144,26,0
4598,144,27,0
4599,144,29,0
4600,144,30,0
4601,144,31,0
4602,144,32,0
4603,144,33,0
4604,144,34,0
4605,144,35,2
4606,144,36,0
4607,144,37,0
4608,144,39,0
4609,144,40,0
4610,145,1,0
4611,145,2,0
4612,145,3,0
4613,145,4,0
4614,145,5,0
4615,145,6,0
4617,145,11,0
4618,145,12,0
4619,145,14,0
4620,145,15,0
4621,145,16,0
4623,145,18,2
4624,145,19,0
4625,145,20,0
4626,145,21,0
4627,145,22,0
4628,145,24,0
4629,145,25,0
4630,145,26,0
4631,145,27,0
4632,145,29,0
4633,145,30,0
4634,145,31,0
4635,145,32,0
4636,145,33,0
4637,145,34,7
4638,145,35,0
4639,145,36,0
4640,145,37,17
4641,145,39,0
4642,145,40,0
4643,146,1,0
4644,146,2,0
4645,146,3,0
4646,146,4,0
4647,146,5,0
4648,146,6,0
4650,146,11,0
4651,146,12,0
4652,146,14,0
4653,146,15,0
4654,146,16,0
4656,146,18,0
4657,146,19,0
4658,146,20,0
4659,146,21,0
4660,146,22,0
4661,146,24,0
4662,146,25,0
4663,146,26,0
4664,146,27,0
4665,146,29,0
4666,146,30,0
4667,146,31,0
4668,146,32,0
4669,146,33,0
4670,146,34,1
4671,146,35,0
4672,146,36,0
4673,146,37,0
4674,146,39,0
4675,146,40,0
4676,147,1,0
4677,147,2,0
4678,147,3,0
4679,147,4,0
4680,147,5,0
4681,147,6,0
4683,147,11,0
4684,147,12,0
4685,147,14,0
4686,147,15,0
4687,147,16,0
4689,147,18,0
4690,147,19,0
4691,147,20,0
4692,147,21,0
4693,147,22,0
4694,147,24,0
4695,147,25,0
4696,147,26,0
4697,147,27,0
4698,147,29,0
4699,147,30,0
4700,147,31,0
4701,147,32,0
4702,147,33,0
4703,147,34,0
4704,147,35,0
4705,147,36,2
4706,147,37,1
4707,147,39,0
4708,147,40,0
4709,148,1,0
4710,148,2,0
4711,148,3,0
4712,148,4,0
4713,148,5,0
4714,148,6,0
4716,148,11,0
4717,148,12,0
4719,148,15,0
4720,148,16,0
4722,148,18,0
4723,148,19,0
4724,148,20,0
4725,148,21,0
4726,148,22,1
4727,148,24,0
4728,148,25,0
4729,148,26,0
4730,148,27,0
4731,148,29,0
4732,148,30,0
4733,148,31,0
4734,148,32,0
4735,148,33,0
4736,148,34,4
4737,148,35,1
4738,148,36,0
4739,148,37,0
4740,148,39,0
4741,148,40,0
4742,149,1,0
4743,149,2,0
4744,149,3,0
4745,149,4,0
4746,149,5,0
4747,149,6,0
4749,149,11,0
4750,149,12,0
4751,149,14,0
4752,149,15,0
4753,149,16,0
4755,149,18,0
4756,149,19,0
4757,149,20,0
4758,149,21,0
4759,149,22,0
4760,149,24,0
4761,149,25,0
4762,149,26,0
4763,149,27,0
4764,149,29,0
4765,149,30,0
4766,149,31,0
4767,149,32,0
4768,149,33,0
4769,149,34,2
4770,149,35,0
4771,149,36,0
4772,149,37,1
4773,149,39,0
4774,149,40,0
4775,150,1,0
4776,150,2,0
4777,150,3,0
4778,150,4,0
4779,150,5,0
4780,150,6,0
4782,150,11,0
4783,150,12,0
4784,150,14,0
4785,150,15,0
4786,150,16,0
4788,150,18,0
4789,150,19,0
4790,150,20,0
4791,150,21,0
4792,150,22,1
4793,150,24,0
4794,150,25,0
4795,150,26,0
4796,150,27,0
4797,150,29,0
4798,150,30,0
4799,150,31,0
4800,150,32,0
4801,150,33,0
4802,150,34,2
4803,150,35,1
4804,150,36,1
4805,150,37,0
4806,150,39,0
4807,150,40,0
4808,151,1,0
4809,151,2,0
4810,151,3,0
4811,151,4,0
4812,151,5,0
4813,151,6,0
4815,151,11,0
4816,151,12,0
4817,151,14,0
4818,151,15,0
4819,151,16,0
4821,151,18,0
4822,151,19,0
4823,151,20,0
4824,151,21,0
4825,151,22,0
4826,151,24,0
4827,151,25,0
4828,151,26,0
4829,151,27,0
4830,151,29,0
4831,151,30,0
4832,151,31,0
4833,151,32,0
4834,151,33,0
4835,151,34,0
4836,151,35,0
4837,151,36,0
4838,151,37,0
4839,151,39,0
4840,151,40,1
4841,152,1,0
4842,152,2,0
4843,152,3,0
4844,152,4,0
4845,152,5,0
4846,152,6,0
4848,152,11,0
4849,152,12,0
4850,152,14,0
4851,152,15,0
4852,152,16,0
4854,152,18,0
4855,152,19,0
4856,152,20,0
4857,152,21,0
4858,152,22,0
4859,152,24,0
4860,152,25,0
4861,152,26,0
4862,152,27,20
4863,152,29,0
4864,152,30,0
4865,152,31,0
4866,152,32,0
4867,152,33,0
4868,152,34,0
4869,152,35,0
4870,152,36,0
4871,152,37,0
4872,152,39,0
4873,152,40,0
4874,153,1,0
4875,153,2,0
4876,153,3,0
4877,153,4,0
4878,153,5,0
4879,153,6,0
4881,153,11,0
4882,153,12,0
4884,153,15,0
4885,153,16,0
4887,153,18,0
4888,153,19,0
4889,153,20,0
4890,153,21,0
4891,153,22,0
4892,153,24,0
4893,153,25,0
4894,153,26,0
4895,153,27,0
4896,153,29,0
4897,153,30,0
4898,153,31,0
4899,153,32,0
4900,153,33,0
4901,153,34,4
4902,153,35,0
4903,153,36,0
4904,153,37,0
4905,153,39,0
4906,153,40,0
4907,154,1,0
4908,154,2,0
4909,154,3,0
4910,154,4,0
4911,154,5,0
4912,154,6,0
4914,154,11,0
4915,154,12,0
4917,154,15,0
4918,154,16,0
4920,154,18,0
4921,154,19,0
4922,154,20,0
4923,154,21,0
4924,154,22,0
4925,154,24,0
4926,154,25,0
4927,154,26,1
4928,154,27,0
4929,154,29,0
4930,154,30,0
4931,154,31,0
4932,154,32,0
4933,154,33,0
4934,154,34,0
4935,154,35,0
4936,154,36,0
4937,154,37,0
4938,154,39,0
4939,154,40,0
4940,155,1,0
4941,155,2,0
4942,155,3,0
4943,155,4,0
4944,155,5,0
4945,155,6,0
4947,155,11,1
4948,155,12,0
4949,155,14,0
4950,155,15,0
4951,155,16,0
4953,155,18,0
4954,155,19,0
4955,155,20,0
4956,155,21,0
4957,155,22,0
4958,155,24,0
4959,155,25,0
4960,155,26,0
4961,155,27,0
4962,155,29,0
4963,155,30,0
4964,155,31,0
4965,155,32,0
4966,155,33,0
4967,155,34,0
4968,155,35,0
4969,155,36,0
4970,155,37,0
4971,155,39,0
4972,155,40,0
4973,156,1,0
4974,156,2,0
4975,156,3,0
4976,156,4,0
4977,156,5,0
4978,156,6,0
4980,156,11,0
4981,156,12,0
4982,156,14,0
4983,156,15,0
4984,156,16,0
4986,156,18,0
4987,156,19,0
4988,156,20,0
4989,156,21,0
4990,156,22,0
4991,156,24,0
4992,156,25,0
4993,156,26,1
4994,156,27,0
4995,156,29,0
4996,156,30,0
4997,156,31,0
4998,156,32,0
4999,156,33,0
5000,156,34,14
5001,156,35,0
5002,156,36,0
5003,156,37,0
5004,156,39,0
5005,156,40,0
5006,157,1,0
5007,157,2,0
5008,157,3,0
5009,157,4,0
5010,157,5,0
5011,157,6,0
5013,157,11,0
5014,157,12,0
5016,157,15,0
5017,157,16,0
5018,157,17,0
5019,157,18,0
5020,157,19,0
5021,157,20,0
5022,157,21,0
5023,157,22,0
5024,157,24,0
5025,157,25,0
5026,157,26,0
5027,157,27,0
5028,157,29,0
5029,157,30,0
5030,157,31,3
5031,157,32,0
5032,157,33,0
5033,157,34,11
5034,157,35,0
5035,157,36,0
5036,157,37,0
5037,157,39,0
5038,157,40,0
5039,158,1,0
5040,158,2,0
5041,158,3,0
5042,158,4,0
5043,158,5,0
5044,158,6,0
5046,158,11,0
5047,158,12,0
5048,158,14,0
5049,158,15,0
5050,158,16,0
5052,158,18,0
5053,158,19,0
5054,158,20,0
5055,158,21,0
5056,158,22,0
5057,158,24,0
5058,158,25,0
5059,158,26,0
5060,158,27,0
5061,158,29,0
5062,158,30,0
5063,158,31,0
5064,158,32,1
5065,158,33,0
5066,158,34,0
5067,158,35,0
5068,158,36,0
5069,158,37,0
5070,158,39,2
5071,158,40,0
5072,159,1,0
5073,159,2,0
5074,159,3,0
5075,159,4,0
5076,159,5,0
5077,159,6,0
5079,159,11,0
5080,159,12,0
5081,159,14,0
5082,159,15,0
5083,159,16,0
5085,159,18,0
5086,159,19,0
5087,159,20,1
5088,159,21,0
5089,159,22,0
5090,159,24,1
5091,159,25,0
5092,159,26,0
5093,159,27,0
5094,159,29,0
5095,159,30,0
5096,159,31,0
5097,159,32,0
5098,159,33,0
5099,159,34,0
5100,159,35,0
5101,159,36,0
5102,159,37,0
5103,159,39,0
5104,159,40,0
5105,160,1,0
5106,160,2,0
5107,160,3,0
5108,160,4,0
5109,160,5,0
5110,160,6,0
5112,160,11,0
5113,160,12,0
5114,160,14,0
5115,160,15,0
5116,160,16,0
5118,160,18,0
5119,160,19,0
5120,160,20,0
5121,160,21,0
5122,160,22,0
5123,160,24,0
5124,160,25,0
5125,160,26,0
5126,160,27,0
5127,160,29,0
5128,160,30,0
5129,160,31,0
5130,160,32,0
5131,160,33,0
5132,160,34,0
5133,160,35,0
5134,160,36,0
5135,160,37,0
5136,160,39,0
5137,160,40,0
5138,161,1,0
5139,161,2,0
5140,161,3,0
5141,161,4,0
5142,161,5,0
5143,161,6,0
5145,161,11,0
5146,161,12,0
5147,161,14,0
5148,161,15,0
5149,161,16,0
5151,161,18,0
5152,161,19,0
5153,161,20,0
5154,161,21,0
5155,161,22,0
5156,161,24,0
5157,161,25,0
5158,161,26,0
5159,161,27,0
5160,161,29,0
5161,161,30,0
5162,161,31,0
5163,161,32,0
5164,161,33,0
5165,161,34,0
5166,161,35,0
5167,161,36,0
5168,161,37,0
5169,161,39,0
5170,161,40,0
5171,162,1,0
5172,162,2,0
5173,162,3,0
5174,162,4,0
5175,162,5,0
5176,162,6,0
5178,162,11,0
5179,162,12,0
5180,162,14,0
5181,162,15,0
5182,162,16,0
5184,162,18,0
5185,162,19,0
5186,162,20,0
5187,162,21,0
5188,162,22,0
5189,162,24,0
5190,162,25,0
5191,162,26,0
5192,162,27,0
5193,162,29,0
5194,162,30,0
5195,162,31,0
5196,162,32,0
5197,162,33,0
5198,162,34,1
5199,162,35,0
5200,162,36,0
5201,162,37,0
5202,162,39,0
5203,162,40,0
5204,163,1,0
5205,163,2,0
5206,163,3,0
5207,163,4,0
5208,163,5,0
5209,163,6,0
5210,163,8,0
5211,163,11,0
5212,163,12,0
5213,163,14,0
5214,163,15,0
5215,163,16,0
5216,163,17,0
5217,163,18,0
5218,163,19,0
5219,163,20,0
5220,163,21,0
5221,163,22,0
5222,163,24,0
5223,163,25,0
5224,163,26,0
5225,163,27,0
5226,163,29,0
5227,163,30,0
5228,163,31,0
5229,163,32,0
5230,163,33,0
5231,163,34,0
5232,163,35,0
5233,163,36,0
5234,163,37,0
5235,163,39,0
5236,163,40,0
5237,164,1,0
5238,164,2,0
5239,164,3,0
5240,164,4,0
5241,164,5,0
5242,164,6,0
5244,164,11,0
5245,164,12,0
5246,164,14,0
5247,164,15,0
5248,164,16,0
5249,164,17,0
5250,164,18,0
5251,164,19,0
5252,164,20,0
5253,164,21,0
5254,164,22,0
5255,164,24,1
5256,164,25,0
5257,164,26,0
5258,164,27,0
5259,164,29,0
5260,164,30,0
5261,164,31,0
5262,164,32,0
5263,164,33,0
5264,164,34,0
5265,164,35,0
5266,164,36,0
5267,164,37,0
5268,164,39,0
5269,164,40,0
5270,165,1,0
5271,165,2,0
5272,165,3,0
5273,165,4,0
5274,165,5,0
5275,165,6,0
5277,165,11,0
5278,165,12,0
5279,165,14,0
5280,165,15,0
5281,165,16,0
5282,165,17,0
5283,165,18,0
5284,165,19,0
5285,165,20,0
5286,165,21,0
5287,165,22,0
5288,165,24,1
5289,165,25,0
5290,165,26,0
5291,165,27,0
5292,165,29,0
5293,165,30,0
5294,165,31,0
5295,165,32,0
5296,165,33,0
5297,165,34,6
5298,165,35,0
5299,165,36,0
5300,165,37,0
5301,165,39,0
5302,165,40,0
5303,166,1,0
5304,166,2,0
5305,166,3,0
5306,166,4,0
5307,166,5,0
5308,166,6,0
5310,166,11,0
5311,166,12,1
5312,166,14,0
5313,166,15,0
5314,166,16,0
5315,166,17,0
5316,166,18,0
5317,166,19,0
5318,166,20,0
5319,166,21,0
5320,166,22,0
5321,166,24,0
5322,166,25,0
5323,166,26,0
5324,166,27,0
5325,166,29,0
5326,166,30,0
5327,166,31,0
5328,166,32,0
5329,166,33,0
5330,166,34,6
5331,166,35,0
5332,166,36,0
5333,166,37,0
5334,166,39,0
5335,166,40,0
5336,167,1,0
5337,167,2,0
5338,167,3,0
5339,167,4,0
5340,167,5,0
5341,167,6,0
5343,167,11,0
5344,167,12,0
5345,167,14,0
5346,167,15,0
5347,167,16,0
5349,167,18,0
5350,167,19,0
5351,167,20,0
5352,167,21,0
5353,167,22,0
5354,167,24,1
5355,167,25,0
5356,167,26,0
5357,167,27,0
5358,167,29,0
5359,167,30,0
5360,167,31,0
