"IdTelasColores","IdTelas","Color","Precio"
994,211,"Oxford",20.00
995,211,"Marino",20.00
996,207,"marino",95.00
997,207,"negro",0.00
998,207,"oxford",0.00
999,213,"Verde limon",110.00
1000,205,"negro",54.00
1001,214,"Marino",100.00
1002,215,"Negro",0.00
1003,219,"Negro",118.00
1004,219,"oxford",118.00
1005,220,"Marino",90.51
1006,220,"Blanco",90.51
1007,220,"Marino",122.00
1008,219,"Jaspe",118.00
1009,224,"Marino",15.34
1010,224,"Negro",15.34
1011,222,"Negro",93.97
1012,222,"Marino",93.97
1013,226,"Turquesa",114.34
1014,227,"Rojo",125.00
1015,227,"Negro",110.50
1016,228,"Negro",103.44
1017,228,"Blanco",103.45
1018,148,"Negro",134.00
1019,224,"rey",15.34
1020,224,"rojo",15.34
1021,222,"Rey",93.97
1022,222,"Rojo",93.97
1023,229,"Verde",80.00
1024,231,"Verde neon",73.00
1025,231,,0.00
1026,235,"Negro",126.00
1027,236,"Oxford",115.00
1028,236,"Fiusha",115.00
1029,236,"Jade",115.00
1030,237,"Marino",184.48
1031,237,"Oxford",184.48
1032,238,"Turqueza",110.00
1033,237,"negro",184.48
1034,97,"Amarillo Neon",117.67
1035,239,"Jaspe",99.00
1036,240,"Morado",270.00
1037,241,"Morado",240.00
1038,242,"Negro",155.17
1039,242,"gris Oxford",155.17
1040,244,"Negro",155.17
1041,244,"Amarillo",155.17
1042,244,"Turqueza",155.17
1043,244,"Rosa Baby",155.17
1044,97,"Rosa Neon",117.67
1045,97,"Naranja neon",117.67
1046,97,"Verde Neon",117.67
1047,227,"Oxford",110.50
1048,246,"Marino",134.00
1049,227,"Fiusha",116.00
1050,247,"Negro",103.00
1051,148,"Blanco",116.00
1052,148,"Marino",126.00
1053,248,"Marino",110.00
1054,248,"Blanco",135.00
1055,249,"Marino",110.00
1056,250,"Rosa Fuerte",103.00
1057,250,"Blanco",103.00
1058,251,"Rosa fuerte",103.00
1059,252,"Estamp.Blanco/negro",35.00
1060,253,"Marino",90.00
1061,254,"Cielo",90.00
1062,254,"Verde",90.00
1063,254,"Coral",90.00
1064,255,"Oxford",110.00
1065,256,"Jaspe",122.00
1066,257,"negro",34.00
1067,257,"Caf‚",37.60
1068,257,"Morado",37.60
1069,257,"Azul",37.60
1070,258,"Animal Print",146.00
1071,259,"Jaspe",110.00
1072,259,,0.00
1073,227,"Rosa",116.00
1074,227,"Limon neon",116.00
1075,227,"Verde Bandera",116.00
1076,227,"Morado",116.00
1077,227,"Turqueza",116.00
1078,227,"Gris",116.00
1079,235,"Vino",126.00
1080,235,"Jaspe",126.00
1081,227,"Blanco",110.50
1082,260,"Print Vino",38.00
1083,260,"Print Azul",38.00
1084,260,"Print GRIS",38.00
1085,258,"Grecas negro/bco.",146.00
1086,258,"Triangulos azul",146.00
1087,258,"Grecas Vino",146.00
1088,248,"Oxford",125.00
1089,261,"Rosa Baby",120.00
1090,261,"Oxford",125.00
1091,262,"Fiusha#87",310.00
1092,262,"Verde #45",310.00
1093,262,"Marino 1",310.00
1094,262,"Gris Obscuro 110",310.00
1095,262,"Negro Brillosa",260.00
1096,262,"Morado",260.00
1097,263,"Oxford",104.00
1098,263,"Jaspe",98.00
1099,263,"Negro",104.00
1100,148,"Rosa Baby",120.00
1101,263,"Marino",104.00
1102,265,"Marino",110.00
1103,265,"Blanco",100.00
1104,267,"Rosa",123.00
1105,268,"Blanco",100.00
1106,,,0.00
1107,269,"Blanco",105.00
1108,270,"Blanco",100.00
1109,,,0.00
1110,255,"Blanco",100.00
1111,273,"Negro",105.00
1112,,,0.00
1113,272,,0.00
1114,274,"Caf‚",60.00
1115,262,"Vino #97",260.00
1116,262,"Rojo 1",260.00
1117,262,"Cielo #105",310.00
1118,96,"Azul Francia",70.69
1119,96,"Naranja",70.69
1120,96,"Azul Holanda",70.69
1121,275,"negro",44.00
1122,270,"Marino",115.00
1123,261,"Fiusha",130.00
1124,261,"Negro",136.00
1125,276,"Marino",86.00
1126,276,"Rojo",96.00
1127,276,"Blanco",86.00
1128,276,"Rey",114.00
1129,276,"Bandera",86.00
1130,277,"Blanco",130.00
1131,277,"Negro",130.00
1132,278,"Blanco",18.50
1133,278,"Bandera",18.50
1134,278,"Rojo",18.50
1135,278,"Negro",18.50
1136,278,"Amarillo",18.50
1137,278,"Rey",18.50
1138,262,"Rosa 86",310.00
1139,96,"Rojo Mexico",70.69
1140,279,"Marino",81.50
1141,280,"Negro",46.00
1142,107,"Rojo",91.30
1143,283,"Verde",98.00
1144,284,"Rojo",19.00
1145,285,"Jaspe",50.00
1146,262,"Azul #104",310.00
1147,262,"Animal Print",260.00
1148,262,"Botella",260.00
1149,286,"Negro/plateado",130.00
1150,286,"Verde/Plateado",130.00
1151,287,"Azul Verde 103",190.00
1152,146,"Negro",105.50
1153,250,"Rosa Baby",103.00
1154,288,"Variante 1",200.00
1155,288,"Variante 2",200.00
1156,288,"Variante 4",200.00
1157,288,"Variante 7",200.00
1158,288,"Variante 13",200.00
1159,288,"Variante 16",200.00
1160,288,"Variante 17",200.00
1161,284,"Negro",18.50
1162,289,"Negro",80.00
1163,290,"Fiusha",175.00
1164,290,"Amarillo Neon",175.00
1165,284,"Verde",19.00
1166,291,"Grecas coral",15.20
1167,291,"Verde",10.50
1168,291,"Blanco",10.50
1169,291,"Negro",10.50
1170,291,"Rojo",10.50
1171,227,"Beige",110.50
1172,227,"Marfil",110.50
1173,227,"Marino",110.50
1174,248,"Jaspe",120.00
1175,251,"Jaspe",80.00
1176,292,"Blanco",117.00
1177,293,"Marino",120.00
1178,293,"Verde",120.00
1179,293,"Vino",120.00
1180,251,"Negro",90.00
1181,294,"Negro",136.00
1182,294,"Blanco",125.00
1183,249,"Negro",124.00
1184,296,"Morado",125.00
1185,294,"Oxford",136.00
1186,105,,40.00
1187,297,"Rojo",106.70
1188,297,"Blanco",106.70
1189,298,"Gris Jaspe",110.00
1190,299,"Negro",90.00
1191,300,"Blanco",70.00
1192,301,"Rojo",131.00
1193,262,"Turquesa #101",310.00
1194,302,"Rey/Bco estamp",200.00
1195,302,"Rojo/azul estamp.",200.00
1196,302,"Floreada Estamp",200.00
1197,302,"Verde/azul estamp",200.00
1198,302,"Azul /verde estamp",200.00
1199,292,"Negro",117.00
1200,292,"Marino",117.00
1201,292,"Marino Jaspe",117.00
1202,146,"Marino",108.00
1203,276,"Negro",114.00
1204,306,"Naranja jaspe",48.00
1205,306,"Rojo jaspe",48.00
1206,306,"Lila Jaspe",48.00
1207,306,"Morado jaspe",48.00
1208,306,"Azul jaspe",48.00
1209,306,"Azul cielo jaspe",48.00
1210,306,"Verde jaspe",48.00
1211,306,"Blanco",48.00
1212,306,"Mamey",48.00
1213,306,"Crema",48.00
1214,306,"vino",48.00
1215,307,"Marino",52.00
1216,308,"Blanco",18.00
1217,309,"Negro",34.00
1218,309,"Marino",34.00
1219,309,"Oxford",34.00
1220,309,"Rey",34.00
1221,309,"Verde",34.00
1222,279,"Negro",81.50
1223,279,"Oxford",81.50
1224,279,"Arena",81.50
1225,311,"Negro",121.00
1226,311,"Marino",121.00
1227,311,"Oxford",121.00
1228,311,,0.00
1229,312,"Negro",108.00
1230,313,"Flores marino dise¤o 1",155.00
1231,313,"Psicodelico Dise¤o 2",155.00
1232,314,"Jaspe",102.00
1233,314,,0.00
1234,296,"Lila",116.00
1235,315,"Oxford",121.00
1236,316,"Lila",106.00
1237,316,,0.00
1238,317,"Blanco",92.00
1239,317,"Negro",92.00
1240,317,"Oxford",95.00
1241,317,,0.00
1242,312,"Jaspe",113.68
1243,276,"Amarillo",95.00
1244,276,"Morado",114.00
1245,276,"Fiusha",114.00
1246,276,"Verde Neon",114.00
1247,276,"Amarillo neon",114.00
1248,319,"Naranja",110.00
1249,319,"Rey",110.00
1250,319,"Marino",110.00
1251,320,"Rojo",95.00
1252,321,"Negro",105.00
1253,321,"Oxford",105.00
1254,292,"Gris jaspe",117.00
1255,292,"Hueso",117.00
1256,292,"Marino Jaspe1",117.00
1258,322,"Naranja",57.00
1259,322,"negro",57.00
1260,322,"Blanco",57.00
1261,322,"Botella",57.00
1262,323,"Verde Neon",80.00
1263,323,"Gris claro",80.00
1264,292,"Vino",117.00
1265,292,"Oxford negro",117.00
1266,322,"Marino",59.00
1267,322,"Rojo",59.00
1268,324,"Negro",55.00
1269,324,,0.00
1270,325,"Llaves",39.50
1271,325,"Zebra",39.50
1272,325,"Animal print",39.50
1273,325,"Rayas",39.50
1274,325,"Flores",39.50
1275,326,"Ligth gray/coral",130.00
1276,326,"Negro/blanco",130.00
1277,326,"Azul/blanco",130.00
1278,326,"Blanco/gris",130.00
1279,327,"Animal print Coral",136.50
1280,327,,0.00
1281,328,"Coral liso",130.00
1282,328,,0.00
1283,329,"Azul jaspeado",107.00
1284,329,,
1285,327,"Fiusha corazones marino",136.50
1286,327,"Gris corazones rosa",136.50
1287,327,"Azul puntos blancos",136.50
1288,330,"Animal print azul",138.00
1289,330,"Animal print coral",138.00
1290,327,"Animal print azul",136.50
1291,328,"Verde jade",130.00
1292,328,"Rosa Liso",130.00
1293,331,"Azul bolitas bcas.",53.00
1294,331,"Rojo bolitas bcas.",53.00
1296,329,"gris jaspe",107.00
1297,332,"Hueso/marino",100.00
1298,332,"Jaspe/Coral",94.40
1299,333,"Capitonado vino",35.00
1300,327,"Azul flores blancas",136.50
1301,327,,0.00
1302,327,"Gris flores blancas",136.50
1303,334,"Vino",110.00
1304,334,"Marino",110.00
1305,335,"Blanco",114.00
1306,335,"Salmon",108.00
1307,336,"Rosa Neon",45.00
1308,337,"Marino",45.00
1309,338,"Menta",45.00
1310,340,"Rayas bco/negro.",45.00
1311,336,"Coral Neon",45.00
1312,342,"Negro",45.00
1313,330,"Azul flores Blancas",138.00
1314,292,"Morado",117.00
1315,292,"Gris oxford",117.00
1316,261,"Marino",136.00
1317,343,"Rayas frambuesa",125.00
1318,344,"Gris jaspe",130.00
1319,261,"Gris jaspe",160.00
1320,261,"Chalk Hueso",128.00
1321,345,"Oxford",38.00
1322,345,"Negro",38.00
1323,261,"off white",132.00
1324,335,"Marino",117.00
1325,335,"Salmon sm",108.00
1326,335,"Salmon coral",108.00
1327,346,"Marino",132.30
1328,344,"negro",124.00
1329,347,"Marino",124.00
1330,81,,0.00
1331,348,"Gris jaspe",118.75
1332,349,"Blanco",118.90
1333,349,,0.00
1334,350,"Negro",40.00
1335,351,"Negro",244.50
1336,262,"Azulado",270.00
1337,235,"Blanco",115.00
1338,235,,0.00
1339,353,"Esmeralda",125.00
1340,319,"Blanco",107.00
1341,319,"Rojo",107.00
1342,319,"Azul Francia",107.00
1343,354,"Negro",17.00
1344,354,"Blanco",17.00
1345,354,"Rojo",22.00
1346,355,"Marino",120.00
1347,355,"Negro",120.00
1348,355,,0.00
1349,356,"Snowhithe",118.00
1350,356,"Medieval Blue",118.00
1351,356,"Acero",118.00
1352,356,"Pink nectar",118.00
1353,356,"Confetti",118.00
1354,356,"Frost Gray",118.00
1355,356,"Dahilia mauve",118.00
1356,356,"Uva",118.00
1357,357,"Marino",130.00
1358,357,"Negro",130.00
1359,357,"Azul",130.00
1360,358,"Rey",42.00
1361,359,"Negro",38.00
1362,356,"Negro",118.00
1363,356,"Sangria",118.00
1364,360,"Marino/rosa",118.00
1365,356,"Powder Pink",118.00
1366,362,"Gris jaspe",111.00
1367,302,"Cenefa azul",200.00
1368,302,"Beige negro",200.00
1369,302,"Calaveritas",200.00
1370,302,"Flores amarillas",200.00
1371,286,"Piel marino",110.00
1372,286,"Piel vino",110.00
1373,286,"Piel verde",110.00
1374,286,"Piel negro",350.00
1375,356,"Rabbit",118.00
1376,364,"Hueso",101.00
1377,365,"Gris jaspe",124.80
1378,366,"Hueso",72.30
1379,366,"Gris",72.30
1380,367,"Dahilia Animal print",8.00
1381,367,"Snowhite corazones tinto",8.00
1382,367,"Medieva blue corazon rosa",8.00
1383,367,"Confetti puntos blancos",8.00
1384,367,"Bijou blue corazon hueso",8.00
1385,367,"Medieval blue corazon blanco",8.00
1386,367,"Frost gray puntos blancos",8.00
1387,367,"Rabbit animal pirnt",8.00
1388,367,"Black puntos blancos",8.00
1389,367,"blanco panta gallo negro",8.00
1390,367,"Black flores hueso",8.00
1391,367,"Snowhite corazon gris",8.00
1392,364,"Sangria",110.00
1393,335,"Hueso",114.00
1394,357,"gris rata",130.00
1395,357,"Caf‚",130.00
1396,357,"cafe1",130.00
1397,344,"gris rata",130.00
1398,344,"caf‚",130.00
1399,368,"Negro",125.00
1400,369,"Sangria corazon",6.00
1401,370,"Blanco",70.00
1402,335,"Negro",117.00
1403,371,"Cielo",117.00
1404,371,"negro",126.00
1405,371,"rosa",120.00
1406,372,"Blanco",110.00
1407,371,"Hueso",117.00
1408,373,"Blanco",120.00
1409,371,"Rojo",131.00
1410,371,"Blue",131.00
1411,371,"Gris",122.00
1412,374,"Ivory mariposa estampado",6.00
1413,374,"Corazon marino",6.00
1414,374," flores 3 colores bcas.",9.00
1415,374,"mariposa gris",6.00
1416,371,"Rosa  pink",122.00
1417,371,"Impatiens Rosa",122.00
1418,371,"Sangria",131.00
1419,371,"Gis obscuro",131.00
1420,371,"Negro",131.00
1421,367,"Rosa corazones",8.00
1422,367,"Hueso puntos n",8.00
1423,375,"Blanco",117.00
1424,376,"Blanco",120.00
1425,377,"Negro jaspeado",138.00
1426,377,"Gris jaspe",138.00
1427,367,"Negro corazones blancos",8.00
1428,367,"Gris  p/ hueso",8.00
1429,367,"Sangria flores",8.00
1430,367,"rosa pata gallo",8.00
1431,378,"Hueso",115.00
1432,367,"Dahilia-Maino",8.00
1433,371,"Pounder pink",127.00
1434,380,"Marino",138.00
1435,381,"Gris puntitos",125.00
1436,382,"Oxford",134.00
1437,383,"Negro",132.00
1438,383,"Vino",132.00
1439,383,"Marino",132.00
1440,319,"Azul Italia",110.00
1441,319,"Rey cruz azul",110.00
1442,319,"Rosa neon",110.00
1443,367,"Hueso estrella",8.00
1444,367,"Rosa p/hueso",8.00
1445,367,"Sangria /blanco",8.00
1446,367,"Negro estrellas",8.00
1447,367,"Gris p/blanco",8.00
1448,384,"Negro/blanco",135.00
1449,384,"Marino /blanco",135.00
1450,385,"Negro",25.00
1451,381,"Marino",130.00
1452,381,"Negro puntitos",130.00
1453,366,"Negro",72.30
1454,372,"Marino",120.00
1455,371,"Marino",136.00
1456,286,"Piel peach",110.00
1457,262,"Azul #107",310.00
1458,262,"Lila",270.00
1459,262,"Blanco#82",310.00
1460,386,"Gris jaspe",115.52
1461,387,"negro/blanco",44.00
1462,381,"Rojo puntitos",125.00
1463,388,"Hueso jaspeado",130.00
1464,389,"Gris jaspe",135.00
1465,389,"Gris",140.00
1466,356,"Blanco",118.00
1467,286,"Piel morado",110.00
1468,286,"Piel fiusha",110.00
1469,367,"Negro/estrellas1",8.00
1470,391,"Negro",106.00
1471,391,"Gris jaspe",106.00
1472,392,"Plumbago",137.50
1473,392,"Rojo",137.50
1474,393,"Negro",125.00
1475,394,"negro/jaspeado",135.00
1476,395,"Marino raya ancha",42.00
1477,395,"Rojo rayas bco",42.00
1478,395,"Marino raya angosta",42.00
1479,395,"Blanco raya negras",42.00
1480,367,"Hueso Gatitos  marino",8.00
1481,367,"Negro gatitos hueso",8.00
1482,367,"Sangria corazones",8.00
1483,396,"Negro",20.00
1484,396,"Hueso",20.00
1485,397,"Marino raya ancha",42.00
1486,397,"Rojo con rayas",45.00
1487,397,"Marino raya angosta",42.00
1488,397,"Blanco /negor",42.00
1489,398,"Hueso 202",28.00
1490,398,"Marino 204",28.00
1491,398,"Perla",28.00
1492,398,"Negro 204",28.00
1493,399,"Negro",100.00
1494,399,"marino",100.00
1495,402,"Marino",110.00
1496,402,"Negro",97.00
1497,403,"Rosa jaspeada",121.00
1498,367,"Rosa corazon marino",8.00
1499,367,"Dahilia estrellas",8.00
1500,319,"Azul cielo",110.00
1501,373,"Off white",125.00
1502,403,"Gris jaspe",114.00
1503,277,"Canario",130.00
1504,276,"Canario",115.00
1505,276,"Naranja Neon",98.00
1506,404,"Marino",20.00
1507,405,"negro",135.00
1508,405,,0.00
1509,406,"Coral",100.00
1510,406,"Azul jaspe",115.00
1511,367,"Marino bolitas blancas",8.00
1512,371,"Gris jaspe",136.00
1513,371,,0.00
1514,367,"Marino corazon hueso",8.00
1515,387,"blnco/rojo",46.00
1516,407,"Marino",115.00
1517,400,"marino",110.00
1518,408,"Gris jaspe",140.00
1519,408,"Cherry (rosa jaspe)",140.00
1520,388,"Gris jaspe",125.00
1521,409,"Negro",119.00
1522,409,"Negro jaspeado",119.00
1523,410,"Fiusha corazon rojo",137.00
1524,410,"Agua puntos marino",137.00
1525,410,"Blanco gatos marino",137.00
1526,410,"Marino corazones bcos",137.00
1527,410,"Negro gatos bcos",137.00
1528,410,"Gris puntos rosas",137.00
1529,412,"Negro puntitos",130.00
1530,412,"Marino puntitos",130.00
1531,412,"Rojo puntitos",145.00
1532,261,"Blanco",133.00
1533,413,"Blanco",101.00
1534,413,"Hueso",103.00
1535,413,"Marino",103.00
1536,414,"Gris jaspe",110.00
1537,414,"Rosa jaspe",110.00
1538,415,"Gris p/ negros",8.00
1539,415,"Hueso p/ negros",8.00
1540,412,"Gris  claro puntitos",130.00
1541,415,"Marino puntos blancos",8.00
1542,415,"Negro puntos blancos",8.00
1543,374,"Gris jaspe corazones",9.00
1544,416,"Amarillo campesino",135.00
1545,416,"Marino Corazones",135.00
1546,416,"Blanco liso",116.00
1547,413,"Negro",112.00
1548,333,"Capitonado Negro",35.00
1549,333,"Capitonado gris",35.00
1550,416,"Rosa campesino F",135.00
1551,416,"Marino liso",125.00
1552,407,"Oxford",115.00
1553,407,,0.00
1554,417,"Jaspe/blanco",117.00
1555,391,"Blanco",106.00
1556,347,"Gris jaspe",130.00
1557,347,,0.00
1558,416,"Amapola",116.00
1559,418,"Marino",125.00
1560,292,"Dark denim",117.00
1561,417,"Marino/blanco",120.00
1562,419,"Marino",120.00
1563,413,"Dark Demin",112.00
1564,416,"Anckla",144.00
1565,418,"Oxfford",125.00
1566,292,"Rey",117.00
1567,420,"Hueso",48.00
1568,420,"Oxford 41-101",48.00
1569,420,"Oxford 41-102",48.00
1570,391,"Verde",106.00
1571,409,"Gris jaspe",119.00
1572,391,"Zanahoria",106.00
1573,292,"Rojo",117.00
1574,417,"Blanco/Mno.1",120.00
1575,421,"Negro",34.00
1576,418,"Jaspe",125.00
1577,417,"Blanco/agua",120.00
1578,417,"Salmon/blanco",120.00
1579,409,"Marino con jaspe",119.00
1580,409,"Oxford",124.00
1581,364,"Fiusha",112.00
1582,364,"Blanco",107.00
1583,364,"agua",109.00
1584,335,"Verde",125.00
1585,335,"Rosa",116.00
1586,381,"Marino1",130.00
1587,381,"Rey",130.00
1588,422,"Hueso corazon",10.00
1589,422,"Marino corazon",10.00
1590,422,"Negro Puntos",10.00
1591,364,"Lime",112.00
1592,292,"Coral neon",117.00
1593,292,"Aqua Splash",117.00
1594,413,"Lima",112.00
1595,323,"Negro",80.00
1596,262,"Rosa 84",310.00
1597,262,"Rosa 87",280.00
1598,262,"Morado 88",280.00
1599,262,"Gris Claro 109",280.00
1600,262,"Rey 106",280.00
1601,381,"Gris claro puntos",130.00
1602,381,"Verde puntos",130.00
1603,297,"Marino",118.10
1604,423,"Hueso jaspeado",115.00
1605,344,"Hueso jaspeada",140.00
1606,424,"Rayas marino/blanco",140.00
1607,416,"Pi¤as",144.00
1608,416,"Sandias",144.00
1609,391,"zanahoria1",106.00
1610,375,"Morado",126.00
1611,375,"Gris jaspe",120.00
1612,334,"Marino 1",110.00
1613,262,"Morado 92
Morado 92",310.00
1614,427,"Negro",110.00
1615,334,"Negro",120.00
1616,429,"Gris jaspe",110.00
1617,429,"Negro",115.00
1618,430,"Amarillo",24.00
1619,431,"Amarillo Neon",17.00
1620,227,"Amarillo",122.95
1621,432,"Rojo",121.50
1622,433,"Marino",50.00
1623,372,"Rojo",125.00
1624,372,"Azul j",115.00
1625,434,"Negro",125.00
1626,434,"Fiusha",125.00
1627,434,"Jade puntos",148.00
1628,434,"Marino",125.00
1629,434,"Rosa estrellas",148.00
1630,434,"Marino flores",148.00
1631,435,"Hueso",155.00
1632,436,"Negro corazon blanco",7.50
1633,436,"Hueso jasp.corazon rosa",7.50
1634,390,"gris jaspe aves",140.00
1635,292,"Aqua splash1",117.00
1636,423,"Vino Jaspeado",120.00
1637,437,"Eclipse gaviotas",140.00
1638,390,"Marino aves",140.00
1639,434,"Rosa liso",125.00
1640,434,"Gris jaspe",125.00
1641,437,"Colony flores",140.00
1642,381,"Rosa Puntitos",130.00
1643,434,"Blanco flores marino",136.00
1644,440,"Gris corazones",8.50
1645,436,"Marino flores blancas",9.50
1646,292,"Fiusha",117.00
1647,388,"Hueso liso",130.00
1648,388,"Blanco Jaspe",125.00
1649,388,"Azul claro",130.00
1650,388,"Verde claro",130.00
1651,388,"Rosa",130.00
1652,441,"Negro",38.38
1653,432,"Verde",121.50
1654,434,"Gris puntos negro",136.00
1655,434,"Blanco estrerllas",136.00
1656,286,"Camuflage",125.00
1657,286,"Lila estrellas",0.00
1658,263,"Lila Estrellas",280.00
1659,442,"Azul jaspe",110.00
1660,442,"Azul jaspe1",115.00
1661,443,"Hueso",105.00
1662,443,"Marino",105.00
1663,444,"Rojo",128.00
1664,388,"Negro Cklass",130.00
1665,388,"Azul jaspeado",130.00
1666,388,"Rosa jaspeado",130.00
1667,334,"Hueso",110.00
1668,445,"Fiusha",115.00
1669,446,"Hueso",34.00
1670,334,"Fiusha",120.00
1671,447,"Vino",35.00
1672,333,"Vino Garcia",35.00
1673,448,"Hueso jasp/corazones",7.50
1674,448,"Negro corazones",7.50
1675,448,"Marino flores",9.50
1676,448,"Aqua corazones",7.50
1677,448,"Fiusha corzones",7.50
1678,390,"Icory flores",140.00
1679,333,"Capitonado Marino Salt",35.00
1680,302,"Calaveras lila",270.00
1681,302,"Flores amarill/morado",200.00
1682,416,"Rosa flechas",148.00
1683,416,"Fiusha corazones",148.00
1684,416,"Gris jaspe",0.00
1685,434,"Rosa flecha",148.00
1686,434,"Aqua corazones",148.00
1687,434,"Fiusha corazones",148.00
1688,434,"Jade",125.00
1689,434,"Negro flechas",148.00
1690,434,"Rayitas cklass",142.00
1691,450,"Marino jaspeado",130.00
1692,451,"Gris jaspe",102.00
1693,453,"Cafe",130.00
1694,450,"Gris jaspe",140.00
1695,450,"Negro",140.00
1696,450,"Oxford jaspeado",130.00
1697,158,"Hueso jaspeado",135.00
1698,454,"Jade",135.00
1699,455,"Fiusha",105.00
1700,456,"Rosa jaspeado",152.50
1701,457,"Blanco",27.00
1702,458,"Gris",35.00
1703,459,"Hueso",50.00
1704,459,"Ivory",49.00
1705,293,"Indigo jaspe",114.00
1706,292,"Indigo jaspe",117.00
1707,296,"Marino",132.00
1708,461,"negro",99.00
1709,427,"Negro jaspeado",140.00
1710,462,"Hueso",135.00
1711,463,"Marino",142.00
1712,463,"Jaspe",121.00
1713,445,"Blanco",115.00
1714,446,,0.00
1715,464,"Negro",115.00
1716,464,"Oxford",115.00
1717,464,"Rojo",115.00
1718,465,"Hueso jaspeada",130.00
1719,465,,
1720,468,"Blanco",132.00
1721,469,"Palo de Rosa",120.00
1722,469,"Acero",0.00
1723,469,"Marino (medieval blue)",120.00
1724,469,"Marino 1",120.00
1725,469,"Rosa corazones",128.00
1726,402,"Marino jaspe",97.00
1727,470,"Marino Jaspe",135.00
1728,471,"Marino jaspe",135.00
1729,470,"Cardigan",145.00
1730,472,"Gris jaspe",90.52
1731,472,"Oxford",114.66
1732,402,"Oxford",97.00
1733,461,"Oxford",99.00
1734,473,"Oxford",119.00
1735,475,"Crudo",101.00
1736,451,"Hueso jaspeado",120.00
1737,477,"Negro",18.00
1738,473,"Cordova",119.00
1739,473,"Insignia blue",119.00
1740,473,"Hueso jaspeado",119.00
1741,473,"Limoges blue",119.00
1742,473,"Golden spice",119.00
1743,388,"Blanco liso",115.00
1744,445,"Gris jaspe",121.00
1745,472,"Negro",114.66
1746,461,"Marino",101.00
1747,461,"Oro",99.00
1748,461,"Hueso jaspeado",120.00
1749,461,"Legion blue",99.00
1750,388,"Negro Rayas",135.00
1751,388,"Marino Rayas",135.00
1752,388,"Rey reyas",135.00
1753,473,"India ink",119.00
1754,461,"Legion blue1",99.00
1755,478,"Jaspe",130.00
1756,286,"Militar",447.08
1757,455,"Negro",115.00
1758,479,"Rosa",25.00
1759,461,"Vino",101.00
1760,461,"Avena",99.00
1761,388,"Rayas Marino",135.00
1762,388,"Rojo jaspeado",135.00
1763,473,"Negro",119.00
1764,473,"Avena",119.00
1765,480,"Negro 19R",100.00
1766,480,"Navy melange",100.00
1767,480,"Vino",100.00
1768,480,"Gris Oxford",100.00
1769,480,"Negro 18R",100.00
1770,402,"Vino",97.00
1771,402,"Petroleo",97.00
1772,473,"Blanco",108.00
1773,482,"Hueso",45.00
1774,483,"Rey",196.34
1775,484,"Blanco",19.36
1776,484,"Negro",19.36
1777,484,"Indigo melange",19.36
1778,484,"Oxford",19.36
1779,429,"Negro1",115.00
1780,485,"Negro jaspe",145.00
1781,486,"Marino Jaspe",140.00
1782,486,"Cardigan",150.00
1783,261,"Hueso jaspe",145.00
1784,480,"Blue di",100.00
1785,487,"Blanco",110.00
1786,473,"Hueso",110.00
1787,487,"Negro",121.00
1788,488,"Blanco",136.00
1789,488,"Negro",141.00
1790,489,"Gris",9.50
1791,489,"Gris",15.00
1792,489,"Negro",19.75
1793,489,"Rosa",9.50
1794,490,"Gris",15.00
1795,469,"Cereza bolas",128.00
1796,491,"Negro",99.60
1797,492,"Blanco",125.22
1798,427,"Gris jaspe",115.00
1799,293,"Gris 3910",117.00
1800,293,"Gris 3910-1",0.00
1801,292,"Gris 3910",117.00
1802,270,"Chalk jaspeado",135.00
1803,480,"Gris jaspe",95.00
1804,292,"Avena",117.00
1805,391,"Azul jaspeado",135.00
1806,391,"Negro/cafe",135.00
1807,391,"Jaspe/verde",135.00
1808,388,"Negro /cafe",135.00
1809,388,"Jaspe/verde",135.00
1810,494,"Rojo",144.00
1811,494,"Marino",144.00
1812,494,"Oxford",144.00
1813,495,"Hueso bolitas rojas",160.00
1814,262,"Rosa # 83",310.00
1815,262,"Negro Opaco",290.00
1816,292,"Marino jasp.4024",117.00
1817,497,"Oxford",39.00
1818,498,"Negro",39.00
1819,315,"Rosa jaspe cklass",131.00
1820,429,"Marino",103.00
1821,429,,0.00
1822,199,"Gris con bolitas",120.00
1823,390,"Vino corazoncitos",146.00
1824,390,"Negro/estrellitas",146.00
1825,390,"Rosa /hojitas",146.00
1826,390,"Gris/estrellitas",146.00
1827,390,"Gris solido",146.00
1828,390,"Negro Solido",146.00
1829,489,"Blanco",10.00
1830,489,,0.00
1831,499,"Blanca",10.00
1832,434,"Rayitas cklass1",142.00
1833,381,"Azul claro jasp",140.00
1834,372,"Vino",113.00
1835,501,"Marino",131.00
1836,501,"Jade",131.00
1837,502,"Negro",110.00
1838,484,"Avena",22.50
1839,484,"Marino",22.50
1840,484,"Gris perla",22.50
1841,484,"Marino obscuro",22.50
1842,504,"egro",120.00
1843,504,"Marino jaspe",120.00
1844,504,"Marino salt& pepper",136.00
1845,504,"Gris jaspe",120.00
1846,506,"Avena Flores",212.00
1847,429,"Negro piruli",150.00
1848,388,"Verde Jade jafra",140.00
1849,429,"Rojo pirulli",145.00
1850,429,,0.00
1851,472,"Marino",115.00
1852,507,"Rayas Fiusha",134.00
1853,508,"Militar (camuflage)",125.00
1854,508,"Rayas negro/blanco",120.00
1855,388,"Marino denim",145.00
1856,381,"Verde olivo",145.00
1857,427,"Agua",120.00
1858,509,"Marino jaspeado",90.00
