"IdOrdenesHab","IdOrdenes","IdHabilitacion","CantHabOrd","PrecioHabOrd"
9406,1713,12,1.00,0.06
9407,1713,267,1.00,0.30
9408,1713,110,2.00,0.15
9409,1713,11,1.00,0.59
9410,1714,1,1.00,0.14
9411,1714,12,1.00,0.06
9412,1714,263,1.00,0.39
9413,1714,265,1.00,0.45
9414,1714,11,1.00,0.59
9415,1715,1,1.00,0.14
9416,1715,12,1.00,0.06
9417,1715,263,1.00,0.39
9418,1715,265,1.00,0.45
9419,1715,11,1.00,0.59
9420,1716,1,2.00,0.15
9421,1716,263,2.00,0.39
9422,1716,12,1.00,0.06
9423,1716,268,0.58,2.20
9424,1716,66,1.00,1.10
9425,1716,264,1.00,0.45
9426,1717,1,2.00,0.14
9427,1717,263,2.00,0.39
9428,1717,12,1.00,0.06
9429,1717,268,0.58,2.20
9430,1717,66,1.00,1.10
9431,1717,110,2.00,0.15
9432,1717,266,1.00,0.30
9433,1718,1,2.00,0.14
9434,1718,263,2.00,0.39
9435,1718,12,1.00,0.06
9436,1718,268,0.58,2.20
9437,1718,66,1.00,1.10
9438,1718,267,1.00,0.30
9439,1719,1,2.00,0.14
9440,1719,263,2.00,0.39
9441,1719,12,1.00,0.06
9442,1719,268,0.58,2.20
9443,1719,66,1.00,1.10
9444,1719,265,1.00,0.45
9449,1745,1,1.00,0.15
9450,1745,5,1.00,0.88
9451,1745,12,1.00,0.06
9456,1731,1,1.00,0.14
9457,1731,263,1.00,0.39
9458,1731,5,1.00,0.88
9459,1731,12,1.00,0.06
9460,1731,264,1.00,0.45
9461,1732,1,1.00,0.14
9462,1732,263,1.00,0.39
9463,1732,5,1.00,0.88
9464,1732,12,1.00,0.06
9465,1732,264,1.00,0.45
9466,1733,1,1.00,0.14
9467,1733,263,1.00,0.39
9468,1733,5,1.00,0.88
9469,1733,12,1.00,0.06
9470,1733,266,1.00,0.30
9471,1733,110,2.00,0.15
9472,1734,1,1.00,0.14
9473,1734,263,1.00,0.39
9474,1734,5,1.00,0.88
9475,1734,12,1.00,0.06
9476,1734,267,1.00,0.30
9477,1735,1,1.00,0.14
9478,1735,263,1.00,0.39
9479,1735,5,1.00,0.88
9480,1735,12,1.00,0.06
9481,1735,267,1.00,0.30
9482,1735,110,3.00,0.15
9483,1736,1,1.00,0.14
9484,1736,5,1.00,0.88
9485,1736,12,1.00,0.06
9486,1736,263,1.00,0.39
9487,1736,265,1.00,0.45
9488,1737,1,1.00,0.14
9489,1737,265,1.00,0.45
9490,1737,5,1.00,0.88
9491,1737,12,1.00,0.06
9492,1737,263,1.00,0.39
9493,1745,269,1.00,0.00
9494,1745,270,1.00,0.00
9495,1745,271,1.00,0.00
9496,1745,219,1.00,0.00
9497,1746,1,1.00,0.14
9498,1746,6,1.00,0.85
9499,1746,12,1.00,0.06
9500,1746,269,1.00,0.00
9501,1746,270,1.00,0.00
9502,1746,271,1.00,0.00
9503,1746,219,1.00,0.00
9504,1747,1,1.00,0.14
9505,1747,6,1.00,0.85
9506,1747,12,1.00,0.06
9507,1747,269,1.00,0.00
9508,1747,270,1.00,0.00
9509,1747,271,1.00,0.00
9510,1747,219,1.00,0.00
9511,1748,1,1.00,0.14
9512,1748,6,1.00,0.85
9513,1748,12,1.00,0.06
9514,1748,269,1.00,0.00
9515,1748,270,1.00,0.00
9516,1748,271,1.00,0.00
9517,1748,219,1.00,0.00
9518,1749,1,1.00,0.14
9519,1749,6,1.00,0.85
9520,1749,12,1.00,0.06
9521,1749,269,1.00,0.00
9522,1749,270,1.00,0.00
9523,1749,271,1.00,0.00
9524,1749,219,1.00,0.00
9525,1750,1,1.00,0.14
9526,1750,6,1.00,0.85
9527,1750,12,1.00,0.06
9528,1750,269,1.00,0.00
9529,1750,270,1.00,0.00
9530,1750,271,1.00,0.00
9531,1750,219,1.00,0.00
9532,1751,1,1.00,0.14
9533,1751,11,1.00,0.59
9534,1751,12,1.00,0.06
9535,1751,269,1.00,0.00
9536,1751,270,1.00,0.00
9537,1751,271,1.00,0.00
9538,1751,219,1.00,0.00
9539,1752,1,1.00,0.14
9540,1752,11,1.00,0.59
9541,1752,12,1.00,0.06
9542,1752,269,1.00,0.00
9543,1752,270,1.00,0.00
9544,1752,271,1.00,0.00
9545,1752,219,1.00,0.00
9546,1753,1,1.00,0.14
9547,1753,11,1.00,0.59
9548,1753,12,1.00,0.06
9549,1753,269,1.00,0.00
9550,1753,270,1.00,0.00
9551,1753,271,1.00,0.00
9552,1753,219,1.00,0.00
9553,1754,1,1.00,0.14
9554,1754,5,1.00,0.88
9555,1754,12,1.00,0.06
9556,1754,269,1.00,0.00
9557,1754,270,1.00,0.00
9558,1754,271,1.00,0.00
9559,1754,219,1.00,0.00
9560,1755,1,1.00,0.14
9561,1755,5,1.00,0.88
9562,1755,12,1.00,0.06
9563,1755,269,1.00,0.00
9564,1755,270,1.00,0.00
9565,1755,271,1.00,0.00
9566,1755,219,1.00,0.00
9567,1720,70,0.29,1.40
9568,1720,1,1.00,0.15
9570,1720,253,1.00,0.46
9571,1720,62,1.00,0.05
9572,1727,70,0.29,1.40
9573,1727,1,1.00,0.14
9574,1727,253,1.00,0.46
9575,1727,62,1.00,0.05
9576,1721,70,1.00,1.40
9577,1721,1,1.00,0.14
9578,1721,253,1.00,0.46
9579,1721,62,1.00,0.05
9580,1722,242,0.71,1.85
9581,1722,70,0.65,1.40
9582,1722,1,1.00,0.15
9583,1722,62,1.00,0.05
9584,1722,253,1.00,0.46
9585,1723,242,0.65,1.85
9586,1723,253,1.00,0.46
9587,1723,1,1.00,0.15
9588,1723,62,1.00,0.05
9589,1724,261,1.00,0.68
9590,1724,62,1.00,0.05
9591,1724,16,0.56,1.12
9592,1724,253,1.00,0.46
9593,1724,254,1.00,0.36
9594,1725,261,1.00,0.68
9595,1725,62,1.00,0.05
9596,1725,16,0.44,1.12
9597,1725,253,1.00,0.46
9598,1725,254,1.00,0.36
9599,1728,242,0.71,1.85
9600,1728,70,0.65,1.40
9601,1728,1,1.00,0.14
9602,1728,62,1.00,0.05
9603,1728,253,1.00,0.46
9604,1729,261,1.00,0.68
9605,1729,62,1.00,0.05
9606,1729,16,0.56,1.12
9607,1729,253,1.00,0.46
9608,1729,254,1.00,0.36
9609,1730,261,1.00,0.68
9610,1730,62,1.00,0.05
9611,1730,16,0.44,1.12
9612,1730,253,1.00,0.46
9613,1730,254,1.00,0.36
9614,1743,70,0.29,1.40
9615,1743,1,1.00,0.14
9616,1743,253,1.00,0.46
9617,1743,62,1.00,0.05
9618,1744,242,0.71,1.85
9619,1744,70,0.65,1.40
9620,1744,1,1.00,0.14
9621,1744,62,1.00,0.05
9622,1744,253,1.00,0.46
9623,1756,261,1.00,0.68
9624,1756,62,1.00,0.05
9625,1756,16,0.44,1.12
9626,1756,253,1.00,0.46
9627,1756,254,1.00,0.36
9628,1738,261,1.00,0.68
9629,1738,62,1.00,0.05
9630,1738,16,0.56,1.12
9631,1738,253,1.00,0.46
9632,1738,254,1.00,0.36
9633,1739,261,1.00,0.68
9634,1739,62,1.00,0.05
9635,1739,16,0.44,1.12
9636,1739,253,1.00,0.46
9637,1739,254,1.00,0.36
9638,1740,144,2.00,0.27
9639,1740,272,1.35,4.90
9640,1740,242,0.76,1.85
9641,1740,273,1.00,1.20
9642,1740,253,1.00,0.46
9643,1740,254,1.00,0.36
9644,1741,144,2.00,0.27
9645,1741,272,1.35,4.90
9646,1741,242,0.76,1.85
9647,1741,273,1.00,1.20
9648,1741,253,1.00,0.46
9649,1741,254,1.00,0.36
9650,1758,144,2.00,0.27
9651,1758,272,1.35,4.90
9652,1758,242,0.76,1.85
9653,1758,273,1.00,0.65
9654,1758,253,1.00,0.46
9655,1758,254,1.00,0.36
9656,1740,1,1.00,0.15
9657,1740,274,1.00,0.16
9658,1740,275,1.00,0.10
9659,1740,276,1.00,1.01
9660,1758,1,1.00,0.14
9661,1758,274,1.00,0.16
9662,1758,275,1.00,0.10
9663,1758,276,1.00,1.01
9664,1741,1,1.00,0.14
9665,1741,274,1.00,0.16
9666,1741,275,1.00,0.10
9667,1741,276,1.00,1.01
9668,1688,277,1.30,0.39
9669,1688,278,2.00,0.27
9670,1688,242,0.78,1.85
9671,1688,253,1.00,0.46
9672,1688,254,1.00,0.36
9673,1688,1,1.00,0.15
9674,1688,279,2.00,0.32
9675,1688,275,1.00,0.10
9676,1688,280,1.00,0.32
9677,1688,281,1.00,0.99
9678,1688,282,2.00,9.42
9679,1688,283,1.00,8.81
9680,1759,277,1.30,3.90
9681,1759,278,2.00,0.27
9682,1759,242,0.78,1.85
9683,1759,253,1.00,0.46
9684,1759,254,1.00,0.36
9685,1759,1,1.00,0.14
9686,1759,279,2.00,0.32
9687,1759,275,1.00,0.10
9688,1759,280,1.00,0.32
9689,1759,281,1.00,0.99
9690,1760,277,1.30,3.90
9691,1760,278,2.00,0.27
9692,1760,242,0.78,1.85
9693,1760,253,1.00,0.46
9694,1760,254,1.00,0.36
9695,1760,1,1.00,0.14
9696,1760,279,2.00,0.32
9697,1760,275,1.00,0.10
9698,1760,280,1.00,0.32
9699,1760,281,1.00,0.99
9700,1759,282,2.00,4.63
9701,1759,283,1.00,3.93
9702,1760,282,2.00,4.63
9703,1760,283,1.00,3.93
9704,1773,144,2.00,0.27
9705,1773,272,1.35,4.90
9706,1773,242,0.76,1.85
9707,1773,273,1.00,0.65
9708,1773,253,1.00,0.46
9709,1773,254,1.00,0.36
9710,1773,1,1.00,0.14
9711,1773,274,1.00,0.16
9712,1773,275,1.00,0.10
9713,1773,276,1.00,1.01
9714,1757,1,1.00,0.15
9715,1757,269,1.00,0.00
9716,1757,253,1.00,0.46
9717,1761,1,2.00,0.15
9718,1761,43,1.00,3.69
9719,1761,237,0.46,1.67
9720,1761,242,1.22,1.85
9721,1761,16,0.58,1.20
9722,1763,1,2.00,0.15
9723,1763,44,1.00,2.29
9724,1763,237,1.67,0.46
9725,1763,242,0.76,1.85
9726,1763,17,1.30,0.60
9727,1766,1,1.00,0.15
9728,1766,269,1.00,0.00
9729,1766,270,1.00,0.00
9730,1766,271,1.00,0.00
9731,1766,5,1.00,0.88
9732,1766,12,1.00,0.06
9733,1767,1,1.00,0.14
9734,1767,269,1.00,0.00
9735,1767,270,1.00,0.00
9736,1767,271,1.00,0.00
9737,1767,5,1.00,0.88
9738,1767,12,1.00,0.06
9739,1768,1,1.00,0.14
9740,1768,269,1.00,0.00
9741,1768,270,1.00,0.00
9742,1768,271,1.00,0.00
9743,1768,5,1.00,0.88
9744,1768,12,1.00,0.06
9745,1769,1,1.00,0.14
9746,1769,269,1.00,0.00
9747,1769,270,1.00,0.00
9748,1769,271,1.00,0.00
9749,1769,12,1.00,0.06
9750,1769,6,1.00,0.85
9751,1770,1,1.00,0.14
9752,1770,269,1.00,0.00
9753,1770,270,1.00,0.00
9754,1770,271,1.00,0.00
9755,1770,12,1.00,0.06
9756,1770,11,1.00,0.59
9757,1771,1,1.00,0.14
9758,1771,269,1.00,0.00
9759,1771,270,1.00,0.00
9760,1771,271,1.00,0.00
9761,1771,12,1.00,0.06
9762,1771,11,1.00,0.59
9763,1772,1,1.00,0.14
9764,1772,269,1.00,0.00
9765,1772,270,1.00,0.00
9766,1772,271,1.00,0.00
9767,1772,5,1.00,0.88
9768,1772,12,1.00,0.06
9769,1724,174,1.00,1.17
9770,1725,174,1.00,1.17
9771,1729,174,1.00,1.17
9772,1730,174,1.00,1.17
9773,1738,174,1.00,1.17
9774,1739,174,1.00,1.17
9775,1742,253,1.00,0.46
9776,1756,174,1.00,1.17
9777,1778,1,1.00,0.14
9778,1778,269,1.00,0.00
9779,1778,270,1.00,0.00
9780,1778,271,1.00,0.00
9781,1778,5,1.00,0.88
9782,1778,12,1.00,0.06
9783,1779,1,1.00,0.14
9784,1779,269,1.00,0.00
9785,1779,270,1.00,0.00
9786,1779,271,1.00,0.00
9787,1779,12,1.00,0.06
9788,1779,11,1.00,0.59
9789,1774,253,1.00,0.46
9790,1774,254,1.00,0.36
9791,1774,62,1.00,0.05
9792,1774,261,1.00,0.68
9793,1774,16,0.56,0.96
9794,1774,174,1.00,1.17
9795,1775,253,1.00,0.46
9796,1775,254,1.00,0.36
9797,1775,62,1.00,0.05
9798,1775,261,1.00,0.68
9799,1775,16,0.56,0.96
9800,1775,174,1.00,1.17
9801,1776,253,1.00,0.46
9802,1776,254,1.00,0.36
9803,1776,62,1.00,0.05
9804,1776,261,1.00,0.68
9805,1776,16,0.44,0.96
9806,1776,174,1.00,1.17
9807,1777,253,1.00,0.46
9808,1777,254,1.00,0.36
9809,1777,62,1.00,0.05
9810,1777,261,1.00,0.68
9811,1777,16,0.44,0.96
9812,1777,174,1.00,1.17
9813,1780,277,1.30,3.90
9814,1780,278,2.00,0.27
9815,1780,242,0.78,1.85
9816,1780,253,1.00,0.46
9817,1780,254,1.00,0.36
9818,1780,1,1.00,0.14
9819,1780,279,2.00,0.32
9820,1780,275,1.00,0.10
9821,1780,280,1.00,0.32
9822,1780,281,1.00,0.99
9823,1780,282,2.00,4.63
9824,1780,283,1.00,3.93
9825,1781,277,1.30,3.90
9826,1781,278,2.00,0.27
9827,1781,242,0.78,1.85
9828,1781,253,1.00,0.46
9829,1781,254,1.00,0.36
9830,1781,1,1.00,0.14
9831,1781,279,2.00,0.32
9832,1781,275,1.00,0.10
9833,1781,280,1.00,0.32
9834,1781,281,1.00,0.99
9835,1781,282,2.00,4.63
9836,1781,283,1.00,3.93
9837,1782,1,1.00,0.15
9838,1782,62,1.00,0.05
9839,1783,1,1.00,0.15
9840,1783,62,1.00,0.05
9841,1783,242,0.78,1.85
9842,1784,1,1.00,0.15
9843,1784,62,1.00,0.05
9844,1784,242,0.78,1.85
9845,1785,144,2.00,0.27
9846,1785,272,1.35,4.90
9847,1785,242,0.76,1.85
9848,1785,273,1.00,0.65
9849,1785,253,1.00,0.46
9850,1785,254,1.00,0.36
9851,1785,1,1.00,0.14
9852,1785,274,1.00,0.16
9853,1785,275,1.00,0.10
9854,1785,276,1.00,1.01
9855,1786,1,1.00,0.15
9856,1786,269,1.00,0.00
9857,1786,270,1.00,0.00
9858,1786,271,1.00,0.00
9859,1787,1,1.00,0.14
9860,1787,269,1.00,0.00
9861,1787,270,1.00,0.00
9862,1787,271,1.00,0.00
9863,1788,1,1.00,0.14
9864,1788,269,1.00,0.00
9865,1788,270,1.00,0.00
9866,1788,271,1.00,0.00
9867,1800,253,1.00,0.46
9868,1800,254,1.00,0.36
9869,1800,62,1.00,0.05
9870,1800,261,1.00,0.68
9871,1800,16,0.56,0.96
9872,1800,174,1.00,1.17
9873,1801,253,1.00,0.46
9874,1801,254,1.00,0.36
9875,1801,62,1.00,0.05
9876,1801,261,1.00,0.68
9877,1801,16,0.44,0.96
9878,1801,174,1.00,1.17
9879,1803,1,1.00,0.14
9880,1803,269,1.00,0.00
9881,1803,270,1.00,0.00
9882,1803,271,1.00,0.00
9883,1804,1,1.00,0.14
9884,1804,269,1.00,0.00
9885,1804,270,1.00,0.00
9886,1804,271,1.00,0.00
9887,1805,1,1.00,0.14
9888,1805,269,1.00,0.00
9889,1805,270,1.00,0.00
9890,1805,271,1.00,0.00
9891,1806,1,1.00,0.14
9892,1806,269,1.00,0.00
9893,1806,270,1.00,0.00
9894,1806,271,1.00,0.00
9895,1807,1,1.00,0.14
9896,1807,269,1.00,0.00
9897,1807,270,1.00,0.00
9898,1807,271,1.00,0.00
9899,1808,1,1.00,0.14
9900,1808,269,1.00,0.00
9901,1808,270,1.00,0.00
9902,1808,271,1.00,0.00
9903,1764,285,4.00,0.10
9904,1764,284,3.00,1.55
9905,1764,137,2.00,1.20
9906,1764,41,1.00,3.13
9907,1764,229,0.76,1.75
9908,1764,1,2.00,0.15
9909,1796,1,2.00,0.14
9911,1796,12,1.00,0.06
9912,1796,268,0.58,2.20
9913,1796,66,1.00,1.10
9914,1796,110,2.00,0.15
9915,1796,266,1.00,0.60
9916,1797,1,2.00,0.14
9918,1797,12,1.00,0.06
9919,1797,268,0.58,2.20
9920,1797,66,1.00,1.10
9921,1797,265,1.00,0.60
9922,1803,5,1.00,0.88
9923,1803,12,1.00,0.06
9924,1804,12,1.00,0.06
9925,1804,5,1.00,0.88
9926,1805,6,1.00,0.85
9927,1805,12,1.00,0.06
9928,1806,6,1.00,0.85
9929,1806,12,1.00,0.06
9930,1807,11,1.00,0.59
9931,1807,12,1.00,0.06
9932,1808,11,1.00,0.59
9933,1808,12,1.00,0.06
9934,1812,1,1.00,0.15
9935,1812,172,1.00,0.23
9936,1814,1,1.00,0.14
9937,1814,269,1.00,0.00
9938,1814,270,1.00,0.00
9939,1814,271,1.00,0.00
9940,1815,1,1.00,0.14
9941,1815,269,1.00,0.00
9942,1815,270,1.00,0.00
9943,1815,271,1.00,0.00
9944,1815,12,1.00,0.06
9945,1815,6,1.00,0.85
9946,1814,5,1.00,0.88
9947,1814,12,1.00,0.06
9948,1816,1,1.00,0.14
9949,1816,269,1.00,0.00
9950,1816,270,1.00,0.00
9951,1816,271,1.00,0.00
9952,1816,12,1.00,0.06
9953,1816,11,1.00,0.59
9954,1802,287,0.78,2.60
9955,1802,288,1.35,4.00
9956,1802,289,2.00,0.48
9957,1802,1,2.00,0.15
9958,1811,1,1.00,0.14
9959,1811,172,1.00,0.23
9960,1813,1,1.00,0.14
9961,1813,172,1.00,0.23
9962,1810,172,1.00,0.23
9963,1810,1,1.00,0.15
9964,1810,174,1.00,0.20
9965,1809,172,1.00,0.23
9966,1809,1,1.00,0.14
9967,1809,174,1.00,0.20
9968,1809,254,1.00,0.36
9969,1809,253,1.00,0.46
9970,1810,254,1.00,0.36
9971,1810,253,1.00,0.46
9972,1817,290,0.25,2.45
9973,1764,253,1.00,0.46
9974,1764,254,1.00,0.36
9975,1684,261,0.00,0.68
9976,1684,62,0.00,0.05
9977,1684,16,0.00,1.12
9978,1684,253,0.00,0.46
9979,1684,254,0.00,0.36
9980,1684,174,0.00,1.17
9981,1683,261,0.00,0.68
9982,1683,62,0.00,0.05
9983,1683,16,0.00,1.12
9984,1683,253,0.00,0.46
9985,1683,254,0.00,0.36
9986,1683,174,0.00,1.17
9988,1915,287,0.83,2.60
9989,1932,16,0.70,1.12
9990,1932,253,1.00,0.46
9991,1932,62,1.00,0.11
9992,1932,174,1.00,1.17
9993,1932,294,1.00,0.69
9994,1932,254,1.00,0.36
9995,1931,238,0.70,0.56
9996,1931,253,1.00,0.46
9997,1931,254,1.00,0.36
9998,1931,62,1.00,0.05
9999,1931,174,1.00,1.17
10000,1931,294,1.00,0.69
10001,1922,287,0.83,2.60
10002,1922,295,1.35,2.40
10003,1922,289,2.00,0.48
10004,1921,287,0.83,2.60
10005,1921,295,1.35,2.40
10006,1921,289,2.00,0.48
10007,1920,287,0.83,2.60
10008,1920,295,1.35,2.40
10009,1920,289,2.00,0.48
10010,1925,287,0.83,2.60
10011,1925,295,1.35,2.40
10012,1925,289,2.00,0.48
10013,1915,295,1.35,2.40
10014,1915,296,2.00,0.48
10015,1914,287,0.83,2.60
10016,1914,295,1.35,2.40
10017,1914,296,2.00,0.48
10018,1915,1,2.00,0.15
10019,1925,1,2.00,0.15
10020,1922,1,2.00,0.15
10021,1921,1,2.00,0.15
10022,1920,1,2.00,0.15
10023,1914,1,2.00,0.15
10024,1911,294,1.00,0.69
10025,1911,62,1.00,0.05
10026,1911,253,1.00,0.46
10027,1911,174,1.00,1.17
10028,1911,254,1.00,0.36
10029,1910,294,1.00,0.69
10030,1910,62,1.00,0.05
10031,1910,253,1.00,0.46
10032,1910,174,1.00,1.17
10033,1910,254,1.00,0.36
10036,1909,253,1.00,0.46
10037,1909,174,1.00,1.17
10039,1909,294,1.00,0.69
10040,1909,62,1.00,0.05
10043,1909,254,1.00,0.36
10044,1908,294,1.00,0.69
10045,1908,62,1.00,0.05
10046,1908,253,1.00,0.46
10047,1908,174,1.00,1.17
10048,1908,254,1.00,0.36
10049,1907,16,0.70,1.12
10050,1907,294,1.00,0.69
10051,1907,174,1.00,1.17
10052,1907,62,1.00,0.05
10053,1907,253,1.00,0.46
10054,1907,254,1.00,0.36
10055,1906,16,0.70,1.12
10056,1906,294,1.00,0.69
10057,1906,174,1.00,1.17
10058,1906,62,1.00,0.05
10059,1906,253,1.00,0.46
10060,1906,254,1.00,0.36
10061,1905,292,0.70,0.56
10062,1905,294,1.00,0.69
10063,1905,174,1.00,1.17
10064,1905,62,1.00,0.05
10065,1905,253,1.00,0.46
10066,1905,254,1.00,0.36
10067,1904,292,0.70,0.56
10068,1904,294,1.00,0.69
10069,1904,174,1.00,1.17
10070,1904,62,1.00,0.05
10071,1904,253,1.00,0.46
10072,1904,254,1.00,0.36
10073,1919,253,1.00,0.46
10074,1919,1,1.00,0.15
10075,1919,62,1.00,0.05
10076,1918,253,1.00,0.46
10077,1918,1,1.00,0.14
10078,1918,62,1.00,0.05
10079,1916,253,1.00,0.46
10080,1916,1,1.00,0.14
10081,1916,62,1.00,0.05
10082,1916,16,0.40,1.12
10083,1917,253,1.00,0.46
10084,1917,1,1.00,0.14
10085,1917,62,1.00,0.05
10086,1917,43,1.00,3.33
10087,1926,294,1.00,0.69
10088,1926,62,1.00,0.05
10089,1926,253,1.00,0.46
10090,1926,254,1.00,0.36
10091,1926,174,1.00,1.17
10092,1929,287,0.83,2.60
10093,1929,295,1.35,2.40
10094,1929,289,2.00,0.18
10095,1929,1,2.00,0.14
10096,1924,228,,
10097,1924,228,,
10098,1924,228,,
10100,1903,1,1.00,0.15
10101,1902,1,1.00,0.15
10102,1901,1,1.00,0.15
10103,1875,287,0.83,2.60
10104,1875,295,1.35,2.40
10105,1875,289,2.00,0.48
10106,1875,1,2.00,0.14
10107,1851,287,0.00,2.60
10108,1851,295,0.00,2.40
10109,1851,289,0.00,0.48
10110,1851,1,1.00,0.14
10111,1945,301,1.00,0.40
10112,1933,62,1.00,0.05
10113,1933,301,1.00,0.40
10114,1912,258,1.00,0.26
10115,1912,16,0.67,1.12
10116,1912,1,1.00,0.15
10117,1912,235,1.00,1.24
10118,1912,92,1.00,0.05
10119,1913,258,0.00,0.25
10120,1913,16,0.00,1.12
10121,1913,1,1.00,0.14
10122,1913,235,0.00,1.24
10123,1913,92,1.00,0.11
10124,1923,287,0.84,2.60
10125,1923,295,1.40,2.40
10126,1923,110,1.00,0.05
10127,1923,258,1.00,0.25
10128,1923,1,1.00,0.28
10129,1923,235,1.00,1.24
10130,1924,287,1.00,2.60
10131,1924,295,1.00,2.40
10132,1924,110,1.00,0.15
10133,1924,258,1.00,0.25
10134,1924,1,1.00,0.14
10135,1924,235,1.00,1.24
10136,1927,301,1.00,0.40
10137,1927,1,1.00,0.15
10138,1927,93,1.00,0.13
10139,1927,62,1.00,0.11
10140,1927,246,1.00,0.36
10141,1927,303,1.00,1.20
10142,1927,229,0.86,1.75
10143,1927,253,1.00,0.46
10144,1927,295,1.35,2.40
10145,1928,301,1.00,0.40
10146,1928,1,1.00,0.14
10147,1928,93,1.00,0.13
10148,1928,62,1.00,0.05
10149,1928,246,1.00,0.36
10150,1928,303,1.00,0.00
10151,1928,253,1.00,0.46
10152,1928,15,0.86,1.38
10153,1928,272,1.35,2.00
10154,1928,304,2.00,0.05
10155,1933,16,0.62,1.12
10156,1933,1,1.00,0.05
10157,1933,93,1.00,0.13
10158,1933,303,1.00,1.20
10159,1934,301,1.00,0.40
10160,1934,62,1.00,0.05
10161,1934,229,0.71,1.75
10162,1934,306,2.00,0.27
10163,1934,162,1.40,1.35
10164,1934,1,1.00,0.15
10165,1934,93,1.00,0.13
10166,1934,303,1.00,1.20
10167,1935,253,1.00,0.46
10168,1936,253,1.00,0.46
10169,1937,253,1.00,0.46
10170,1938,70,0.25,1.40
10171,1938,301,1.00,0.40
10172,1938,1,1.00,0.15
10173,1938,93,1.00,0.13
10174,1938,303,1.00,1.20
10175,1939,232,,
10176,1939,228,,
10177,1939,70,0.00,1.40
10178,1939,301,0.00,0.40
10179,1939,1,1.00,0.14
10180,1939,93,1.00,0.13
10181,1939,303,0.00,0.00
10182,1940,14,0.74,2.45
10183,1940,272,1.30,2.00
10184,1940,14,0.38,2.45
10185,1940,297,1.00,3.23
10186,1940,15,0.94,1.38
10187,1941,14,1.12,2.45
10188,1941,298,1.00,3.33
10189,1941,287,0.94,2.60
10190,1941,48,2.00,1.92
10191,1941,272,1.30,2.00
10192,1942,258,1.00,0.25
10193,1942,62,1.00,0.05
10194,1942,1,1.00,0.15
10195,1942,93,1.00,0.13
10196,1942,235,1.00,1.24
10197,1943,258,1.00,0.25
10198,1943,62,1.00,0.05
10199,1943,93,1.00,0.13
10200,1943,235,1.00,1.24
10201,1943,135,1.00,1.15
10202,1943,144,2.00,0.13
10203,1944,258,1.00,0.25
10204,1944,62,1.00,0.05
10205,1944,1,1.00,0.15
10206,1944,93,1.00,0.13
10207,1944,235,1.00,1.24
10208,1944,18,1.00,2.00
10209,1944,40,1.00,3.05
10210,1945,62,1.00,0.05
10211,1945,1,1.00,15.00
10212,1945,93,1.00,0.13
10213,1945,303,1.00,1.20
10214,1945,140,1.00,2.00
10215,1946,295,1.00,2.40
10216,1946,301,1.00,0.40
10217,1946,62,1.00,0.05
10218,1946,1,1.00,0.15
10219,1946,303,1.00,1.20
10220,1946,93,1.00,0.13
10221,1947,295,1.00,2.40
10222,1947,301,1.00,0.40
10223,1947,62,1.00,0.05
10224,1947,1,1.00,0.14
10225,1947,303,1.00,0.00
10226,1947,93,1.00,0.13
10227,1948,301,1.00,0.40
10228,1948,62,1.00,0.05
10229,1948,1,1.00,0.15
10230,1948,93,1.00,0.13
10231,1948,303,1.00,1.20
10232,1949,301,1.00,0.40
10233,1949,62,1.00,0.05
10234,1949,1,1.00,0.14
10235,1949,93,1.00,0.13
10236,1949,303,1.00,1.20
10237,1950,15,1.19,1.38
10238,1950,253,1.00,0.46
10239,1950,297,1.00,1.29
10240,1951,15,1.19,1.38
10241,1951,253,1.00,0.46
10242,1951,297,1.00,1.29
10243,1952,15,1.19,1.38
10244,1952,253,1.00,0.46
10245,1952,297,1.00,1.29
10246,1953,15,0.75,1.38
10247,1953,162,1.00,1.35
10248,1953,306,2.00,0.13
10249,1953,1,2.00,0.15
10250,1954,304,2.00,0.13
10251,1954,295,1.00,2.40
10252,1954,1,2.00,0.15
10253,1955,1,2.00,0.15
10254,1956,258,1.00,0.25
10255,1956,62,1.00,0.05
10256,1956,1,1.00,0.15
10257,1956,93,1.00,0.13
10258,1956,235,1.00,1.33
10259,1956,212,0.46,0.47
10260,1957,258,1.00,0.25
10261,1957,62,1.00,0.05
10262,1957,1,1.00,0.14
10263,1957,93,1.00,0.13
10264,1957,235,1.00,1.24
10265,1957,212,0.46,0.47
10266,1958,258,1.00,0.25
10267,1958,62,1.00,0.05
10268,1958,1,1.00,0.14
10269,1958,93,1.00,0.13
10270,1958,235,1.00,1.24
10271,1958,212,0.46,0.47
10272,1959,258,1.00,0.25
10273,1959,62,1.00,0.05
10274,1959,1,1.00,0.14
10275,1959,93,1.00,0.13
10276,1959,235,1.00,1.24
10277,1959,212,0.46,0.47
10278,1960,258,1.00,0.25
10279,1960,62,1.00,0.05
10280,1960,1,1.00,0.15
10281,1960,93,1.00,0.13
10282,1961,258,1.00,0.25
10283,1961,62,1.00,0.05
10284,1961,1,1.00,0.14
10285,1961,93,1.00,0.13
10286,1962,258,1.00,0.25
10287,1962,62,1.00,0.05
10288,1962,1,1.00,0.14
10289,1962,93,1.00,0.13
10290,1963,258,1.00,0.25
10291,1963,62,1.00,0.05
10292,1963,1,1.00,0.15
10293,1963,93,1.00,0.13
10294,1963,16,0.48,1.12
10295,1964,258,1.00,0.25
10296,1964,62,1.00,0.05
