"IdOrdenesHab","IdOrdenes","IdHabilitacion","CantHabOrd","PrecioHabOrd"
1,2,1,1.00,0.15
2,2,2,1.00,0.28
3,2,5,1.00,0.85
4,2,12,1.00,0.05
5,2,61,1.00,0.19
6,2,62,1.00,0.05
7,3,62,1.00,0.05
8,3,61,1.00,0.19
9,3,12,1.00,0.05
10,3,5,1.00,0.85
11,3,2,1.00,0.28
12,3,1,1.00,0.15
13,4,61,1.00,0.19
14,4,1,1.00,0.15
15,4,2,1.00,0.28
16,4,12,1.00,0.05
17,4,62,1.00,0.05
18,4,5,1.00,0.85
19,7,7,1.00,1.18
20,7,1,1.00,0.15
21,7,62,1.00,0.05
22,7,2,1.00,0.28
23,7,12,1.00,0.05
24,7,13,0.76,2.50
25,7,61,1.00,0.19
26,8,7,1.00,1.18
27,8,12,1.00,0.05
28,8,62,1.00,0.05
29,8,61,1.00,0.19
30,8,1,1.00,0.15
31,8,13,0.76,2.50
32,8,2,1.00,0.28
33,9,3,1.00,0.24
34,9,1,1.00,0.15
35,9,5,1.00,0.85
36,9,12,1.00,0.05
37,9,44,1.00,2.00
39,9,62,1.00,0.05
40,9,59,1.00,0.19
41,10,59,1.00,0.19
42,10,62,1.00,0.05
43,10,12,1.00,0.05
44,10,13,0.76,2.50
45,10,7,1.00,1.18
46,10,1,1.00,0.15
47,10,3,1.00,0.24
48,11,3,1.00,0.24
49,11,59,1.00,0.19
50,11,13,0.76,2.50
51,11,12,1.00,0.05
52,11,1,1.00,0.15
53,11,7,1.00,1.18
54,11,62,1.00,0.05
55,12,1,1.00,0.15
56,12,3,1.00,0.24
57,12,5,1.00,0.85
58,12,62,1.00,0.05
59,12,12,1.00,0.05
60,12,59,1.00,0.19
61,13,59,1.00,0.19
62,13,5,1.00,0.85
63,13,3,1.00,0.24
64,13,62,1.00,0.05
65,13,1,1.00,0.15
66,13,12,1.00,0.05
67,14,3,1.00,0.24
68,14,16,0.79,0.97
69,14,17,1.70,0.48
70,14,59,1.00,0.19
71,14,62,1.00,0.05
72,14,1,1.00,0.15
73,15,5,1.00,0.85
74,15,62,1.00,0.05
75,15,59,1.00,0.19
76,15,3,1.00,0.24
77,15,12,1.00,0.05
78,15,42,1.00,1.90
79,15,55,4.40,0.00
80,15,1,1.00,0.15
81,16,3,1.00,0.24
82,16,5,1.00,0.85
83,16,1,1.00,0.15
84,16,12,1.00,0.05
85,16,44,1.00,2.00
86,16,59,1.00,0.19
87,16,62,1.00,0.05
88,16,70,4.84,1.00
89,17,1,1.00,0.15
90,17,2,1.00,0.28
91,17,5,1.00,0.85
92,17,12,1.00,0.05
93,17,61,1.00,0.19
94,17,62,1.00,0.05
95,18,1,1.00,0.15
96,18,2,1.00,0.28
97,18,7,1.00,1.18
98,18,12,1.00,0.05
99,18,16,0.75,0.97
100,18,17,1.70,0.48
101,18,61,1.00,0.19
102,18,62,1.00,0.05
103,19,7,1.00,1.18
104,19,12,1.00,0.05
105,19,61,1.00,0.19
106,19,62,1.00,0.05
107,19,13,0.75,2.50
108,19,2,1.00,0.28
109,19,1,1.00,0.15
110,20,62,1.00,0.05
111,20,5,1.00,0.85
112,20,2,1.00,0.28
113,20,12,1.00,0.05
114,20,61,1.00,0.19
115,20,1,1.00,0.15
116,21,1,1.00,0.15
117,21,2,1.00,0.28
118,21,5,1.00,0.85
119,21,12,1.00,0.05
120,21,61,1.00,0.19
121,21,62,1.00,0.05
122,22,2,1.00,0.28
123,22,62,1.00,0.05
124,22,61,1.00,0.19
125,22,5,1.00,0.85
126,22,1,1.00,0.15
127,22,12,1.00,0.05
128,23,17,1.70,0.48
129,23,12,1.00,0.05
130,23,61,1.00,0.19
131,23,16,0.76,0.97
132,23,2,1.00,0.28
133,23,1,1.00,0.15
134,23,62,1.00,0.05
135,23,7,1.00,1.18
136,24,2,1.00,0.28
137,24,7,1.00,1.18
138,24,12,1.00,0.05
139,24,13,0.76,2.50
140,24,1,1.00,0.15
141,24,61,1.00,0.19
142,24,62,1.00,0.05
143,25,5,1.00,0.85
144,25,62,1.00,0.05
145,25,12,1.00,0.05
146,25,2,1.00,0.28
147,25,1,1.00,0.15
148,25,61,1.00,0.19
149,26,1,1.00,0.15
150,26,2,1.00,0.28
151,26,12,1.00,0.05
152,26,61,1.00,0.19
153,26,62,1.00,0.05
154,26,5,1.00,0.85
155,27,17,1.25,0.48
156,27,62,1.00,0.05
157,27,57,1.00,0.00
158,27,14,0.62,1.47
159,27,12,1.00,0.05
160,27,8,1.00,1.46
161,27,58,1.00,0.14
162,27,1,1.00,0.15
163,28,1,1.00,0.15
164,28,6,1.00,1.09
165,28,30,1.00,2.01
166,28,12,1.00,0.05
167,28,58,1.00,0.14
168,28,62,1.00,0.05
169,28,57,1.00,0.00
170,29,42,0.00,1.90
171,29,41,0.00,3.29
172,29,40,0.00,3.05
173,29,12,1.00,0.05
174,29,58,1.00,0.14
175,29,62,1.00,0.05
176,29,39,0.00,1.55
177,29,43,1.00,3.69
178,29,1,1.00,0.15
179,29,57,1.00,0.00
180,29,6,1.00,1.09
181,30,1,1.00,0.15
182,30,62,1.00,0.05
183,30,58,1.00,0.14
184,30,57,1.00,0.00
185,30,13,0.62,2.50
186,30,12,1.00,0.05
187,30,8,1.00,1.46
188,31,6,1.00,1.09
189,31,1,1.00,0.15
190,31,12,1.00,0.05
191,31,58,1.00,0.14
192,31,62,1.00,0.05
193,31,57,1.00,0.00
194,32,1,1.00,0.15
195,32,62,1.00,0.05
196,32,58,1.00,0.14
197,32,57,1.00,0.00
198,32,13,0.62,2.50
199,32,12,1.00,0.05
200,32,8,1.00,1.46
201,33,62,1.00,0.05
202,33,1,1.00,0.15
203,33,6,1.00,1.09
204,33,12,1.00,0.05
205,33,57,1.00,0.00
206,33,58,1.00,0.14
207,35,5,1.00,0.85
208,35,1,1.00,0.15
209,35,12,1.00,0.05
210,35,2,1.00,0.28
211,35,41,1.00,3.29
212,35,61,1.00,0.19
213,35,62,1.00,0.05
214,36,12,1.00,0.05
215,36,1,1.00,0.15
216,36,5,1.00,0.85
217,36,61,1.00,0.19
218,36,62,1.00,0.05
219,36,2,1.00,0.28
220,37,62,1.00,0.05
221,37,2,1.00,0.28
222,37,7,1.00,1.18
223,37,12,1.00,0.05
224,37,13,0.76,2.50
225,37,61,1.00,0.19
226,37,1,1.00,0.15
227,38,1,1.00,0.15
228,38,13,0.76,2.50
229,38,62,1.00,0.05
230,38,61,1.00,0.19
231,38,12,1.00,0.05
232,38,2,1.00,0.28
233,38,7,1.00,1.18
234,39,62,1.00,0.05
235,39,5,1.00,0.85
236,39,2,1.00,0.28
237,39,12,1.00,0.05
238,39,61,1.00,0.19
239,39,1,1.00,0.15
240,58,1,1.00,0.15
241,58,47,1.00,2.10
242,58,12,1.00,0.05
243,58,3,1.00,0.24
244,58,62,1.00,0.05
245,58,59,1.00,0.19
246,58,5,1.00,0.85
247,59,13,0.76,2.50
248,59,3,1.00,0.24
249,59,1,1.00,0.15
250,59,59,1.00,0.19
251,59,7,1.00,1.18
252,59,62,1.00,0.05
253,59,12,1.00,0.05
254,60,1,1.00,0.15
255,60,59,1.00,0.19
256,60,3,1.00,0.24
257,60,5,1.00,0.85
258,60,12,1.00,0.05
259,60,43,1.00,3.69
260,60,62,1.00,0.05
261,61,59,1.00,0.19
262,61,3,1.00,0.24
263,61,7,1.00,1.18
264,61,12,1.00,0.05
265,61,18,1.75,0.50
266,61,62,1.00,0.05
267,61,1,1.00,0.15
268,61,16,0.76,0.97
269,40,61,1.00,0.19
270,40,62,1.00,0.05
271,40,1,1.00,0.15
272,40,2,1.00,0.28
273,40,5,1.00,0.85
274,40,12,1.00,0.05
275,42,2,1.00,0.28
276,42,5,1.00,0.85
277,42,12,1.00,0.05
278,42,61,1.00,0.19
279,42,62,1.00,0.05
280,42,1,1.00,0.15
281,43,1,1.00,0.15
282,43,2,1.00,0.28
283,43,7,1.00,1.18
284,43,12,1.00,0.05
285,43,13,0.76,2.50
286,43,61,1.00,0.19
287,43,62,1.00,0.05
288,44,12,1.00,0.05
289,44,62,1.00,0.05
290,44,13,0.76,2.50
291,44,7,1.00,1.18
292,44,2,1.00,0.28
293,44,1,1.00,0.15
294,44,61,1.00,0.19
295,62,12,1.00,0.05
296,62,1,1.00,0.15
297,62,3,1.00,0.24
298,62,5,1.00,0.85
299,62,47,1.00,2.10
300,62,63,1.00,0.13
301,62,59,1.00,0.19
302,63,63,1.00,0.13
303,63,59,1.00,0.19
304,63,13,0.76,2.50
305,63,1,1.00,0.15
306,63,3,1.00,0.24
307,63,7,1.00,1.18
308,63,12,1.00,0.05
309,64,1,1.00,0.15
310,64,63,1.00,0.13
311,64,59,1.00,0.19
312,64,42,1.00,1.90
313,64,12,1.00,0.05
314,64,3,1.00,0.24
315,64,5,1.00,0.85
316,45,62,1.00,0.05
317,45,1,1.00,0.15
318,45,2,1.00,0.28
319,45,7,1.00,1.18
320,45,12,1.00,0.05
321,45,15,0.76,1.38
322,45,18,1.70,0.50
323,45,61,1.00,0.19
324,46,62,1.00,0.05
325,46,61,1.00,0.19
326,46,13,0.76,2.50
327,46,12,1.00,0.05
328,46,7,1.00,1.18
329,46,1,1.00,0.15
330,46,2,1.00,0.28
331,47,12,1.00,0.05
332,47,61,1.00,0.19
333,47,2,1.00,0.28
334,47,1,1.00,0.15
335,47,5,1.00,0.85
336,47,62,1.00,0.05
337,48,1,1.00,0.15
338,48,2,1.00,0.28
339,48,5,1.00,0.85
340,48,12,1.00,0.05
341,48,61,1.00,0.19
342,48,62,1.00,0.05
343,49,2,1.00,0.28
344,49,62,1.00,0.05
345,49,61,1.00,0.19
346,49,5,1.00,0.85
347,49,1,1.00,0.15
348,49,12,1.00,0.05
349,50,1,1.00,0.15
350,50,2,1.00,0.28
351,50,7,1.00,1.18
352,50,12,1.00,0.05
353,50,13,0.76,2.50
354,50,61,1.00,0.19
355,50,62,1.00,0.05
356,51,61,1.00,0.19
357,51,13,0.76,2.50
358,51,12,1.00,0.05
359,51,7,1.00,1.18
360,51,2,1.00,0.28
361,51,1,1.00,0.15
362,51,62,1.00,0.05
363,52,2,1.00,0.28
364,52,62,1.00,0.05
365,52,61,1.00,0.19
366,52,5,1.00,0.85
367,52,1,1.00,0.15
368,52,12,1.00,0.05
369,53,61,1.00,0.19
370,53,1,1.00,0.15
371,53,2,1.00,0.28
372,53,5,1.00,0.85
373,53,12,1.00,0.05
374,53,62,1.00,0.05
375,65,43,1.00,3.69
376,65,59,1.00,0.19
377,65,63,1.00,0.13
378,65,1,1.00,0.15
379,65,5,1.00,0.85
380,65,3,1.00,0.24
381,65,12,1.00,0.05
382,66,63,1.00,0.13
383,66,59,1.00,0.19
384,66,13,0.76,2.50
385,66,12,1.00,0.05
386,66,7,1.00,1.18
387,66,1,1.00,0.15
388,66,3,1.00,0.24
389,54,62,1.00,0.05
390,54,1,1.00,0.15
391,54,2,1.00,0.28
392,54,5,1.00,0.85
393,54,12,1.00,0.05
394,54,61,1.00,0.19
395,55,12,1.00,0.05
396,55,1,1.00,0.15
397,55,5,1.00,0.85
398,55,61,1.00,0.19
399,55,62,1.00,0.05
400,55,2,1.00,0.28
401,56,1,1.00,0.15
402,56,2,1.00,0.28
403,56,12,1.00,0.05
404,56,13,0.76,2.50
405,56,61,1.00,0.19
406,56,62,1.00,0.05
407,56,7,1.00,1.18
408,57,62,1.00,0.05
409,57,1,1.00,0.15
410,57,2,1.00,0.28
411,57,7,1.00,1.18
412,57,12,1.00,0.05
413,57,13,0.76,2.50
414,57,61,1.00,0.19
415,67,3,1.00,0.24
416,67,6,1.00,1.09
417,67,12,1.00,0.05
418,67,37,1.00,1.91
419,67,59,1.00,0.19
420,67,63,1.00,0.13
421,67,1,1.00,0.15
422,68,63,1.00,0.13
423,68,1,1.00,0.15
424,68,3,1.00,0.24
425,68,8,1.00,1.46
426,68,12,1.00,0.05
427,68,16,0.59,0.97
428,68,59,1.00,0.19
429,73,1,1.00,0.15
430,73,3,1.00,0.24
431,73,12,1.00,0.05
432,73,59,1.00,0.19
433,73,63,1.00,0.13
434,73,6,1.00,1.09
435,74,8,1.00,1.46
436,74,63,1.00,0.13
437,74,59,1.00,0.19
438,74,12,1.00,0.05
439,74,3,1.00,0.24
440,74,1,1.00,0.15
441,74,13,0.59,2.50
442,79,22,1.00,2.30
443,79,1,1.00,0.15
444,79,63,1.00,0.13
445,79,59,1.00,0.19
446,79,12,1.00,0.05
447,79,3,1.00,0.24
448,79,6,1.00,1.09
449,80,1,1.00,0.15
450,80,3,1.00,0.24
451,80,8,1.00,1.46
452,80,12,1.00,0.05
453,80,13,0.61,2.50
454,80,59,1.00,0.19
455,80,63,1.00,0.13
456,81,3,1.00,0.24
457,81,6,1.00,1.09
458,81,12,11.00,0.05
459,81,59,1.00,0.19
460,81,63,1.00,0.13
461,81,1,1.00,0.15
462,69,6,1.00,1.09
463,69,63,1.00,0.13
464,69,59,1.00,0.19
465,69,12,1.00,0.05
466,69,3,1.00,0.24
467,69,1,1.00,0.15
468,69,39,1.00,1.55
469,70,3,1.00,0.24
470,70,63,1.00,0.13
471,70,59,1.00,0.19
472,70,18,1.35,0.50
473,70,15,0.67,1.38
474,70,8,1.00,1.46
475,70,1,1.00,0.15
476,70,12,1.00,0.05
477,75,63,1.00,0.13
478,75,1,1.00,0.15
479,75,3,1.00,0.24
480,75,6,1.00,1.09
481,75,12,1.00,0.05
482,75,39,1.00,1.55
483,75,59,1.00,0.19
484,76,59,1.00,0.19
485,76,63,1.00,0.13
486,76,1,1.00,0.15
487,76,3,1.00,0.24
488,76,8,1.00,1.46
489,76,12,1.00,0.05
490,76,14,0.59,1.47
491,76,18,1.30,0.50
492,82,1,1.00,0.15
493,82,63,1.00,0.13
494,82,59,1.00,0.19
495,82,12,1.00,0.05
496,82,3,1.00,0.24
497,82,6,1.00,1.09
498,83,13,0.61,2.50
499,83,1,1.00,0.15
500,83,63,1.00,0.13
501,83,59,1.00,0.19
502,83,12,1.00,0.05
503,83,3,1.00,0.24
504,83,8,1.00,1.46
505,84,1,1.00,0.15
506,84,3,1.00,0.24
507,84,6,1.00,1.09
508,84,12,1.00,0.05
509,84,59,1.00,0.19
510,84,63,1.00,0.13
511,71,39,1.00,1.55
512,71,12,1.00,0.05
513,71,63,1.00,0.13
514,71,6,1.00,1.09
515,71,1,1.00,0.15
516,71,3,1.00,0.24
517,71,59,1.00,0.19
518,72,1,1.00,0.15
519,72,3,1.00,0.24
520,72,8,1.00,1.46
521,72,12,1.00,0.05
522,72,15,0.68,1.38
523,72,18,1.40,0.50
524,72,59,1.00,0.19
525,72,63,1.00,0.13
526,77,6,1.00,1.09
527,77,63,1.00,0.13
528,77,12,1.00,0.05
529,77,3,1.00,0.24
530,77,1,1.00,0.15
531,77,59,1.00,0.19
532,78,13,0.61,2.50
533,78,59,1.00,0.19
534,78,12,1.00,0.05
535,78,8,1.00,1.46
536,78,3,1.00,0.24
537,78,1,1.00,0.15
538,78,63,1.00,0.13
539,85,63,1.00,0.13
540,85,1,1.00,0.15
541,85,3,1.00,0.24
542,85,6,1.00,1.09
543,85,12,1.00,0.05
544,85,59,1.00,0.19
545,86,3,1.00,0.24
546,86,8,1.00,1.46
547,86,12,1.00,0.05
548,86,13,0.61,2.50
549,86,59,1.00,0.19
550,86,63,1.00,0.13
551,86,1,1.00,0.15
552,87,3,1.00,0.24
553,87,63,1.00,0.13
554,87,59,1.00,0.19
555,87,39,1.00,1.55
556,87,6,1.00,1.09
557,87,1,1.00,0.15
558,87,12,1.00,0.05
559,88,13,0.61,2.50
560,88,1,1.00,0.15
561,88,63,1.00,0.13
562,88,59,1.00,0.19
563,88,12,1.00,0.05
564,88,3,1.00,0.24
565,88,8,1.00,1.46
566,89,1,1.00,0.15
567,89,3,1.00,0.24
568,89,6,1.00,1.09
569,89,12,1.00,0.05
570,89,59,1.00,0.19
571,89,63,1.00,0.13
572,90,67,1.00,2.31
573,90,1,1.00,0.15
574,90,4,1.00,0.58
575,90,12,1.00,0.05
576,90,42,1.00,1.90
577,90,54,1.00,4.00
578,90,55,0.80,0.00
579,90,60,1.00,1.20
580,90,63,1.00,0.13
581,92,63,1.00,0.13
582,92,1,1.00,0.15
583,92,4,1.00,0.58
584,92,12,1.00,0.05
585,92,18,1.20,0.50
586,92,41,1.00,3.29
587,92,54,1.00,4.00
588,92,60,1.00,1.20
589,92,67,1.00,2.31
590,93,54,1.00,4.00
591,93,1,1.00,0.15
592,93,63,1.00,0.13
593,93,56,1.00,0.49
594,93,15,0.78,1.38
595,93,12,1.00,0.05
596,93,7,1.00,1.18
597,93,60,1.00,1.20
598,94,1,1.00,0.15
599,94,4,1.00,0.58
600,94,54,1.00,4.00
601,94,60,1.00,1.20
602,94,63,1.00,0.13
603,94,67,1.00,2.31
604,94,71,1.00,7.95
605,95,4,1.00,0.58
606,95,63,1.00,0.13
607,95,71,1.00,7.95
608,95,67,1.00,2.31
609,95,1,1.00,0.15
610,95,54,1.00,4.00
611,95,60,1.00,1.20
612,95,55,1.30,0.00
613,96,68,1.00,2.58
614,96,1,1.00,0.15
615,96,15,0.78,1.38
616,96,49,2.00,2.22
617,96,54,1.00,4.00
618,96,56,1.00,0.49
619,96,60,1.00,1.20
620,96,63,1.00,0.13
621,97,2,1.00,0.28
622,97,62,1.00,0.05
623,97,61,1.00,0.19
624,97,5,1.00,0.85
625,97,1,1.00,0.15
626,97,12,1.00,0.05
627,98,61,1.00,0.19
628,98,1,1.00,0.15
629,98,2,1.00,0.28
630,98,5,1.00,0.85
631,98,12,1.00,0.05
632,98,62,1.00,0.05
633,99,62,1.00,0.05
634,99,1,1.00,0.15
635,99,2,1.00,0.28
636,99,5,1.00,0.85
637,99,12,1.00,0.05
638,99,61,1.00,0.19
639,100,62,1.00,0.05
640,100,61,1.00,0.19
641,100,12,1.00,0.05
642,100,5,1.00,0.85
643,100,1,1.00,0.15
644,100,2,1.00,0.28
645,101,5,1.00,0.85
646,101,1,1.00,0.15
647,101,12,1.00,0.05
648,101,57,1.00,0.00
649,101,58,1.00,0.14
650,102,1,1.00,0.15
651,102,5,1.00,0.85
652,102,58,1.00,0.14
653,102,57,1.00,0.00
654,102,12,1.00,0.05
655,103,1,1.00,0.15
656,103,5,1.00,0.85
657,103,12,1.00,0.05
658,103,57,1.00,0.00
659,103,58,1.00,0.14
660,104,1,1.00,0.15
661,104,5,1.00,0.85
662,104,12,1.00,0.05
663,104,57,1.00,0.00
664,104,58,1.00,0.14
665,105,58,1.00,0.14
666,105,1,1.00,0.15
667,105,57,1.00,0.00
668,105,5,1.00,0.85
669,105,12,1.00,0.05
670,105,17,1.20,0.48
671,106,58,1.00,0.14
672,106,47,1.00,2.10
673,106,57,1.00,0.00
674,106,1,1.00,0.15
675,106,5,1.00,0.85
676,106,12,1.00,0.05
677,107,58,1.00,0.14
678,107,1,1.00,0.15
679,107,7,1.00,1.18
680,107,12,1.00,0.05
681,107,13,0.76,2.50
682,107,57,1.00,0.00
683,108,13,0.76,2.50
684,108,57,1.00,0.00
685,108,7,1.00,1.18
686,108,1,1.00,0.15
687,108,12,1.00,0.05
688,108,58,1.00,0.14
689,109,58,1.00,0.14
690,109,57,1.00,0.00
691,109,17,1.70,0.48
692,109,15,0.76,1.38
693,109,12,1.00,0.05
694,109,1,1.00,0.15
695,109,7,1.00,1.18
696,111,62,1.00,0.05
697,111,2,1.00,0.28
698,111,5,1.00,0.85
699,111,12,1.00,0.05
700,111,61,1.00,0.19
701,111,1,1.00,0.15
702,112,43,1.00,3.69
703,112,62,1.00,0.05
704,112,12,1.00,0.05
705,112,5,1.00,0.85
706,112,2,1.00,0.28
707,112,1,1.00,0.15
708,112,61,1.00,0.19
709,113,12,1.00,0.05
710,113,61,1.00,0.19
711,113,13,0.76,2.50
712,113,7,1.00,1.18
713,113,1,1.00,0.15
714,113,2,1.00,0.28
715,114,13,0.76,2.50
716,114,61,1.00,0.19
717,114,12,1.00,0.05
718,114,7,1.00,1.18
719,114,2,1.00,0.28
720,114,1,1.00,0.15
721,115,61,1.00,0.19
722,115,1,1.00,0.15
723,115,2,1.00,0.28
724,115,5,1.00,0.85
725,115,12,1.00,0.05
726,116,12,1.00,0.05
727,116,1,1.00,0.15
728,116,62,1.00,0.05
729,116,5,1.00,0.85
730,116,61,1.00,0.19
731,116,2,1.00,0.28
732,117,61,1.00,0.19
733,117,46,0.00,0.00
734,117,15,0.75,1.38
735,117,12,1.00,0.05
736,117,7,1.00,1.18
737,117,1,1.00,0.15
738,117,2,1.00,0.28
739,118,1,1.00,0.15
740,118,2,1.00,0.28
741,118,7,1.00,1.18
742,118,12,1.00,0.05
743,118,13,0.76,2.50
744,118,61,1.00,0.19
745,119,61,1.00,0.19
746,119,41,1.00,3.29
747,119,12,1.00,0.05
748,119,5,1.00,0.85
749,119,1,1.00,0.15
750,119,62,1.00,0.05
751,119,2,1.00,0.28
752,120,62,1.00,0.05
753,120,2,1.00,0.28
754,120,5,1.00,0.85
755,120,12,1.00,0.05
756,120,61,1.00,0.19
757,120,1,1.00,0.15
758,121,2,1.00,0.28
759,121,1,1.00,0.15
760,121,7,1.00,1.18
761,121,12,1.00,0.05
762,121,15,0.76,1.38
763,121,46,0.00,0.00
764,121,61,1.00,0.19
765,122,13,0.76,2.50
766,122,12,1.00,0.05
767,122,7,1.00,1.18
768,122,2,1.00,0.28
769,122,1,1.00,0.15
770,122,61,1.00,0.19
771,123,47,1.00,2.10
772,123,1,1.00,0.15
773,123,3,1.00,0.24
774,123,5,1.00,0.85
775,123,12,1.00,0.05
776,124,1,1.00,0.15
777,124,62,1.00,0.05
778,124,64,1.00,1.00
779,124,72,1.00,0.00
780,124,73,1.00,0.00
781,125,73,1.00,0.00
782,125,72,1.00,0.00
783,125,25,1.00,2.90
784,125,18,1.20,0.50
785,125,1,1.00,0.15
786,125,64,1.00,1.00
787,125,62,1.00,0.05
788,126,1,1.00,0.15
789,126,14,0.75,1.47
790,126,18,1.60,0.50
791,126,62,1.00,0.05
792,126,64,1.00,1.00
793,126,72,1.00,0.00
794,126,73,1.00,0.00
795,127,1,1.00,0.15
796,127,62,1.00,0.05
797,127,64,1.00,1.00
798,127,72,1.00,0.00
799,127,73,1.00,0.00
800,127,74,1.00,0.00
801,127,76,1.00,0.00
802,128,62,1.00,0.05
803,128,73,1.00,0.00
804,128,64,1.00,1.00
805,128,18,1.60,0.50
806,128,14,0.75,1.47
807,128,1,1.00,0.15
808,128,72,1.00,0.00
809,129,73,1.00,0.00
810,129,75,1.00,0.00
811,129,76,1.00,0.00
812,129,64,1.00,1.00
813,129,1,1.00,0.15
814,129,62,1.00,0.05
815,129,72,1.00,0.00
816,130,72,1.00,0.00
817,130,73,1.00,0.00
818,130,64,1.00,1.00
819,130,62,1.00,0.05
820,130,23,1.00,2.50
821,130,18,1.00,0.50
822,130,1,1.00,0.15
823,131,14,0.63,1.47
824,131,18,1.15,0.50
825,131,62,1.00,0.05
826,131,65,1.00,0.70
827,131,72,1.00,0.00
828,131,73,1.00,0.00
829,131,1,1.00,0.15
830,132,62,1.00,0.05
831,132,73,1.00,0.00
832,132,65,1.00,0.70
833,132,1,1.00,0.15
834,132,72,1.00,0.00
835,133,73,1.00,0.00
836,133,1,1.00,0.15
837,133,14,0.63,1.47
838,133,16,0.50,0.97
839,133,18,1.15,0.50
840,133,62,1.00,0.05
841,133,64,1.00,1.00
842,133,72,1.00,0.00
843,134,1,1.00,0.15
844,134,2,1.00,0.28
845,134,5,1.00,0.85
846,134,12,1.00,0.05
847,134,61,1.00,0.19
848,134,62,1.00,0.05
849,135,2,1.00,0.28
850,135,62,1.00,0.05
851,135,61,1.00,0.19
852,135,12,1.00,0.05
853,135,5,1.00,0.85
854,135,1,1.00,0.15
855,136,15,0.75,1.38
856,136,12,1.00,0.05
857,136,17,1.65,0.48
858,136,1,1.00,0.15
859,136,2,1.00,0.28
860,136,7,1.00,1.18
861,136,61,1.00,0.19
862,137,1,1.00,0.15
863,137,2,1.00,0.28
864,137,5,1.00,0.85
865,137,12,1.00,0.05
866,137,61,1.00,0.19
867,137,62,1.00,0.05
868,138,5,1.00,0.85
869,138,62,1.00,0.05
870,138,12,1.00,0.05
871,138,2,1.00,0.28
872,138,1,1.00,0.15
873,138,61,1.00,0.19
874,139,1,1.00,0.15
875,139,2,1.00,0.28
876,139,7,1.00,1.18
877,139,12,1.00,0.05
878,139,15,0.75,1.38
879,139,17,1.65,0.48
880,139,61,1.00,0.19
881,140,43,1.00,3.69
882,140,12,1.00,0.05
883,140,61,1.00,0.19
884,140,1,1.00,0.15
885,140,2,1.00,0.28
886,140,62,1.00,0.05
887,140,5,1.00,0.85
888,141,5,1.00,0.85
889,141,63,1.00,0.13
890,141,59,1.00,0.19
891,141,12,1.00,0.05
892,141,3,1.00,0.24
893,141,1,1.00,0.15
894,141,43,1.00,3.69
895,142,1,1.00,0.15
896,142,3,1.00,0.24
897,142,5,1.00,0.85
898,142,12,1.00,0.05
899,142,59,1.00,0.19
900,142,63,1.00,0.13
901,143,13,0.75,2.50
902,143,3,1.00,0.24
903,143,63,1.00,0.13
904,143,59,1.00,0.19
905,143,7,1.00,1.18
906,143,1,1.00,0.15
907,143,12,1.00,0.05
908,144,1,1.00,0.15
909,144,3,1.00,0.24
910,144,7,1.00,1.18
911,144,12,1.00,0.05
912,144,13,0.75,2.50
913,144,59,1.00,0.19
914,144,63,1.00,0.13
915,145,12,1.00,0.05
916,145,63,1.00,0.13
917,145,59,1.00,0.19
918,145,18,1.20,0.50
919,145,5,1.00,0.85
920,145,3,1.00,0.24
921,145,1,1.00,0.15
922,145,42,1.00,1.90
923,146,1,1.00,0.15
924,146,3,1.00,0.24
925,146,5,1.00,0.85
926,146,12,1.00,0.05
927,146,59,1.00,0.19
928,146,63,1.00,0.13
929,147,12,1.00,0.05
930,147,63,1.00,0.13
931,147,13,0.75,2.50
932,147,3,1.00,0.24
933,147,1,1.00,0.15
934,147,59,1.00,0.19
935,147,7,1.00,1.18
936,148,1,1.00,0.15
937,148,3,1.00,0.24
938,148,7,1.00,1.18
939,148,12,1.00,0.05
940,148,13,0.75,2.50
941,148,59,1.00,0.19
942,148,63,1.00,0.13
943,149,59,1.00,0.19
944,149,1,1.00,0.15
945,149,63,1.00,0.13
946,149,39,1.00,1.55
947,149,12,1.00,0.05
948,149,6,1.00,1.09
949,149,3,1.00,0.24
950,150,59,1.00,0.19
951,150,63,1.00,0.13
952,150,13,0.61,2.50
953,150,8,1.00,1.46
954,150,3,1.00,0.24
955,150,1,1.00,0.15
956,150,12,1.00,0.05
957,151,3,1.00,0.24
958,151,6,1.00,1.09
959,151,12,1.00,0.05
960,151,59,1.00,0.19
961,151,63,1.00,0.13
962,151,1,1.00,0.15
963,152,1,1.00,0.15
964,152,3,1.00,0.24
965,152,6,1.00,1.09
966,152,12,1.00,0.05
967,152,39,1.00,1.55
968,152,59,1.00,0.19
969,152,63,1.00,0.13
970,153,18,1.30,0.50
971,153,3,1.00,0.24
972,153,63,1.00,0.13
973,153,59,1.00,0.19
974,153,1,1.00,0.15
975,153,8,1.00,1.46
976,153,12,1.00,0.05
977,153,14,0.60,1.47
978,154,3,1.00,0.24
979,154,8,1.00,1.46
980,154,12,1.00,0.05
981,154,15,0.60,1.38
982,154,59,1.00,0.19
983,154,63,1.00,0.13
984,155,6,1.00,1.09
985,155,63,1.00,0.13
986,155,12,1.00,0.05
987,155,3,1.00,0.24
988,155,1,1.00,0.15
989,155,59,1.00,0.19
990,156,5,1.00,0.85
991,156,63,1.00,0.13
992,156,59,1.00,0.19
993,156,12,1.00,0.05
994,156,3,1.00,0.24
995,156,1,1.00,0.15
996,156,42,1.00,1.90
997,157,1,1.00,0.15
