"IdEsMa_Desc","IdEsMa","DescuentoEsMa","ObsDesc"
501,10303,$700.00,"7 prendas orden 3107"
502,10312,$9400.00," $500.00 	Transporte de regreso
 $1,300.00 	Transporte de ida
 $500.00 	Transporte de regreso
 $1,300.00 	Transporte de ida
 $2,800.00 	Tela de reparacion
 $500.00 	Reparacion
 $2,500.00 	Penalizacion"
503,10313,$8300.00," $1,500.00 	transporte
 $1,800.00 	velada
 $3,500.00 	penalizacion del cliente
 $1,500.00 	mal cosido"
504,10356,$2900.00,
505,10360,$2700.00,"- 1,500 transporte
- 1,200 velada"
506,10367,,
507,10448,$640.00,"8 prendas orden 3053"
508,10465,$1800.00,"gasto en transporte y sobre precio de lo demas por la urgencia. No hicieron nada!!"
509,10503,$2934.00,"DESCUENTO POR PRETINAS  6 PESOS CADA UNA 489 PRENDAS,"
510,10425,$2000.00,"3076"
511,10523,$6500.00,"Tela que echo a perder (la mitad)"
512,10528,$1620.00,"27 prendas faltantes ordenes 3218 y 3219"
513,10529,$1250.00,"5 personas de Baez que vinieron a esperarla"
514,10561,$350.00,"7 prendas orden 3218"
515,10563,$0.00,"descuento de tela modelos  control dama tallas  extras"
516,10571,$0.00,
517,10655,$850.00,"17 prendas faltantes"
518,10668,$480.00,"6 pendas 3088"
519,10702,$450.00,"9 prendas 3213"
520,10707,$500.00,"5 prendas orden 3125"
521,10761,$2120.00,"4 orden 3126 - 100
10 orden 3127 - 100
4 orden 3122 - 120
2 orden 3123 - 120"
522,10778,$1500.00,"Devolucion por estampado defectuoso (transporte)"
523,10779,$1500.00,"Descuento por devolucion (transporte)"
524,10875,$20000.00,"Descuento por entrega tarde y mal"
525,10876,$15000.00,"140 prendas que embosaron por error"
526,10951,$2000.00,"Entrega tarde, sin ser claro. Es lo que cobro el estampador por trabajarlo de noche."
527,10953,$1000.00,"descuento por no entregar"
528,11009,$4500.00,"3,500 transporte especial por no avisar que iba a salir tan tarde. Quedo de entregar 9:00 PM, fue la combi a recogerle y entregaron hasta las 7:30 am."
529,11051,$720.00,"6 prendas orden 3234"
530,11101,$1200.00,"12 prendas orden 3222"
531,11103,$500.00,"5 prendas orden 3239"
532,11114,$537.00,"NOTA 9 COMPRA DE PRENDAS"
533,11122,$500.00,"5 prendas orden 3229"
534,11132,$4200.00,"3,000 de la gente que vino a empacar a lo tonto en Domingo.
1,200 transporte adicional"
535,11134,$0.00,"PRESTAMO"
536,11135,$0.00,
537,11136,$0.00,"PRESTAMO"
538,11138,$4500.00,"Entrega 3 veces tarde, velada esperandolo, transporte contratado"
539,11165,$400.00,"5 prendas ord 3249"
540,11168,$300.00,"2 prendas orden 3251"
541,11179,$560.00,"3 prendas ord 3261, 3 prendas 3273 y 1 prenda 3250"
542,11192,$11800.00,"- 2000 Transporte 1
- 2000 Transporte 2
- 2,400 Empaque 1
- 2,400 Empaque 2
- 3,000 Reparaciones"
543,11212,$4000.00,"Rechazo conjunto orden 3266"
544,11319,$660.00,"Faltantes:
3300-4
3302-2
3307-2
3294-3"
545,11323,$3500.00,"Rechazo Soriana Queretaro"
546,11489,$2200.00,"Transporte recoger mercancia que no entrego."
547,11495,$1200.00,"Gastos entrega Adicional C&A"
548,11497,$304.00,"COMPRA DE 2 CHAMARRAS"
549,11524,$800.00,"Descuento transporte"
550,11528,$1590.00,"18 prendas orden 3286 y 3283 - $1,440
3 prendas orden 3335 - $150"
551,11623,$159.00,"COMPRO UNA SUDADERA"
552,11672,$675.00,"1.50 x 450 prendas que amarro Baez"
553,11674,$6900.00,"Descuento Transporte y personal y penalizacion por no entregar."
554,11723,$420.00,"Sudaderas manchadas"
555,11737,$750.00,"15 prendas ordenes 3341 y 3381"
556,11741,$709.00,"Ajuste de cuentas"
557,11784,$3500.00,"1,700 Transporte. 1,800 reempaque de la devolucion orden 3414"
558,11077,$16461.00,"Cuadre de cuentas"
559,11813,$1300.00,"10 prendas orden 3397"
560,11819,$400.00,"5 prendas orden 3386"
561,11833,$975.00,
562,11852,$2000.00,"Gastos de personal y transporte en la madrugada"
563,11881,$160.00,"2 prendas orden 3411"
564,11993,$240.00,"3 prendas orden 3502"
565,11997,$2640.00,"Faltante de mercancia 11 prendas 3456, 11 3464"
566,12018,$500.00,"CAMBIO DE ETIQUETA POR MAL COSIDO OP: 3470 MODELO 52131"
567,12035,$770.00,"11 prendas orden 3470"
568,12108,$7300.00,"Reparacion de Orden 3469"
569,12109,$6000.00,"Descuento por rechazo orden 3466"
570,12123,$480.00,"6 prendas orden 3505"
571,12142,$1528.00,"Correccion de etiquetas quemadas"
572,12276,$1600.00,"Flete Calpulalpan"
573,12286,$800.00,"8 prendas"
574,12335,$3197.00,"Pago Baez"
575,12336,$2000.00,"Penalizacion control"
576,12337,$800.00,"Transporte"
577,12339,$3000.00,"Mal cosido sudadera soriana rosa"
578,12344,$1000.00,"Nos regreso la mercancia"
579,12442,$2400.00,"Rechazo"
580,12469,$3432.00,"Plancha playera 3574 a 1.70"
581,12484,$1406.00,"Plancha Orden 3581"
582,12535,$1603.00,"Plancha Orden 3583"
583,12567,$280.00,"4 prendas 3588"
584,12570,$2000.00,"Por no entregar, perder la cita y la ampliacion"
585,12593,$150.00,"3 prendas orden 3593"
586,12604,$1000.00,"Entrega mal de Shorts de Aramare"
587,12629,$1360.00,"34 prendas orden 3596 a $40"
588,12638,$1800.00,"Gastos Entrega de corte"
589,12713,$4000.00,"Por no entregar orden 3637"
590,12715,$500.00,"Transporte"
591,12725,$2440.00,"244 prendas a $10.00 orden 3608 que hizo Mayra Lizbeth"
592,12726,$570.00,"Prendas que hizo Lorena orden 3608"
593,12671,$3000.00,"Reparaciones Shorts Aramare"
594,12767,$380.00,"19 PRENDAS FALTANTES"
595,12780,$112.00,"PROBLEMA CON  PRETINAS MODELO73003 ORDEN 3617"
596,12793,$4900.00,"Pago a Berenice por composturas del jogger"
597,12807,$240.00,"4 prendas orden 3633"
598,12843,$150.00,"3 prendas orden 3639"
599,12883,$350.00,"7 pendas orden 3630"
600,12925,$300.00,"3 prendas orden 3618"
601,12944,$4095.00,"Descuento orden 3618. Esta muy mal estampada"
602,12957,$1.00,"POR NO ENTREGAR NOTAS A TIEMPO DE LOS MODELOS 81120 ORDEN 3694 Y 62077 ORDEN 3699"
603,12978,$1.00,"No entrego nota de la orden 3698"
604,12982,$500.00,"POR NO ENTREGAR CON NOTA ORDEN 3694 MOD 81120"
605,12983,$1200.00,"Gastos entrega devolucion"
606,12986,$2000.00,"10 prendas faltantes orden 3694"
607,13020,$960.00,"Hilos"
608,13030,$500.00,"No entrego nota mod 51414 Orden 3717"
609,13081,$1125.00,"tela de repocision modelo 51554 orden 3749"
610,13142,$1414.00,"POR UTILIZAR HILO TEXTURIZADO EN PRENDA ORDEN 3749 MODELO 51554"
611,13158,$2662.00,"REPOSICION DE TELA PARA ORDENES 3763, 3744 Y 3759"
612,13178,$500.00,"No entrego nota de la orden 3728 modelo 61252"
613,13206,$62717.00,
614,13212,$2000.00,"transporte"
615,13230,$900.00,"3 personas para que deshebren la orden 3722. Llego muy mal deshebrada."
616,13248,$1519.20,"Repocision de habilitacion de la orden 3733 modelo 61268"
617,13291,$178.00,"BERENICE PLANCHO TALLA GRANDE DEL MOD 61167 ORDEN 3740"
618,13321,$153134.50,
619,13402,$53309.00,
620,13451,$39580.00,
621,13527,$3704.69,"Tela de reposicion para la orden 3850 modelo 54134"
622,13535,$19200.00,"Corte 
- 708 prendas 51433
- 8,892 prendas 51435
todo a $2.00"
623,13632,$2310.00,"914 - 15x80=1,200
915 - 3x80=240
916 - 2x90=180
917 - 5x90=450
918 - 2x120=240
TOTAL = 2,310"
624,321,$320.00,"4 prendas, ord. 924"
625,13660,,
626,13770,$21208.00,
627,13718,$5759.00,"Hasta que entregue la sudadera que echo a perder"
628,13850,$0.00,"Pago prestamo (5,000), lo quite del prestamo"
629,13865,$2100.00,"Desampacar la mercancia de devolucion de C&A"
630,13888,$3057.00,"Reempaque de prendas de devolucion"
631,13889,$1200.00,"Entrega prendas de devolucion"
632,13916,$1000.00,"No entrego notas de las ordenes 3963 y 3964"
633,13961,$29767.50,"Corte en Marilyn (19,845 prendas):
3896 - 7,189
3897 - 7,049
3899 - 3,570
3900 - 2037"
634,13978,$1980.00,"Tomasa"
635,13940,$2880.00,"Descuento por mal estampado"
636,13992,$734.00,"Deshebrado 1,049 prendas orden 3904"
637,14070,$30713.50,"L"
638,14144,$2000.00,"Revision, plancha y reempaque, ord4 009"
639,14160,$43035.00,
640,14155,$2586.00,"Mal estampado"
641,14191,$8500.00,"Descuento de la mitad del costo de la orden 3977"
642,14226,$760.00,"Cambio y pegado de etiquetas y desmanchado y secado de prendas orden 4091 Modelo 42114"
643,14227,$190.00,"por falta de etiquetas orden 4004 Modelo 72230"
644,14348,$3480.00,"Lo que nos cobran por no llegar a la cita de control"
646,14432,$2000.00,"Transporte"
647,14507,$3000.00,"Devolucion Jogger Kaky Garcia"
648,14598,$3700.00,"Secado de prendas y rechazo (flete)"
649,14600,$3600.00,"Rechazo playera embosada (reempaque, plancha)"
650,14603,$8200.00,"Revision, reparacion y reempaque del jogger kaky (sin contar transporte)"
651,14654,$2100.00,"Otro rechazo"
652,14657,$2000.00,"devolucion"
653,14800,$3500.00,"Transporte a C&A"
654,14801,$2400.00,"Plancha y enrega de nuevo"
655,14855,,"Se le dio a Hermelando parte de la ord 4230"
656,14955,$1506.00,"Plancha orden 4362"
657,14873,$402.25,
658,14975,$900.00,"9 prendas orden 4386"
659,15060,$366.00,"Faltante de prendas Orden 4393 Modelo 61634"
660,15061,$1680.00,"Faltante de 8 Piezas del modelo 42131 orden 4374"
661,15070,$253.00,"Faltante de 2 piezas Modelo 62441"
662,15071,$253.00,"Faltante de 2 Piezas modelo 62441"
663,15150,$276.00,"Faltante de 3 piezas Orden 4388 Modelo 32144"
664,15151,$504.00,"Faltante de 4 piezas Orden 4418 Modelo 71527"
665,15152,$1485.00,"Faltante de 11 piezas Orden 4417 Modelo 61528"
666,15167,$410.00,"Faltante de 5 prendas Orden 4387 Modelo 62144"
667,15168,$550.00,"Faltante de 5 piezas Orden 4317 Modelo 62431"
668,15182,$728.00,"Faltante de 8 piezas Orden 4414 Modelo 61689"
669,15192,$90.00,"Faltante de 1 Piezas Orden 4331 Modelo 67963"
670,15194,$826.00,"Faltante de 7 piezas Orden 4424 Modelo 62478"
671,15195,$1612.00,"Faltante de 13 piezas Orden 4438 Modelo 61276"
672,15202,$224.00,"Faltante de 2 piezas Orden 4455 Modelo 72461"
673,15203,$660.00,"Faltante de 6 piezas Orden 4459 Modelo 62461"
674,15209,$660.00,"Faltante de 6 piezas Orden 4460 Modelo 62462"
675,15240,$618.00,"Faltante de 6 piezas Orden 4443 Modelo 72478"
676,15241,$0.00,
677,15243,$143.00,"Faltante de 1 pieza Orden 4452 Modelo 42116"
678,15257,$441.00,"Faltante de 7 Piezas Orden 4432 Modelo 51096"
679,15305,$1430.00,"Faltante de 10 piezas Orden 4451 Modelo 42115"
680,15306,$354.00,"Faltante de 3 piezas Orden 4446 Modelo 72167"
681,15308,$189.00,"Faltante de 3 piezas Orden 4434 Modelo 51098"
682,15309,$3234.00,"Descuento por plancha orden 4452 Modelo 42116"
683,15321,$672.00,"Faltante de 6 piezas Orden 4456 Modelo 72462"
684,15323,$0.00,
685,15330,$472.00,"Faltante de 8 piezas Orden 4464 Modelo 52234"
686,15331,$116.00,"Faltante de una Pieza Orden 4470 Modelo 62017"
687,15333,$1716.00,"Faltante de 12 piezas Orden 4445 Modelo 62167"
688,15334,$236.00,"Faltante de 2 piezas Orden 4446 Modelo 72167"
689,15335,$441.00,"Faltante 7 piezas Orden 4432 Modelo 51096"
690,15336,$1232.00,"Faltante de 14 piezas Orden 4447 Modelo 42140"
691,14967,$992.60,"Cuadre de cuentas"
692,15416,$2500.00,"transporte"
693,15417,$1500.00,"transporte"
694,15440,$2555.00,"Faltante de 35 piezas Orden 4471 Modelo 51043"
695,15447,$77.00,"Faltante de una pieza Orden 4578 Modelo 67965"
696,15460,$330.00,"descuento 11 playeras orden 4489"
697,15679,$2600.00,"Devolucion Aero"
698,15933,$396.00,"Descuento 3 prendas"
699,16107,$6718.72,"33 kilos"
700,16228,$350.00,"Angeles a desmanchar"
701,16258,$0.00,
702,16270,$318.00,"2 prendas"
703,16272,$892.00,"Descuento de 7 prendas orden 4834"
704,16275,$366.00,"Descuento reparacion de prendas"
705,16293,$4277.00,"4,000 mas 5 prendas"
706,16364,$750.00,"Descuento por prendas reparadas"
707,16411,$6500.00,"Gastos por incumplimientos"
708,16421,$100.00,
709,16470,$105.00,"composturas"
710,16475,$621.00,"Plancha y reparacion"
711,16515,$8000.00,
712,16527,$90.00,"Ord. 4994 prenda cortada"
713,16557,$424.00,"pago a persona que reviso y reparo mod. 51717."
714,16614,$2041.00,"prendas con hoyos"
715,16674,$80.00,"Composturas  o.p. 4979."
716,16721,$685.00,"ord. 5003 ..piquetes de chamarra"
717,16722,$1209.00,"Descuento por ord. 5006."
718,16756,$630.00,"de o.p. 5010."
719,16768,$768.00,"De O.P. 5009."
720,16777,$1000.00,"Flete por llevar su corte o.p. 5024"
721,16819,$122.00,"ord. 5009  no enrtrego"
722,16831,$1200.00,"por pago de deuda o.p. 4976  $6045.00 31 pzas.  $195.00 c/u"
723,16853,$1200.00,"Abono del adeudo de $6,045.00"
724,16854,$400.00,"Deescuento por  13 kilos $140.00 o.p. 5032."
725,16946,$1038.00,"Liquida deuda $6,045.00"
726,17002,$3264.00,"Revisar una por una y corregirlas. OP. 5019"
727,17075,$4707.00,"Pago por plancha. Ord.5106,5107,5108 y 5109."
728,17205,$570.00,"Por composturas de hoyos o.p. 5120"
729,17247,$1292.18,"paqueteria estrella roja  por no enviar un dia antes x Transp.Tehuacan."
730,17285,$1080.00,"embarcado mal, se fue a Tehuacan"
731,17316,$740.00,"No plancho los tops ord. 5195"
732,17380,$6884.00,"Plancha ordenes 51912, 51910"
733,17381,$6432.00,"Transporte"
734,17465,$360.00,
735,17551,$1550.00,"Reparacion del vestido ord. 5199"
736,17694,$460.00,"Por pago de uber de los paquetes que envio por autobus."
737,17776,$627.00,"Faltante  6 pzzasd. $104.5"
738,17825,$892.50,"Descuento de 21 prendas faltantes al 50%"
739,17826,$892.50,"Descuento de faltante de 21 piezas"
740,17833,$10005.20,"Reempaque rechazo a 2.60 por prenda ($3905.8)
Medio Viaje $2,500
Nomina Sabatina $3,600"
741,17834,$1300.00,"mediao viaje Tezuittlan Veronica"
742,17849,$700.00,"Viaje completo"
743,17858,$1040.00,"10 piezas faltantes"
744,17880,$220.00,"Descuento de 5 piezas faltantes"
745,17881,$0.00,"11 piezas segundas (Omar habia metido 715 pesos)"
746,17889,$2400.00,"24 prendas echadas a perder"
747,17942,$60.00,"5 PIEZAS FALTANTES"
748,17949,$2500.00,"VIAJE DE RECOLECCION"
749,18010,$4400.00,"viaje de recoleccion"
750,18043,$20110.00,"Descuento por rechazo de calidad orden 5293"
751,18044,$1216.00,"Descuento de entrega y recoleccion de orden 5321"
752,18053,$2800.00,"transporte"
753,18063,$650.00,"2da auditoria jogger roll up"
754,18097,$6117.00,"Transfers y gastos"
755,18148,$2201.40,"Cambio de etiquetas y pegado de transfer"
756,18181,$1200.00,"descuento primer paqueteria"
757,18184,-$1830.00,"Descuento de $1200 de paqueteria recoleccion, $500 de pegado de boton y $130 de material"
758,18190,$3301.00,"pago de revision y desmanchado"
759,18213,$13316.00,"Aparato, Tela y transporte"
760,18242,$4445.00,"REPROCESOS DE CAMBIO DETALLA Y DE COLOCACION DE ETIQUETA"
761,18311,$2688.00,"112 metros"
