"IdRecibos","IdOrdenes","Fecha","Cantidad","IdMaquileros","Observaciones","TipoPrendas","Inventariado"
1913,1035,18/03/2010 00:00:00,4,16,"Rem 10 Segundas ENV a Sonia",2,1
1914,1037,18/03/2010 00:00:00,3,16,"Rem 11 Muestras",1,1
1915,1020,18/03/2010 00:00:00,4,16,"Rem 11 Muestras",1,1
1916,1050,18/03/2010 00:00:00,3,16,"Rem 12 Muestras P Dise§o",1,1
1917,1037,18/03/2010 00:00:00,2,16,"Rem 13 Muestras",1,1
1918,1042,19/03/2010 00:00:00,2898,62,"Rem 40",1,1
1919,1022,,0,,,1,1
1920,1046,22/03/2010 00:00:00,316,16,"Rem 15 Segundas 205 tela,111 Manchadas",2,1
1921,1036,22/03/2010 00:00:00,5093,16,"Rem 16 Primeras (19 S/N Etiqueta)",1,1
1922,978,22/03/2010 00:00:00,789,91,"Rem 29 Primeras",1,1
1923,1073,23/03/2010 00:00:00,7632,44,"Rem 32 Primeras",1,1
1924,1075,17/03/2010 00:00:00,5976,44,"Rem 33 Primeras",1,1
1925,1058,25/03/2010 00:00:00,1013,16,"Rem 17 Primeras",1,1
1926,1058,25/03/2010 00:00:00,7,16,"Rem 17 Segundas",2,1
1927,1059,25/03/2010 00:00:00,1017,16,"Rem 18 Primeras Oscar Aragon",1,1
1928,1059,25/03/2010 00:00:00,3,16,"Rem 18 Segundas Oscar Aragon",2,1
1929,1045,25/03/2010 00:00:00,3010,16,"Rem 19 Primeras",1,1
1930,1046,25/03/2010 00:00:00,12,16,"Rem 20 Primeras",1,1
1931,1042,26/03/2010 00:00:00,2352,62,"Rem 40",1,1
1932,1041,,2197,62,"Rem 40",1,1
1933,1043,27/03/2010 00:00:00,2999,16,"Rem 22 Primeras",1,1
1934,1041,31/03/2010 00:00:00,2589,62,"Rem 41",1,1
1935,1030,20/04/2010 00:00:00,2496,16,"Rem 29 Primeras",1,1
1936,1044,26/03/2010 00:00:00,2949,16,"Rem 21 Primeras",1,1
1937,1044,26/03/2010 00:00:00,12,16,"Rem 21 Segundas",2,1
1938,1048,07/04/2010 00:00:00,2836,16,"Rem 23 Primeras",1,1
1939,1048,07/04/2010 00:00:00,176,16,"Rem 23 Segundas",2,1
1940,1049,07/04/2010 00:00:00,2677,16,"Rem 24 Primeras",1,1
1941,1049,07/04/2010 00:00:00,313,16,"Rem 24 Segundas",2,1
1942,1057,07/04/2010 00:00:00,660,16,"Rem 25 Primeras",1,1
1943,1074,07/04/2010 00:00:00,8208,113,"Rem 01 Primeras",1,1
1944,1076,07/04/2010 00:00:00,8208,113,"Rem 01 Primeras",1,1
1945,1041,13/04/2010 00:00:00,1089,62,"Rem 43 Primeras",1,1
1946,1070,13/04/2010 00:00:00,1500,45,"Rem 046 Primeras",1,1
1947,1049,20/04/2010 00:00:00,22,16,"Rem 28 Prineras",1,1
1948,1055,20/04/2010 00:00:00,2998,16,"Rem 27 Primeras",1,1
1949,1055,20/04/2010 00:00:00,9,16,"Rem 27 Segundas",2,1
1950,1053,20/04/2010 00:00:00,1437,16,"Rem 26 Primeras",1,1
1951,1053,20/04/2010 00:00:00,85,16,"Rem 26 Segundas",2,1
1952,1075,23/03/2010 00:00:00,1709,44,"Rem 34 Primeras",1,1
1953,978,23/04/2010 00:00:00,17,91,"Rem 30 Primeras",1,1
1954,1080,23/04/2010 00:00:00,394,44,"Rem 35 Primeras",1,1
1955,1029,25/03/2010 00:00:00,3944,44,"Rem 36 Primeras",1,1
1956,1072,,,,,1,1
1957,1072,30/04/2010 00:00:00,1453,62,"Rem 44 Primeras",1,1
1958,1051,04/05/2010 00:00:00,2751,16,"Rem 30 Primeras",1,1
1959,1051,04/05/2010 00:00:00,10,16,"Rem 30 Segundas",2,1
1960,1052,04/05/2010 00:00:00,2962,16,"Rem 31 Primeras",1,1
1961,1052,04/05/2010 00:00:00,49,16,"Rem 31 Segundas",2,1
1962,1136,04/05/2010 00:00:00,2527,16,"Rem 32 Primeras",1,1
1963,1136,04/05/2010 00:00:00,25,16,"Rem 32 Segundas",2,1
1964,1144,04/05/2010 00:00:00,2317,16,"Rem 33 Primeras",1,1
1965,1144,04/05/2010 00:00:00,22,16,"Rem 33 Segundas",2,1
1966,1152,05/05/2010 00:00:00,200,45,"Rem 47 Primeras",1,1
1967,1152,,,,,1,1
1968,1069,05/05/2010 00:00:00,1500,62,"Rem 45 Primeras",1,1
1969,1030,06/05/2010 00:00:00,1330,16,"Rem 34 Primeras",1,1
1970,1030,06/05/2010 00:00:00,4,16,"Rem 34 Segundas",2,1
1971,1030,06/05/2010 00:00:00,47,16,"Rem 38 Primeras",1,1
1972,1115,06/05/2010 00:00:00,1156,16,"Rem 35 Primeras",1,1
1973,1053,06/05/2010 00:00:00,1416,16,"Rem 36 Primeras",1,1
1974,1116,06/05/2010 00:00:00,1158,16,"Rem 37 Primeras",1,1
1975,1080,11/05/2010 00:00:00,2232,44,"Rem 37 Primeras",1,1
1976,1071,07/05/2010 00:00:00,726,46,"Rem 01 Catalina Estrada Primeras",1,1
1977,1071,07/05/2010 00:00:00,715,,"Rem 48 Francisco Lopez Primeras",1,1
1978,1071,07/05/2010 00:00:00,15,,"Rem 48 Francisco Lopez Segundas",2,1
1979,1068,11/05/2010 00:00:00,1500,62,"Rem 46 Primeras",1,1
1980,1067,11/05/2010 00:00:00,1500,62,"Rem 47 Primeras",1,1
1981,1114,13/05/2010 00:00:00,1147,16,"Rem  39 Primeras",1,1
1982,1117,13/05/2010 00:00:00,1157,16,"Rem 40 Primeras",1,1
1983,1117,13/05/2010 00:00:00,1,16,"Rem 40 Segundas",2,1
1984,1023,13/05/2010 00:00:00,521,62,"Rem 50 Primeras",1,1
1985,1068,13/05/2010 00:00:00,78,62,"Rem 49 Primeras",1,1
1986,1067,13/05/2010 00:00:00,72,62,"Rem 48 Primeras",1,1
1987,1150,19/05/2010 00:00:00,2951,120,"Rem 06 Primeras",1,1
1988,1051,15/05/2010 00:00:00,99,16,"Rem 41Primeras",1,1
1989,1051,15/05/2010 00:00:00,1,16,"Rem 41 Segundas",2,1
1990,1060,15/05/2010 00:00:00,900,16,"Rem 41 Primeras",1,1
1991,1060,15/05/2010 00:00:00,63,16,"Rem 41 Segundas",2,1
1992,1053,15/06/2010 00:00:00,96,16,"Rem 42 primeras",1,1
1993,1138,15/05/2010 00:00:00,2945,16,"Rem 43 Primeras",1,1
1994,1138,15/05/2010 00:00:00,55,16,"Rem 43 SEGUNDAS",1,1
1995,1138,,,,,1,1
1996,1138,,,,,1,1
1997,1079,15/05/2010 00:00:00,486,16,"Rem 44 Primeras Blanco",1,1
1998,1153,15/05/2010 00:00:00,4990,16,"Rem 47 Primeras",1,1
1999,1148,20/05/2010 00:00:00,44,119,"Rem 01Primeras",1,1
2000,1097,26/05/2010 00:00:00,1230,127,"Rem 01 Primeras",1,1
2001,1151,20/05/2010 00:00:00,1500,62,"Rem 51 Primeras",1,1
2002,1108,19/05/2010 00:00:00,880,16,"Rem 48 Primeras",1,1
2003,1077,19/05/2010 00:00:00,1795,,"Rem 49 Primeras Oscar Aragon",1,1
2004,1061,19/05/2010 00:00:00,1017,16,"Rem 50 Primeras(55 pz s/n Etiqueta)",1,1
2005,1109,19/05/2010 00:00:00,4998,130,"Rem 51 Primeras",1,1
2006,1109,21/05/2010 00:00:00,4970,130,"Rem 52 Primeras",1,1
2007,1109,21/05/2010 00:00:00,30,130,"Rem 52 Segundas",2,1
2008,1108,21/05/2010 00:00:00,904,16,"Rem 53 Primeras",1,1
2009,1106,21/05/2010 00:00:00,2458,16,"Rem 54 Primeras",1,1
2010,1106,21/05/2010 00:00:00,40,16,"Rem 54 Segundas",2,1
2011,1109,21/05/2010 00:00:00,650,130,"Rem 55 Primeras",1,1
2012,1136,25/05/2010 00:00:00,2522,16,"Rem 56 Primeras",1,1
2013,1109,25/05/2010 00:00:00,1599,130,"Rem 57 Primeras ESTAMPADAS",1,1
2014,1106,25/05/2010 00:00:00,2348,16,"Rem 58 Primeras",1,1
2015,1106,25/05/2010 00:00:00,7,16,"Rem 58 Segundas",1,1
2016,1109,25/05/2010 00:00:00,3400,130,"Rem 57 Primeras SIN ESTAMPAR",1,1
2017,1091,28/05/2010 00:00:00,258,45,"Rem 50 Primeras",1,1
2018,1093,28/05/2010 00:00:00,808,45,"Rem 49 Primeras",1,1
2019,1095,28/05/2010 00:00:00,738,13,"Rem 01 Primeras",1,1
2020,1145,21/05/2010 00:00:00,1000,119,"Rem 02 Primeras",1,1
2021,1145,25/05/2010 00:00:00,2294,119,"Rem 03 Primeras",1,1
2022,1145,27/05/2010 00:00:00,715,119,"Rem 04 Primeras",1,1
2023,1096,28/05/2010 00:00:00,1025,127,"Rem 02 Primeras",1,1
2024,1079,15/05/2010 00:00:00,969,16,"Rem 45 Primeras Verde",1,1
2025,1079,15/05/2010 00:00:00,970,16,"Rem 46 Primeras Negro",1,1
2026,1109,27/05/2010 00:00:00,3000,130,"Rem 59 Primeras SIN ESTAMPAR",1,1
2027,1109,28/05/2010 00:00:00,1353,130,"Rem 61 Primeras ESTAMP/EMPACADAS",1,1
2028,1110,28/05/2010 00:00:00,1713,130,"Rem 61 Primeras ESTAMP/EMPACADAS",1,1
2029,1110,28/05/2010 00:00:00,11952,130,"Rem 61 Primeras ESTAMP/SN EMPAQUE",1,1
2030,1078,28/05/2010 00:00:00,1910,16,"Rem 60 Primeras",1,1
2031,1140,30/05/2010 00:00:00,1138,119,"Rem 07 Primeras",1,1
2032,1156,30/05/2010 00:00:00,2388,13,"Rem  02 Primeras directo a Javier",1,1
2033,1095,01/06/2010 00:00:00,476,13,"Rem 03 Primeras",1,1
2034,1099,02/06/2010 00:00:00,1294,120,"Rem 02 Primeras",1,1
2035,1118,05/06/2010 00:00:00,1077,120,"Rem 04 Primeras",1,1
2036,1129,04/06/2010 00:00:00,1194,16,"Rem 61 Primeras",1,1
2037,1129,04/06/2010 00:00:00,1,16,"Rem 61 Segundas",2,1
2038,1107,06/06/2010 00:00:00,2283,16,"Rem 67 Primeras",1,1
2039,1107,06/06/2010 00:00:00,34,16,"Rem 67 Segundas",2,1
2040,1110,03/06/2010 00:00:00,6335,130,"Rem 62 Primeras ESTAMP Y EMPACADAS",1,1
2041,1111,03/06/2010 00:00:00,4465,130,"Rem 62 Primeras ESTAMPAD Y EMPACADAS",,1
2042,1111,03/03/2010 00:00:00,9215,130,"Rem 62 Primeras ESTAMPAD NO EMPAQUE",1,1
2043,1111,06/06/2010 00:00:00,6320,130,"Rem 63 Primeras ESTAMPAD Y EMPAQUE",1,1
2044,1111,,0,,,1,1
2045,1112,06/06/2010 00:00:00,2250,130,"Rem 63 Primeras ESTAMP Y EMPACADO",1,1
2046,1112,06/06/2010 00:00:00,759,130,"Rem 63 Primeras ESTAMP NO EMPACADO",1,1
2047,1112,06/06/2010 00:00:00,154,130,"Rem 63 Primeras SEGUNDAS ESTAMPADAS",2,1
2048,1133,06/06/2010 00:00:00,1471,16,"Rem 64 Primeras",1,1
2049,1100,05/06/2010 00:00:00,1492,16,"Rem 65 Primeras",1,1
2050,1137,12/06/2010 00:00:00,4708,16,"Rem 74 Primeras",1,1
2051,1096,29/05/2010 00:00:00,205,127,"Rem 03 Primeras",1,1
2052,1130,02/06/2010 00:00:00,2993,127,"Rem 04 Primeras",1,1
2053,1127,04/06/2010 00:00:00,1122,127,"Rem 05 Primeras",1,1
2054,1121,04/06/2010 00:00:00,1160,,"Rem 06 Primeras Constantino",1,1
2055,1121,08/06/2010 00:00:00,11,0,"Rem 07 Primeras Constantino",1,1
2056,1132,03/06/2010 00:00:00,1104,120,"Rem 03 Primeras",1,1
2057,1145,25/05/2010 00:00:00,2000,62,"Rem 52 Primeras",1,1
2058,1145,25/06/2010 00:00:00,2000,120,"Rem 07 Primeras",1,1
2059,1154,05/06/2010 00:00:00,1543,15,"Rem 01 Primeras",1,1
2060,1154,05/06/2010 00:00:00,14,15,"Rem 01 Segundas",2,1
2061,1154,08/06/2010 00:00:00,480,15,"Rem 02 Primeras",1,1
2062,1112,01/06/2010 00:00:00,5600,130,"Rem 68 Primeras ESTAMP Y EMPACADA",1,1
2063,1112,01/06/2010 00:00:00,5600,130,"Rem 68 Primeras ESTAMP NO EMPACADA",1,1
2064,1112,09/06/2010 00:00:00,4489,130,"Rem 70 Primeras ESTAMP Y EMPACADAS",1,1
2065,1112,12/06/2009 00:00:00,1148,130,"Rem 72 Primeras ESTAMP Y EMPACADAS",1,1
2066,1113,12/06/2010 00:00:00,6852,130,"Rem 72 Primeras ESTAMP Y EMPACADAS",1,1
2067,1133,06/06/2010 00:00:00,2,16,"Rem 64 Segundas",2,1
2068,1107,06/06/2010 00:00:00,144,16,"Rem 69 Primeras",1,1
2069,1037,09/06/2010 00:00:00,5941,16,"Rem 71 Primeras",1,1
2070,1037,09/06/2010 00:00:00,584,16,"Rem 71 Segundas",2,1
2071,1107,12/06/2010 00:00:00,1161,16,"Rem 73 Primeras",1,1
2072,1107,12/06/2010 00:00:00,59,16,"Rem 73 Primeras S/n ETIQUETA DE LAVADO",1,1
2073,1137,12/06/2010 00:00:00,147,16,"Rem 74 Primeras S/n ETIQUETA DE COSTADO",1,1
2074,1137,12/06/2010 00:00:00,113,16,"Rem 74 Segundas",1,1
2075,1107,14/06/2010 00:00:00,1272,16,"Rem 75 Primeras",1,1
2076,1098,07/06/2010 00:00:00,0,46,,1,1
2077,1113,16/06/2010 00:00:00,6993,130,"Rem 76 Primeras ESTAMP Y EMPACADA",1,1
2078,1113,16/06/2010 00:00:00,838,130,"Rem 80 Prim SIN ESTAMP (200 CUERNAVACA)",1,1
2079,1159,16/06/2010 00:00:00,3438,16,"Rem 77 Primeras",1,1
2080,1159,16/06/2010 00:00:00,6,16,"Rem 77 Segundas",2,1
2081,1137,15/06/2010 00:00:00,3736,16,"Rem 78 Primeras",1,1
2082,1158,16/06/2010 00:00:00,2693,16,"Rem 79 Primeras",1,1
2083,1137,19/06/2010 00:00:00,1267,16,"Rem 81Primeras (67 SIN ETIQUETA )",1,1
2084,1137,19/06/2010 00:00:00,7,16,"Rem  81 Segundas",1,1
2085,1158,19/06/2010 00:00:00,734,16,"Rem 82 Primeras",1,1
2086,1158,19/06/2010 00:00:00,13,16,"Rem 82 Segundas",2,1
2087,1113,19/06/2010 00:00:00,3298,130,"Rem 83 Primeras ESTAMP Y EMPACADAS",1,1
2088,1113,19/06/2010 00:00:00,2436,130,"Rem 84 Primeras C/BOLSA S/N EMPAQUE",1,1
2089,1113,19/06/2010 00:00:00,163,130,"REM 84 Primeras S/N BOLSA S/EMPAQUE",1,1
2090,1150,19/05/2010 00:00:00,4,120,"Rem 06 Segundas",1,1
2091,1147,15/05/2010 00:00:00,2770,119,"Rem 05 Primeras",1,1
2092,1160,19/06/2010 00:00:00,992,16,"Rem 86 Primeras Oscar Aragon Estampadas",1,1
2093,1160,19/06/2010 00:00:00,5,16,"Rem 86 Segundas Oscar Aragon Estampadas",2,1
2094,1161,19/06/2010 00:00:00,996,16,"Rem 85 Primeras Oscar Aragon Estampadas",1,1
2095,1161,19/06/2010 00:00:00,3,16,"Rem 85 Segundas Oscar Aragon Estampadas",2,1
2096,1102,09/06/2010 00:00:00,1484,119,"Rem 12 Primeras",1,1
2097,1148,15/05/2006 00:00:00,856,119,"Rem 06 Primeras",1,1
2098,1157,04/06/2010 00:00:00,400,119,"Rem 08 Primeras",1,1
2099,1157,04/06/2010 00:00:00,1580,119,"Ren 09 Primeras",1,1
2100,1157,05/06/2010 00:00:00,409,119,"Rem 10 Primeras",1,1
2101,1105,06/06/2010 00:00:00,1500,119,"Rem 11 Primeras",1,1
2102,1102,16/06/2010 00:00:00,10,119,"Rem 13 Primeras",1,1
2103,1157,16/06/2010 00:00:00,12,119,"Rem 13 Primeras",1,1
2104,1140,16/06/2010 00:00:00,3,119,"Rem 13 Primeras",1,1
2105,1105,16/06/2010 00:00:00,9,119,"Rem 13 Primeras",1,1
2106,1154,09/06/2010 00:00:00,1100,15,"Rem 03 Primeras",1,1
2107,1154,09/06/2010 00:00:00,1880,15,"Rem 04 Primeras",1,1
2108,1154,11/06/2010 00:00:00,894,15,"Rem 05 Primeras",1,1
2109,1154,15/06/2010 00:00:00,4948,15,"Rem 06 Primeras",1,1
2110,1154,15/06/2010 00:00:00,238,15,"Rem 06 Segundas",2,1
2111,1154,18/06/2010 00:00:00,4668,15,"Rem 07 primeras",1,1
2112,1162,21/06/2010 00:00:00,1401,16,"Rem 88 Primeras",1,1
2113,1163,23/06/2010 00:00:00,1989,16,"Rem 88 Primeras",1,1
2114,1113,21/06/2010 00:00:00,103,130,"Rem 87 Primeras EST/BOLSA NO EMPACADO",1,1
2115,1162,23/06/2010 00:00:00,1600,16,"Rem 89 Primeras",1,1
2116,1163,23/06/2010 00:00:00,23,16,"Rem 88 Segundas",2,1
2117,1104,24/06/2010 00:00:00,3000,13,"Rem 04 Primeras",1,1
2118,1128,24/03/2010 00:00:00,834,13,"Rem 05 Primeras",1,1
2119,1131,23/06/2010 00:00:00,1488,13,"N/E 06 Primeras",1,1
2120,1149,16/05/2010 00:00:00,500,119,"Rem 14 Primeras",1,1
2121,1147,16/05/2010 00:00:00,221,119,"Rem 14 Primeras",1,1
2122,1164,25/06/2010 00:00:00,3190,16,"miguel a  cordoba primeras",1,1
2123,1164,25/06/2010 00:00:00,3,16,"miguel a cordoba segundas",2,1
2124,1165,25/06/2010 00:00:00,2606,16,"miguel a cordoba primeras",1,1
2125,1165,25/06/2010 00:00:00,2,16,"miguel a cordoba segundas",2,1
2126,1154,18/06/2010 00:00:00,42,15,"Rem 07 Segundas",2,1
2127,1023,01/07/2010 00:00:00,1881,62,"Rem 52 Primeras No trae etiqueta marca NO estampado",1,1
2128,985,13/07/2010 00:00:00,807,91,"Rem 31 Primeras NO ESTA ESTAMPADO",1,1
2129,1151,,,62,,1,1
2130,1147,16/05/2010 00:00:00,9,119,"Rem 14 Segundas",2,1
2131,1095,25/06/2010 00:00:00,51,13,"Rem 07 Primeras",1,1
2132,1077,19/05/2010 00:00:00,113,,"Rem 49 Segundas Oscar Aragon",2,1
2133,1077,,,,,,1
2134,1077,,0,16,,,1
2135,1179,28/10/2010 00:00:00,6,16,"REM 92 PANT MARINO P/LABORATORIO",1,1
2136,1175,04/11/2010 00:00:00,2079,16,"REM 93 PANT MARINO",1,1
2137,1175,04/11/2010 00:00:00,7,16,"REM 93 PANT MARINO",2,1
2138,1175,04/11/2010 00:00:00,2078,16,"REM 93 SUD MARINO",1,1
2139,1175,04/11/2010 00:00:00,37,16,"REM 93 SUD MARINO 19 SEG 18 NBORD",2,1
2140,1179,28/10/2010 00:00:00,6,16,"REM 92 SUD MARINO P/LABORATORIO",1,1
2141,1179,04/11/2010 00:00:00,1,16,"REM 94 SUD  MARINO",1,1
2142,1172,04/11/2010 00:00:00,2273,16,"REM 94 PANT SHEDRON",1,1
2143,1172,04/11/2010 00:00:00,23,16,"REM 94 PANT SHEDRON",2,1
2144,1174,04/11/2010 00:00:00,1487,16,"REM 95 PANT AZ. INDIGO",1,1
2145,1174,04/11/2010 00:00:00,5,16,"REM 95 PANT AZ. INDIGO",2,1
2146,1178,04/11/2010 00:00:00,1903,16,"REM 95 PANT TURQUEZA",1,1
2147,1178,04/11/2010 00:00:00,65,16,"REM 95 PANT TURQUEZA",2,1
2148,1175,04/11/2010 00:00:00,1908,16,"REM 96 SUD CAFê",1,1
2149,1175,04/11/2010 00:00:00,55,16,"REM 96 SUD CAFê 49 SEG CONF,6 SEG ESTAMP",2,1
2150,1175,04/11/2010 00:00:00,1940,16,"REM 96 PANT CAFê",1,1
2151,1175,04/11/2010 00:00:00,17,16,"REM 96 PANT CAFê",2,1
2152,1175,04/11/2010 00:00:00,1105,16,"REM 97 PANT GRIS MED",1,1
2153,1175,04/11/2010 00:00:00,7,16,"REM 97 PANT GRIS MED",2,1
2154,1179,04/11/2010 00:00:00,1194,16,"REM 97 PANT ROSA",1,1
2155,1179,04/11/2010 00:00:00,23,16,"REM 97 PANT ROSA",2,1
2156,1179,04/11/2010 00:00:00,1191,16,"REM 98 PANT FIUSHA",1,1
2157,1179,04/11/2010 00:00:00,9,16,"REM 98 PANT FIUSHA",2,1
2158,1179,04/11/2010 00:00:00,1136,16,"REM 98 PANT MORADO",1,1
2159,1179,04/11/2010 00:00:00,8,16,"REM 98 PANT MORADO",2,1
2160,1179,04/11/2010 00:00:00,1123,16,"REM 99 PANT MARINO",1,1
2161,1179,04/11/2010 00:00:00,13,16,"REM 99 PANT MARINO",2,1
2162,1179,05/11/2010 00:00:00,1100,16,"REM 100 SUD MARINO",1,1
2163,1175,05/11/2010 00:00:00,300,16,"REM 101 SUD GRIS MED",1,1
2164,1175,09/11/2010 00:00:00,769,16,"REM 102 SUD GRIS MED",1,1
2165,1175,09/11/2010 00:00:00,34,16,"REM 102 SUD GRIS MED SEG X DF",2,1
2166,1179,09/11/2010 00:00:00,1118,16,"REM 103 SUD MORADO",1,1
2167,1179,09/11/2010 00:00:00,12,16,"REM 103 SUD MORADO SEGUNDA X DEFECTOS",2,1
2168,1179,09/11/2010 00:00:00,11,16,"REM 103 SUD MORADO S/N ESTAMPADO",2,1
2169,1179,09/11/2010 00:00:00,1135,16,"REM 104 SUD ROSA",1,1
2170,1179,09/11/2010 00:00:00,79,16,"REM 104 SUD ROSA SEG X DEFECTO",2,1
2171,1179,09/11/2010 00:00:00,1,16,"REM 104 SUD ROSA S/N ESTAMPADO",1,1
2172,1175,09/11/2010 00:00:00,3,16,"REM 102 SUD GRIS MED S/N ESTAMPADO",2,1
2173,1173,11/11/2010 00:00:00,838,16,"Rem 105 PANT CIELO BEBO",1,1
2174,1173,11/11/2010 00:00:00,11,16,"Rem 105 PANT CIELO BEBO",2,1
2175,1173,11/11/2010 00:00:00,998,16,"Rem 106 PANT MARINO BEBO",1,1
2176,1173,11/11/2010 00:00:00,7,16,"REM 106 PANT MARINO BEBO",2,1
2177,1173,11/11/2010 00:00:00,1383,16,"REM 109 PANT AMARILLO BEBO",1,1
2178,1173,11/11/2010 00:00:00,15,16,"REM 109 PANT AMARILLO BEBO",2,1
2179,1174,11/11/2010 00:00:00,1824,16,"REM 107 PANT ARENA",1,1
2180,1174,11/11/2010 00:00:00,13,16,"REM 107 PANT ARENA",2,1
2181,1174,11/11/2010 00:00:00,1818,16,"REM 107 SUD MILITAR/ARENA",1,1
2182,1174,11/11/2010 00:00:00,7,16,"REM 107 SUD MILITAR/ARENA",2,1
2183,1174,11/11/2010 00:00:00,682,16,"REM 107 SUD MILITAR/MARINO",1,1
2184,1174,11/11/2010 00:00:00,15,16,"REM 107 SUD MILITAR/MARINO",2,1
2185,1174,11/11/2010 00:00:00,681,16,"REM 108 PANT MARINO",1,1
2186,1174,11/11/2010 00:00:00,1471,16,"REM 109 SUD ROJO/PLUMBAGO",1,1
2187,1174,11/11/2010 00:00:00,21,16,"REM 109 SUD ROJO/PLUMBAGO",2,1
2188,1176,11/11/2010 00:00:00,2016,16,"REM 106 PANT MARINO",1,1
2189,1176,11/11/2010 00:00:00,27,16,"REM 106 PANT MARINO",2,1
2190,1178,11/11/2010 00:00:00,1891,16,"REM 105 PANT ROJO",1,1
2191,1178,11/11/2010 00:00:00,4,16,"REM 105 PANT ROJO",2,1
2192,1179,11/11/2010 00:00:00,1184,16,"REM 108 SUD FIUSHA",1,1
2193,1179,11/11/2010 00:00:00,15,16,"REM 108 SUD FIUSHA",2,1
2194,1176,18/11/2010 00:00:00,2046,16,"REM 110 SUD ROJO/MNO",1,1
2195,1177,18/11/2010 00:00:00,906,16,"REM 110 SUD PLUMBAGO",1,1
2196,1177,19/11/2010 00:00:00,775,16," REM 111 SUD PLUMBAGO",1,1
2197,1177,19/11/2010 00:00:00,18,16,"REM 111 SUD PLUMBAGO",2,1
2198,1174,18/11/2010 00:00:00,998,16,"REM 111 SUD HUE/PLUMBAGO",1,1
2199,1177,19/11/2010 00:00:00,901,16,"REM 112 PANT PLUMBAGO",1,1
2200,1177,19/11/2010 00:00:00,1276,16,"REM 112 PANT MORADO",1,1
2201,1177,19/11/2010 00:00:00,1,16,"REM 112 PANT MORADO",2,1
2202,1177,19/11/2010 00:00:00,1264,16,"REM 113 PANT UVA",1,1
2203,1177,19/11/2010 00:00:00,1,16,"REM 113 PANT UVA",2,1
2204,1174,19/11/2010 00:00:00,998,16,"REM 113 PANT PLUMBAGO",1,1
2205,1178,20/11/2010 00:00:00,1950,16,"REM 114 SUD HUE/AZUL",1,1
2206,1178,20/11/2010 00:00:00,12,16,"REM 114 SUD HUE/AZUL",2,1
2207,1172,20/11/2010 00:00:00,2261,16,"REM 114 SUD HUESO SHEDRON",1,1
2208,1172,20/11/2010 00:00:00,8,16,"REM 114 SUD HUESO/SHEDRON",2,1
2209,1177,20/11/2010 00:00:00,457,16,"REM 115 SUD UVA",1,1
2210,1177,20/11/2010 00:00:00,1,16,"REM 115 SUD UVA",2,1
2211,1173,20/11/2010 00:00:00,800,16,"REM 115 SUD MARINO",1,1
2212,1173,20/11/2010 00:00:00,800,16,"REM 116 SUD CIELO",1,1
2213,1177,24/11/2010 00:00:00,1262,16,"REM 116 SUD MORADA",1,1
2214,1173,24/11/2010 00:00:00,1389,16,"REM 117 SUD AMARILLO",1,1
2215,1173,24/11/2010 00:00:00,135,16,"REM 117 SUD MARINO",1,1
2216,1173,24/11/2010 00:00:00,52,16,"REM 117 SUD MARINO",2,1
2217,1173,24/11/2010 00:00:00,22,16,"REM 118 SUD CELESTE",1,1
2218,1173,24/11/2010 00:00:00,1,16,"REM 118 SUD CELESTE",2,1
2219,1178,24/11/2010 00:00:00,1873,16,"REM 118 SUD BLANCO/ROJO",1,1
2220,1178,24/11/2010 00:00:00,1,16,"REM  118 SUD BLANCO/ROJO",2,1
2221,1180,10/12/2010 00:00:00,6,16,"Rem 119 Marino (Laboratorio)",1,1
2222,1190,14/12/2010 00:00:00,5,132,"Rem 01 PARA LABORATORIO",1,1
2223,1180,15/12/2010 00:00:00,1469,16,"Rem 120 Marino",1,1
2224,1180,15/12/2010 00:00:00,25,16,"Rem 120 Marino",2,1
2225,1180,15/12/2010 00:00:00,1491,16,"Rem 120 Cielo",1,1
2226,1180,15/12/2010 00:00:00,9,16,"Rem 120 Cielo",2,1
2227,1180,17/12/2010 00:00:00,750,16,"Rem 122 Perla",1,1
2228,1180,18/12/2010 00:00:00,747,16,"Rem 123 Perla",1,1
2229,1181,17/12/2010 00:00:00,1500,16,"Rem 122 Rosa",1,1
2230,1181,17/12/2010 00:00:00,374,16,"Rem 122 Naranja",1,1
2231,1181,18/12/2010 00:00:00,1500,16,"Rem 123 Lila",1,1
2232,1181,18/12/2010 00:00:00,1117,16,"Rem 123 Naranja",1,1
2233,1180,20/12/2010 00:00:00,1500,16,"Rem 124 Cielo",1,1
2234,1180,20/12/2010 00:00:00,612,16,"Rem 124 Vde Agua",1,1
2235,1180,21/12/2010 00:00:00,1500,16,"Rem 125 Perla",1,1
2236,1181,21/12/2010 00:00:00,1260,16,"Rem 126 Amarillo",1,1
2237,1181,21/12/2010 00:00:00,7,16,"Rem 126 Amarillo",2,1
2238,1192,22/12/2010 00:00:00,3748,132,"Rem 02 Marino",1,1
2239,1190,22/12/2010 00:00:00,828,132,"Rem 03 Negro Onely",1,1
2240,1190,22/12/2010 00:00:00,1500,132,"Rem 03 Negro Metropoli",1,1
2241,1190,22/12/2010 00:00:00,1692,132,"Rem 03 Negro Sportec",1,1
2242,1180,22/12/2010 00:00:00,2477,16,"Rem 127 Marino",1,1
2243,1181,22/12/2010 00:00:00,436,16,"Rem 127 Lila",1,1
2244,1180,04/01/2011 00:00:00,685,16,"Rem 128 Cielo",1,1
