"IdProm_ExisFecha","CodigoExis","Tienda","CantExis"
1,"73803169L6316",28,28
1,"73803169L6316",46,50
1,"73803169L6316",5,51
1,"73803169L6316",32,48
1,"73803169L6316",24,50
1,"73803169L6316",26,48
1,"73803169L6316",43,120
1,"73803169L6316",49,49
1,"73803169L6316",14,39
1,"73803169L6316",35,49
1,"73803169L6316",37,100
1,"73803169L6316",17,50
1,"73803169L6316",34,50
1,"73803169L6316",50,100
1,"73803169L6316",27,50
1,"73803169L6316",41,100
1,"73803169L6316",33,100
1,"73803169T6301",70,30
1,"73803169T6301",50,73
1,"73803169T6301",47,27
1,"73803169T6302",70,29
1,"73803169Y6301",10,30
1,"73803169Y6301",18,10
1,"73803169Y6301",4,15
1,"73803169Y6301",21,15
1,"73803169Y6301",44,24
1,"73803169Y6301",17,31
1,"73803169Y6301",11,8
1,"73803169Y6301",7,10
1,"73803169Y6301",1,9
1,"73803169Y6301",20,6
1,"73803169Y6301",36,19
1,"73803169Y6301",28,6
1,"73803169Y6301",70,65
1,"73803169Y6301",12,16
1,"73803169Y6301",42,20
1,"73803199B6305",47,59
1,"73803199E6301",70,47
1,"73803199E6302",70,16
1,"73803199L4326",48,30
1,"73803199L4326",25,43
1,"73803199L4326",50,10
1,"73803199L4326",43,30
1,"73803199L4326",39,30
1,"73803199L4326",15,30
1,"73803199L4326",33,30
1,"73803199L4326",5,33
1,"73803199L4326",35,37
1,"73803199L4326",36,27
1,"73803199L4326",45,102
1,"73803199L4326",21,40
1,"73803199L4326",22,50
1,"73803199L4326",40,60
1,"73803199L4326",26,69
1,"73803199L4326",7,20
1,"73803199L4326",18,46
1,"73803199L4326",16,20
1,"73803199L4326",46,50
1,"73803199L4326",23,39
1,"73803199L4326",27,95
1,"73803199L4326",4,49
1,"73803199L4326",29,20
1,"73803199L4326",12,50
1,"73803199L4326",17,88
1,"73803199L4326",44,27
1,"73803199L4326",42,54
1,"73803199L4326",24,35
1,"73803199L4326",49,20
1,"73803199L4326",14,40
1,"73803199L4326",32,40
1,"73803199L6317",21,50
1,"73803199L6317",40,20
1,"73803199L6317",4,67
1,"73803199L6317",28,16
1,"73803199L6317",46,30
1,"73803199L6317",16,26
1,"73803199L6317",12,43
1,"73803199L6317",17,30
1,"73803199L6317",23,60
1,"73803199L6317",43,20
1,"73803199L6317",1,34
1,"73803199L6317",44,19
1,"73803199L6317",35,12
1,"73803199L6318",16,4
1,"73803199L6318",4,17
1,"73803199L6318",36,2
1,"73803199L6318",34,14
1,"73803199P4001",48,27
1,"73803199P4001",46,50
1,"73803199P4001",34,30
1,"73803199P4001",33,20
1,"73803199P4001",44,28
1,"73803199P4001",45,38
1,"73803199P4001",22,30
1,"73803199P4001",2,25
1,"73803199P4001",47,98
1,"73803199P6304",46,12
1,"73803199Y6006",50,33
1,"73803219E4303",70,119
1,"73803219E4304",70,41
1,"73803219E4304",46,10
1,"73803219E4306",47,30
1,"73803219E4306",50,100
1,"73803219L4327",23,17
1,"73803219L4327",28,29
1,"73803219L4327",5,40
1,"73803219L4327",44,20
1,"73803219L4327",1,46
1,"73803219L4327",46,29
1,"73803219L4327",29,19
1,"73803219L4327",20,15
1,"73803219L4327",17,27
1,"73803219L4327",24,18
1,"73803219L4327",11,10
1,"73803219L4327",16,50
1,"73803219L4327",14,11
1,"73803219L4327",32,40
1,"73803219L4327",19,19
1,"73803219L4327",48,10
1,"73803219L4327",35,19
1,"73803219L4327",42,14
1,"73803219L4327",50,25
1,"73803219L4327",43,26
1,"73803219L4327",26,26
1,"73803219L4327",40,29
1,"73803219L4327",47,42
1,"73803219L4327",34,45
1,"73803219L4327",33,38
1,"73803219L4327",12,25
1,"73803219L4327",70,14
1,"73803219L6319",12,16
1,"73803219L6319",23,19
1,"73803219L6319",44,20
1,"73803219L6319",22,2
1,"73803219L6319",10,15
1,"73803219L6319",34,19
1,"73803219L6319",21,49
1,"73803219L6319",31,16
1,"73803219L6319",46,15
1,"73803219L6319",16,5
1,"73803219Y6303",48,17
1,"73803249D6001",46,50
1,"73803249D6001",70,72
1,"73803249L4328",11,10
1,"73803249L4328",14,6
1,"73803249L4328",18,14
1,"73803249L4328",1,15
1,"73803249L4328",16,20
1,"73803249L4328",23,4
1,"73803249L4328",45,5
1,"73803249L4328",42,11
1,"73803249L4328",33,28
1,"73803249L4328",19,26
1,"73803249L4328",50,85
1,"73803249L4328",36,59
1,"73803249L4328",24,13
1,"73803249L4328",70,7
1,"73803249L4328",46,31
1,"73803249L4328",35,17
1,"73803249L4328",22,30
1,"73803249L4333",19,9
1,"73803249L4333",42,25
1,"73803249L4333",47,20
1,"73803249L4333",17,12
1,"73803249L4333",27,11
1,"73803249L4333",16,10
1,"73803249L4333",48,15
1,"73803249L4333",33,20
1,"73803249L6320",40,21
1,"73803249L6320",36,44
1,"73803249L6320",21,15
1,"73803249L6320",35,12
1,"73803249L6320",12,17
1,"73803249L6320",4,11
1,"73803249L6321",44,10
1,"73803249L6321",36,30
1,"73803249N6302",26,34
1,"73803249N6302",32,22
1,"73803249N6302",4,35
1,"73803249N6302",15,22
1,"73803249N6302",45,33
1,"73803249N6302",1,47
1,"73803249N6302",43,20
1,"73803249N6302",40,18
1,"73803249N6302",11,10
1,"73803249N6302",14,3
1,"73803249N6302",17,39
1,"73803249N6302",35,4
1,"73803249N6302",24,48
1,"73803249N6302",25,29
1,"73803249N6302",50,22
1,"73803249N6302",70,69
1,"73803249N6302",21,9
1,"73803249N6302",23,20
1,"73803249N6315",50,3
1,"73803249P4302",16,20
1,"73803249P4302",34,13
1,"73803249P4302",46,68
1,"73803249P4302",44,20
1,"73803249P4302",48,40
1,"73803249P4302",50,34
1,"73803249P4302",22,30
1,"73803249P4302",33,20
1,"73803249P4302",26,40
1,"73803249P4302",35,32
1,"73803249P4302",20,21
1,"73803249P4302",42,6
1,"73803249P6002",46,60
1,"73803249Y6003",50,19
1,"73803249Y6005",17,50
1,"73803249Y6005",4,40
1,"73803249Y6005",16,30
1,"73803249Y6005",22,50
1,"73803249Y6005",50,4
1,"73803249Y6302",4,20
1,"73803249Y6302",16,30
1,"73803249Y6302",22,47
1,"73803249Y6302",17,50
1,"73803249Y6302",50,3
1,"73803249Y6302",45,1
1,"73803269L4329",33,2
1,"73803269L4329",48,18
1,"73803269L4329",17,6
1,"73803269L4329",23,10
1,"73803269L4329",47,2
1,"73803269L4329",24,2
1,"73803269L4330",23,10
1,"73803269L6322",7,13
1,"73803269L6322",23,56
1,"73803269L6322",32,29
1,"73803269L6322",31,84
1,"73803269L6322",40,19
1,"73803269L6322",44,10
1,"73803269L6322",11,27
1,"73803269L6323",22,4
1,"73803269L6323",44,9
1,"73803269L6323",30,26
1,"73803269L6323",31,50
1,"73803269L6323",43,20
1,"73803269L6323",36,38
1,"73803269N4308",44,-1
1,"73803269N4308",14,10
1,"73803269N4308",16,47
1,"73803269N4308",11,18
1,"73803269N4308",48,12
1,"73803269N4308",50,7
1,"73803269N4308",22,39
1,"73803269N4308",17,15
1,"73803269N6301",5,76
1,"73803269N6301",48,34
1,"73803269N6301",26,91
1,"73803269N6301",29,30
1,"73803269N6301",11,35
1,"73803269N6301",35,46
1,"73803269N6301",49,42
1,"73803269N6301",24,81
1,"73803269N6301",30,84
1,"73803269N6301",50,80
1,"73803269N6301",70,146
1,"73803269N6301",25,75
1,"73803269N6301",12,71
1,"73803269N6301",21,80
1,"73803269N6301",44,30
1,"73803269N6301",34,50
1,"73803269N6301",28,18
1,"73803269N6301",27,105
1,"73803269N6301",15,66
1,"73803269N6301",42,52
1,"73803269N6301",20,80
1,"73803269N6301",17,66
1,"73803269N6301",32,49
1,"73803269N6301",43,30
1,"73803269N6301",18,98
1,"73803269N6301",39,39
1,"73803269N6301",22,100
1,"73803269N6301",19,53
1,"73803269N6301",7,42
1,"73803269N6301",23,49
1,"73803269N6301",4,51
1,"73803269N6301",16,20
1,"73803269N6301",1,96
1,"73803269N6301",14,32
1,"73803269N6301",31,98
1,"73803269N6301",10,3
1,"73803269N6301",40,50
1,"73803269N6301",45,98
1,"73803269N6311",27,20
1,"73803269N6311",20,19
1,"73803269N6311",17,42
1,"73803269N6311",14,22
1,"73803269N6311",22,16
1,"73803269N6311",16,20
1,"73803269N6311",45,2
1,"73803269N6311",50,17
1,"73803269N6311",25,21
1,"73803269N6311",7,38
1,"73803269N6311",39,19
1,"73803269N6311",34,31
1,"73803269P4303",34,20
1,"73803299A6302",46,9
1,"73803299J6303",21,1
1,"73803299J6303",22,11
1,"73803299L4331",17,6
1,"73803299L4331",16,10
1,"73803299L4331",48,5
1,"73803299L4331",42,56
1,"73803299L4331",33,2
1,"73803299L4331",70,24
1,"73803299L4331",19,9
1,"73803299L4331",36,33
1,"73803299L6324",21,50
1,"73803299L6324",40,19
1,"73803299L6324",34,29
1,"73803299L6324",19,35
1,"73803299L6324",46,43
1,"73803299L6324",16,32
1,"73803299L6324",39,23
1,"73803299L6324",36,20
1,"73803299L6324",17,30
1,"73803299L6324",45,21
1,"73803299N4304",15,24
1,"73803299N4304",1,37
1,"73803299N4304",29,26
1,"73803299N4304",22,30
1,"73803299N4304",46,50
1,"73803299N4304",35,49
1,"73803299N4304",12,25
1,"73803299N4304",26,25
1,"73803299N4304",70,82
1,"73803299N4304",18,31
1,"73803299N4304",28,30
1,"73803299N4304",16,11
1,"73803299N4304",49,20
1,"73803299N4304",27,30
1,"73803299N4304",11,24
1,"73803299N4304",20,29
1,"73803299N4304",44,-1
1,"73803299N4304",48,10
1,"73803299N4304",50,30
1,"73803299N4307",1,30
1,"73803299N4307",28,17
1,"73803299N4307",34,10
1,"73803299N4307",45,43
1,"73803299N4307",48,10
1,"73803299N4307",44,20
1,"73803299N4307",5,15
1,"73803299N4307",29,38
1,"73803299N4307",39,38
1,"73803299N4307",50,22
1,"73803299N4309",12,5
1,"73803299N4310",18,8
1,"73803299N4310",46,24
1,"73803299N4310",1,29
1,"73803299N4310",48,8
1,"73803299N4310",7,20
1,"73803299N4310",34,8
1,"73803299N4310",15,30
1,"73803299N4312",34,8
1,"73803299N4312",50,9
1,"73803299N4312",4,19
1,"73803299Y6001",11,17
1,"73803299Y6001",42,20
1,"73803299Y6001",16,16
1,"73803299Y6001",36,20
1,"73803299Y6001",7,19
1,"73803299Y6001",4,30
1,"73803299Y6001",20,10
1,"73803299Y6001",28,11
1,"73803299Y6001",70,38
1,"73803299Y6001",18,20
1,"73803299Y6001",21,34
1,"73803299Y6001",44,25
1,"73803299Y6001",1,18
1,"73803299Y6001",43,10
1,"73803299Y6004",4,12
1,"73803299Y6004",16,10
1,"73803319F4301",14,17
1,"73803319F4301",47,7
1,"73803319F4301",44,16
1,"73803319F4301",17,39
1,"73803319F4301",70,27
1,"73803319F4301",35,18
1,"73803319F4301",12,19
1,"73803319F4301",33,20
1,"73803319F4301",11,10
1,"73803319F4301",19,10
1,"73803319F4301",34,17
1,"73803319F4301",1,32
1,"73803319F4301",28,15
1,"73803319F4301",5,32
1,"73803319F4301",36,20
1,"73803319F4301",16,10
1,"73803319F4301",29,15
1,"73803319F4301",23,9
1,"73803319J4304",21,7
1,"73803319J4304",22,1
1,"73803319J4304",16,10
1,"73803319J6301",70,14
1,"73803319J6301",22,5
1,"73803319J6301",21,27
1,"73803319J6301",1,20
1,"73803319L4332",33,7
1,"73803319L4332",5,27
1,"73803319L4332",14,7
1,"73803319L4332",45,9
1,"73803319N4306",70,22
1,"73803319N4306",11,9
1,"73803319N4306",1,28
1,"73803319N4306",21,53
1,"73803319N4306",49,10
1,"73803319N4306",4,17
1,"73803319N4306",34,6
1,"73803319N4306",28,11
1,"73803319N4306",15,20
1,"73803319S4311",1,10
1,"73803319S4311",11,6
1,"73803349A4001",20,5
1,"73803349A4001",48,19
1,"73803349A4001",46,5
1,"73803349F4302",42,16
1,"73803349F4302",43,30
1,"73803349F4302",7,19
1,"73803349F4302",11,19
1,"73803349F4302",14,17
1,"73803349F4302",39,48
1,"73803349F4302",33,10
1,"73803349F4302",4,10
1,"73803349F4302",1,14
1,"73803349F4302",48,2
1,"73803349F4302",22,6
1,"73803349F4302",49,31
1,"73803349N4303",4,3
1,"73803349N4303",19,21
1,"73803349N4303",7,19
1,"73803349N4303",43,11
1,"73803349N4303",34,12
1,"73803349N4303",70,33
1,"73803349N4303",15,30
1,"73803349N4303",49,9
1,"73803349N4303",46,9
1,"73803349N4303",14,13
1,"73803349N4303",50,7
1,"73803349N4303",11,20
1,"73803349N4303",40,10
1,"73803349N4303",18,5
1,"73803349N4303",48,23
1,"73803349N4305",50,6
1,"73803349N4305",49,10
1,"73803349N4305",70,18
1,"73803349N4305",1,64
1,"73803349N4305",14,8
1,"73803349N4305",48,5
1,"73803349N4305",45,15
1,"73803349N4305",16,14
1,"73803349N4305",5,25
1,"73803349N4305",36,25
1,"73803349N4305",40,3
1,"73803399J6305",21,5
1,"73803399J6305",22,1
1,"73803399L6325",16,10
1,"73803399L6325",35,20
1,"73803399L6325",39,16
1,"73803399L6325",36,1
1,"73803399L6325",25,30
1,"73803399L6325",23,19
1,"73803399L6325",21,15
1,"73803399L6325",40,18
1,"73803399L6325",44,5
1,"73803399L6325",30,30
1,"73803399L6325",32,19
1,"73803399L6325",17,25
1,"73803449A6002",48,23
1,"73803449A6002",45,33
1,"73803449N6001",39,10
1,"73803449N6001",18,23
1,"73803499J6302",22,7
1,"73803499J6302",70,22
1,"73803499J6302",21,6
1,"73803899R6003",21,7
1,"738C400101199",3,21
1,"738C400101199",70,21
1,"738C430101199",10,23
1,"738C430101199",22,14
1,"738C430101199",7,23
1,"738C430101199",70,26
1,"738C430101199",4,24
1,"738C430101199",1,22
1,"738C430101199",17,27
1,"738C430101199",3,19
1,"738C430101199",16,27
1,"738C430201169",70,91
1,"738C430201169",16,35
1,"738C430201169",10,36
1,"738C430201169",22,22
1,"738C430201169",7,25
1,"738C430201169",4,37
1,"738C430201169",1,34
1,"738C430201169",17,37
1,"738C630301199",70,23
1,"738C630401169",16,11
1,"738C630401169",7,8
1,"738C630401169",3,11
1,"738C630401169",10,13
1,"738C630401169",4,12
1,"738C630401169",1,11
1,"738C630401169",70,31
1,"738C630501149",70,59
1,"738C630501149",17,24
1,"738C630501149",22,18
1,"738F400101349",10,9
1,"738F400101349",70,21
1,"738F400101349",17,9
1,"738F400101349",16,9
1,"738L430101319",4,13
1,"738L430101319",1,14
1,"738L430101319",7,14
1,"738L430101319",3,13
1,"738L430101319",70,47
1,"738L430201199",70,3
1,"738L600101249",70,7
1,"738L630301199",70,11
1,"738L630301199",16,18
1,"738L630401169",4,18
1,"738L630401169",70,32
1,"738L630401169",1,18
1,"738L630401169",16,19
1,"738L630401169",17,17
1,"738L630401169",22,16
1,"738L630401169",7,19
1,"738L630401169",3,17
1,"738L630401169",10,15
1,"738S430101349",70,24
1,"738S600101349",70,2
1,"738W400101249",70,31
1,"738W430101319",17,12
1,"738W430101319",22,28
1,"738W430101319",16,8
1,"738W430101319",70,38
1,"738W430101319",10,12
1,"738W430101319",4,11
1,"738W430101319",7,13
1,"738W430101319",1,9
1,"738W430101319",3,14
1,"738W630201249",10,15
1,"738W630201249",7,15
1,"738W630201249",3,15
1,"738W630201249",4,13
1,"738W630201249",70,21
1,"738W630201249",1,14
1,"738W630201249",16,16
1,"738W630201249",17,14
1,"738W630201249",22,14
