"IdProm_ExisFecha","CodigoExis","Tienda","CantExis"
1,"73802249C6321",31,30
1,"73802249C6321",30,36
1,"73802249C6321",35,15
1,"73802249C6321",10,16
1,"73802249C6321",29,30
1,"73802249C6321",25,16
1,"73802249C6321",47,10
1,"73802249L4307",17,16
1,"73802249L4307",50,18
1,"73802249L4307",70,45
1,"73802249L4307",33,19
1,"73802249L4307",28,8
1,"73802249L4307",21,54
1,"73802249L4307",1,10
1,"73802249L4307",11,4
1,"73802249L4307",42,8
1,"73802249L4307",49,10
1,"73802249L4307",4,13
1,"73802249L4307",7,13
1,"73802249L4307",18,34
1,"73802249L4307",31,38
1,"73802249L4307",12,14
1,"73802249L4307",30,13
1,"73802249L4307",35,20
1,"73802249L4307",44,20
1,"73802249L4307",43,117
1,"73802249L4307",19,37
1,"73802249L4307",39,34
1,"73802249L4307",14,46
1,"73802249L4307",45,89
1,"73802249L4307",24,8
1,"73802249L4307",2,4
1,"73802249L4307",29,5
1,"73802249L4307",36,50
1,"73802249L4307",5,45
1,"73802249L4307",48,2
1,"73802249L4307",3,20
1,"73802249L4307",20,8
1,"73802249L4307",37,22
1,"73802249L4307",10,16
1,"73802249L4307",23,38
1,"73802249L4307",40,42
1,"73802249L6305",42,19
1,"73802249L6305",28,17
1,"73802249L6305",17,7
1,"73802249L6305",19,17
1,"73802249L6305",37,17
1,"73802249L6305",45,56
1,"73802249L6305",2,19
1,"73802249L6305",10,4
1,"73802249L6305",11,17
1,"73802249L6305",50,25
1,"73802249L6305",24,8
1,"73802249L6305",40,4
1,"73802249L6305",34,30
1,"73802249L6305",1,4
1,"73802249L6305",21,14
1,"73802249L6305",4,5
1,"73802249L6305",32,5
1,"73802249L6305",7,27
1,"73802249L6305",33,4
1,"73802249L6305",12,18
1,"73802249L6305",35,4
1,"73802249P4301",4,55
1,"73802249P4301",34,49
1,"73802249P4301",37,50
1,"73802249P4301",18,49
1,"73802249P4301",27,48
1,"73802249P4301",31,45
1,"73802249P4301",28,40
1,"73802249P4301",45,74
1,"73802249P4301",3,63
1,"73802249P4301",41,25
1,"73802249P4301",39,37
1,"73802249P4301",48,30
1,"73802249P4301",36,60
1,"73802249P4301",23,50
1,"73802249P4301",30,21
1,"73802249P4301",22,47
1,"73802249P4301",29,16
1,"73802249P4301",24,80
1,"73802249P4301",44,31
1,"73802249P4301",1,30
1,"73802249P4301",21,36
1,"73802249P4301",40,49
1,"73802249P4301",12,24
1,"73802249P4301",33,11
1,"73802249P4301",35,48
1,"73802249P4301",70,41
1,"73802249P4301",10,47
1,"73802249P4301",25,30
1,"73802249P4301",7,63
1,"73802249P4301",20,62
1,"73802249P4301",46,63
1,"73802249P4301",2,38
1,"73802249P4301",50,60
1,"73802249P4301",15,31
1,"73802249P4301",49,32
1,"73802249P4301",43,20
1,"73802249P4301",11,88
1,"73802249P4301",42,48
1,"73802249P4301",5,51
1,"73802249P4301",19,74
1,"73802249P4301",32,51
1,"73802249P4301",26,39
1,"73802249P4301",16,12
1,"73802299B6004",44,13
1,"73802299B6004",11,15
1,"73802299B6004",22,9
1,"73802299B6004",31,15
1,"73802299B6004",39,12
1,"73802299B6004",3,16
1,"73802299B6004",30,15
1,"73802299B6004",28,7
1,"73802299B6004",35,16
1,"73802299B6004",47,8
1,"73802299B6004",41,14
